# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.023	0.0	250	250	0	0	0	0	214.325649	219.156902	214.141874	214.220488	20.5147167	1718713686.1000981	-11.9598536	-7453641.0	-7466656.0	-7472993.0	-7470854.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	101.0009900099001	0.0	18-06-24 14:28:12.778598
0.6	0.003	250	250	1638	1638	1638	1638	213.958711	218.854686	213.841363	213.943699	20.5286113	1718713725.7042277	-11.3804509	-7155644.0	-7168179.0	-7174475.0	-7172232.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	101.0009900099001	0.025	18-06-24 14:28:52.382076
1.2	0.006	250	250	3276	3276	3276	3276	213.767422	218.710025	213.68952	213.807847	20.4171665	1718713765.3105521	-10.7815787	-6779052.0	-6790798.0	-6796763.0	-6794708.0	-1.16115632	-8125434.0	-8116588.0	-8115608.0	-8111835.0	20	101.0009900099001	0.05	18-06-24 14:29:31.999499
1.8	0.009	250	250	4915	4915	4915	4915	212.648445	212.477116	212.468327	212.461001	20.3858316	1718713804.9211853	-10.1830659	-6402660.0	-6413657.0	-6419319.0	-6417456.0	-1.09689448	-7675715.0	-7667269.0	-7666357.0	-7662753.0	20	101.0009900099001	0.075	18-06-24 14:30:11.604328
2.4	0.012	250	250	6553	6553	6553	6553	200.142109	199.979355	199.97305	199.966046	20.4062424	1718713844.5553472	-9.58294808	-6025279.0	-6035557.0	-6040895.0	-6039197.0	-1.03237101	-7224163.0	-7216191.0	-7215320.0	-7211912.0	20	101.0009900099001	0.1	18-06-24 14:30:51.245312
3.0	0.015	250	250	8191	8191	8191	8191	187.634374	187.480884	187.476842	187.469559	20.3506637	1718713884.1688752	-8.98396578	-5648587.0	-5658111.0	-5663123.0	-5661616.0	-0.967910787	-6773032.0	-6765461.0	-6764664.0	-6761419.0	20	101.0009900099001	0.125	18-06-24 14:31:30.860724
3.6	0.018	250	250	9830	9830	9830	9830	175.123037	174.978725	174.977068	174.970391	20.4395896	1718713923.784582	-8.38519766	-5272049.0	-5280840.0	-5285572.0	-5284198.0	-0.903466155	-6322015.0	-6314930.0	-6314162.0	-6311088.0	20	101.0009900099001	0.15	18-06-24 14:32:10.474077
4.2	0.021	250	250	11468	11468	11468	11468	162.617702	162.482142	162.482741	162.476626	20.4365232	1718713963.4063888	-7.78602035	-4895238.0	-4903283.0	-4907686.0	-4906499.0	-0.838990119	-5870769.0	-5864018.0	-5863414.0	-5860502.0	20	101.0009900099001	0.175	18-06-24 14:32:50.096346
4.799	0.024	250	250	13107	13107	13107	13107	150.103571	149.976076	149.979308	149.97365	20.460767	1718714003.0218956	-7.18724553	-4518650.0	-4525949.0	-4530034.0	-4529044.0	-0.774503023	-5419440.0	-5413157.0	-5412583.0	-5409885.0	20	101.0009900099001	0.2	18-06-24 14:33:29.711317
5.4	0.027	250	250	14745	14745	14745	14745	137.599003	137.479984	137.483588	137.477374	20.4822319	1718714042.6372912	-6.58761646	-4141607.0	-4148168.0	-4151924.0	-4151105.0	-0.709910057	-4967326.0	-4961469.0	-4960974.0	-4958460.0	20	101.0009900099001	0.225	18-06-24 14:34:09.326397
5.999	0.03	250	250	16383	16383	16383	16383	125.090744	124.981448	124.985578	124.980347	20.5444225	1718714082.2483158	-5.98882489	-3765021.0	-3770857.0	-3774293.0	-3773636.0	-0.645396641	-4515796.0	-4510361.0	-4509944.0	-4507631.0	20	101.0009900099001	0.25	18-06-24 14:34:48.936637
6.6	0.033	250	250	18022	18022	18022	18022	112.579989	112.480117	112.48634	112.480669	20.4473515	1718714121.8839138	-5.38926124	-3387960.0	-3393054.0	-3396174.0	-3395720.0	-0.580796575	-4063719.0	-4058678.0	-4058363.0	-4056197.0	20	101.0009900099001	0.275	18-06-24 14:35:28.573336
7.199	0.036	250	250	19660	19660	19660	19660	100.074425	99.9844065	99.9921917	99.9868177	20.3829568	1718714161.5017693	-4.79062138	-3011488.0	-3015833.0	-3018636.0	-3018356.0	-0.516284503	-3612192.0	-3607585.0	-3607342.0	-3605375.0	20	101.0009900099001	0.3	18-06-24 14:36:08.189752
7.8	0.039	250	250	21298	21298	21298	21298	87.5688026	87.4874198	87.4989824	87.4933702	20.2598213	1718714201.1119235	-4.19056672	-2634137.0	-2637745.0	-2640207.0	-2640105.0	-0.451613528	-3159595.0	-3155397.0	-3155265.0	-3153427.0	20	101.0009900099001	0.325	18-06-24 14:36:47.800453
8.399	0.042	250	250	22937	22937	22937	22937	75.0563424	74.9843007	74.9987769	74.9925127	20.2721828	1718714240.7256536	-3.59204268	-2257727.0	-2260604.0	-2262740.0	-2262809.0	-0.387109553	-2708107.0	-2704340.0	-2704271.0	-2702634.0	20	101.0009900099001	0.35	18-06-24 14:37:27.415645
8.998	0.045	250	250	24575	24575	24575	24575	62.5473265	62.4854259	62.5029427	62.4972914	20.3961807	1718714280.3372478	-2.99350581	-1881300.0	-1883430.0	-1885256.0	-1885518.0	-0.322605148	-2256622.0	-2253320.0	-2253317.0	-2251839.0	20	101.0009900099001	0.375	18-06-24 14:38:07.026929
9.598	0.049	250	250	26214	26214	26214	26214	50.0369013	49.9836046	50.003927	49.9996381	20.5531426	1718714319.9682255	-2.39440845	-1504537.0	-1505911.0	-1507434.0	-1507862.0	-0.25801666	-1804576.0	-1801662.0	-1801753.0	-1800468.0	20	101.0009900099001	0.4	18-06-24 14:38:46.657511
10.199	0.052	250	250	27852	27852	27852	27852	37.5325471	37.4880338	37.5111751	37.506276	20.522191	1718714359.5856001	-1.79473817	-1127411.0	-1128049.0	-1129246.0	-1129862.0	-0.193398478	-1352304.0	-1349837.0	-1350002.0	-1348879.0	20	101.0009900099001	0.425	18-06-24 14:39:26.275078
10.799	0.055	250	250	29490	29490	29490	29490	25.0283681	24.9921701	25.019482	25.0149644	20.458563	1718714399.1976926	-1.19496653	-750244.0	-750132.8	-751022.5	-751810.6	-0.128772275	-899997.9	-897951.2	-898200.0	-897250.9	20	101.0009900099001	0.45	18-06-24 14:40:05.887617
11.399	0.058	250	250	31129	31129	31129	31129	12.5163626	12.4897467	12.5183192	12.5146489	20.5438476	1718714438.807618	-0.596180104	-373674.4	-372832.6	-373396.8	-374361.0	-0.064246584	-448395.0	-446755.7	-447091.9	-446317.4	20	101.0009900099001	0.475	18-06-24 14:40:45.498568
11.999	0.061	250	250	32767	32767	32767	32767	0.0101742196	-0.00678502608	0.0238219763	0.0200016726	20.5032176	1718714478.4216015	0.00314139458	3198.832	4788.808	4528.488	3394.212	0.000332099214	3559.568	4758.824	4337.108	4936.792	20	101.0009900099001	0.5	18-06-24 14:41:25.110677
12.598	0.064	250	250	34405	34405	34405	34405	-12.492836	-12.4999219	-12.4666716	-12.4708814	20.3702121	1718714518.0451303	0.601951399	379790.4	382113.1	382171.3	380878.8	0.0648584694	455181.4	455920.5	455439.8	455874.2	20	101.0009900099001	0.525	18-06-24 14:42:04.734911
13.199	0.067	250	250	36044	36044	36044	36044	-25.0053909	-25.0028454	-24.9672161	-24.9712156	20.3705954	1718714557.6579206	1.20139191	756762.4	759819.0	760197.4	758721.1	0.129436544	907173.4	907504.4	906921.2	907162.8	20	101.0009900099001	0.55	18-06-24 14:42:44.342184
13.798	0.07	250	250	37682	37682	37682	37682	-37.5100816	-37.4974816	-37.459511	-37.4627067	20.3545925	1718714597.2681284	1.80006833	1133256.0	1137063.0	1137758.0	1136104.0	0.193929127	1358564.0	1358467.0	1357809.0	1357865.0	20	101.0009900099001	0.575	18-06-24 14:43:23.958707
14.398	0.073	250	250	39321	39321	39321	39321	-50.0227251	-50.001274	-49.9615997	-49.9635841	20.3867899	1718714636.8828192	2.39914747	1510030.0	1514561.0	1515571.0	1513750.0	0.258481378	1810357.0	1809841.0	1809122.0	1809019.0	20	101.0009900099001	0.6	18-06-24 14:44:03.566734
14.998	0.076	250	250	40959	40959	40959	40959	-62.5295154	-62.4997413	-62.4575401	-62.4585256	20.4290488	1718714676.493849	2.99792234	1886605.0	1891880.0	1893200.0	1891200.0	0.322987733	2261856.0	2260909.0	2260099.0	2259801.0	20	101.0009900099001	0.625	18-06-24 14:44:43.183827
15.598	0.08	250	250	42597	42597	42597	42597	-75.0326992	-74.9933801	-74.9489608	-74.9491989	20.5724035	1718714716.1074085	3.59789705	2263920.0	2269965.0	2271576.0	2269412.0	0.387599446	2714107.0	2712743.0	2711842.0	2711407.0	20	101.0009900099001	0.65	18-06-24 14:45:22.785541
16.198	0.083	250	250	44236	44236	44236	44236	-87.5465444	-87.4979408	-87.4512974	-87.4496757	20.6100629	1718714755.7109313	4.19714442	2640822.0	2647574.0	2649535.0	2647183.0	0.45216326	3166036.0	3164214.0	3163248.0	3162623.0	20	101.0009900099001	0.675	18-06-24 14:46:02.401725
16.798	0.086	250	250	45874	45874	45874	45874	-100.050579	-99.9935353	-99.9443989	-99.9428217	20.5564007	1718714795.3268116	4.79591747	3017374.0	3024880.0	3027132.0	3024609.0	0.51662756	3617203.0	3615005.0	3613939.0	3613132.0	20	101.0009900099001	0.7	18-06-24 14:46:42.015362
17.398	0.089	250	250	47512	47512	47512	47512	-112.556117	-112.489523	-112.439345	-112.437476	20.4765782	1718714834.9421816	5.39516368	3394266.0	3402510.0	3405099.0	3402399.0	0.581190785	4069101.0	4066424.0	4065299.0	4064305.0	20	101.0009900099001	0.725	18-06-24 14:47:21.631107
17.998	0.092	250	250	49151	49151	49151	49151	-125.071287	-124.995848	-124.943855	-124.942272	20.4252158	1718714874.5562718	5.99440176	3771115.0	3780095.0	3782995.0	3780114.0	0.645730866	4520868.0	4517768.0	4516582.0	4515399.0	20	101.0009900099001	0.75	18-06-24 14:48:01.245631
18.598	0.095	250	250	50789	50789	50789	50789	-137.575744	-137.490248	-137.436436	-137.433494	20.2901021	1718714914.1739175	6.59353603	4147933.0	4157648.0	4160867.0	4157808.0	0.710218322	4972245.0	4968724.0	4967456.0	4966116.0	20	101.0009900099001	0.775	18-06-24 14:48:40.864615
19.198	0.098	250	250	52428	52428	52428	52428	-150.090583	-149.995215	-149.939598	-149.934756	20.2733327	1718714953.7926288	7.19204832	4524361.0	4534862.0	4538378.0	4535108.0	0.77466971	5423329.0	5419375.0	5418057.0	5416525.0	20	101.0009900099001	0.8	18-06-24 14:49:20.480637
