# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.024	0.0	250	250	0	0	0	0	215.24075	220.077108	215.097033	215.180796	20.6631501	1716494108.9156933	-11.9598853	-7453737.0	-7466673.0	-7473152.0	-7470855.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	7601.075240752408	0.0	23-05-24 21:55:15.347628
0.6	0.002	250	250	1638	1638	1638	1638	214.939159	219.842995	214.834604	214.951289	20.3982889	1716494148.1485355	-11.3810437	-7156419.0	-7168964.0	-7175327.0	-7172994.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	7601.075240752408	0.025	23-05-24 21:55:54.582589
1.2	0.005	250	250	3276	3276	3276	3276	214.843976	219.783261	214.77551	214.898149	19.9553308	1716494187.388596	-10.7821139	-6779785.0	-6791558.0	-6797645.0	-6795461.0	-1.16069637	-8123200.0	-8114283.0	-8113167.0	-8109214.0	20	7601.075240752408	0.05	23-05-24 21:56:33.832260
1.8	0.008	250	250	4915	4915	4915	4915	212.620157	212.449816	212.440698	212.43578	19.4960235	1716494226.6486502	-10.1835714	-6403389.0	-6414420.0	-6420098.0	-6418143.0	-1.09644172	-7673443.0	-7664974.0	-7663961.0	-7660182.0	20	7601.075240752408	0.075	23-05-24 21:57:13.085092
2.401	0.011	250	250	6553	6553	6553	6553	200.11569	199.954156	199.946885	199.942167	19.4624925	1716494265.8827279	-9.58332743	-6025904.0	-6036189.0	-6041562.0	-6039787.0	-1.03175056	-7220519.0	-7212487.0	-7211623.0	-7208051.0	20	7601.075240752408	0.1	23-05-24 21:57:52.328338
3.0	0.015	250	250	8191	8191	8191	8191	187.609209	187.456844	187.452444	187.447667	19.8791935	1716494305.120394	-8.98429907	-5649129.0	-5658675.0	-5663757.0	-5662140.0	-0.967484802	-6770743.0	-6763147.0	-6762323.0	-6758919.0	20	7601.075240752408	0.125	23-05-24 21:58:31.565827
3.6	0.018	250	250	9830	9830	9830	9830	175.098865	174.956028	174.954274	174.949675	20.2399854	1716494344.3820176	-8.38549318	-5272540.0	-5281382.0	-5286116.0	-5284682.0	-0.903024804	-6319541.0	-6312409.0	-6311651.0	-6308469.0	20	7601.075240752408	0.15	23-05-24 21:59:10.827231
4.2	0.021	250	250	11468	11468	11468	11468	162.595915	162.460669	162.462231	162.457239	20.5040801	1716494383.6400917	-7.78610453	-4895612.0	-4903706.0	-4908074.0	-4906860.0	-0.83862729	-5868774.0	-5862049.0	-5861403.0	-5858388.0	20	7601.075240752408	0.175	23-05-24 21:59:50.083298
4.8	0.024	250	250	13107	13107	13107	13107	150.083285	149.956931	149.960169	149.955793	20.7980722	1716494422.8964522	-7.18732598	-4519050.0	-4526397.0	-4530467.0	-4529402.0	-0.774205438	-5417866.0	-5411568.0	-5411022.0	-5408167.0	20	7601.075240752408	0.2	23-05-24 22:00:29.340945
5.4	0.027	250	250	14745	14745	14745	14745	137.580767	137.462616	137.466223	137.461864	21.0601544	1716494462.13333	-6.58772415	-4141917.0	-4148512.0	-4152316.0	-4151396.0	-0.709626179	-4965856.0	-4959961.0	-4959481.0	-4956878.0	20	7601.075240752408	0.225	23-05-24 22:01:08.576045
6.0	0.03	250	250	16383	16383	16383	16383	125.074095	124.964913	124.96993	124.965925	21.2241116	1716494501.3931952	-5.98888047	-3765285.0	-3771171.0	-3774612.0	-3773895.0	-0.645135781	-4514419.0	-4508978.0	-4508603.0	-4506131.0	20	7601.075240752408	0.25	23-05-24 22:01:47.836431
6.6	0.033	250	250	18022	18022	18022	18022	112.564949	112.465624	112.472297	112.468181	21.4338732	1716494540.6542354	-5.38927688	-3388166.0	-3393301.0	-3396419.0	-3395905.0	-0.580559098	-4062466.0	-4057431.0	-4057119.0	-4054898.0	20	7601.075240752408	0.275	23-05-24 22:02:27.099134
7.199	0.036	250	250	19660	19660	19660	19660	100.061153	99.9711493	99.9795736	99.975719	21.718187	1716494579.9033265	-4.79051693	-3011596.0	-3016004.0	-3018816.0	-3018452.0	-0.516054055	-3610957.0	-3606338.0	-3606086.0	-3604054.0	20	7601.075240752408	0.3	23-05-24 22:03:06.346934
7.8	0.039	250	250	21298	21298	21298	21298	87.5575055	87.4763243	87.4878039	87.4838938	21.450451	1716494619.1403356	-4.1903068	-2634116.0	-2637768.0	-2640249.0	-2640097.0	-0.451386083	-3158295.0	-3154091.0	-3153926.0	-3152073.0	20	7601.075240752408	0.325	23-05-24 22:03:45.584162
8.399	0.042	250	250	22937	22937	22937	22937	75.0466782	74.97452	74.9894789	74.984738	20.9946099	1716494658.3780115	-3.59172631	-2257669.0	-2260570.0	-2262738.0	-2262750.0	-0.386915126	-2707036.0	-2703246.0	-2703176.0	-2701470.0	20	7601.075240752408	0.35	23-05-24 22:04:24.813472
8.999	0.045	250	250	24575	24575	24575	24575	62.5392783	62.4772536	62.4950561	62.4910539	20.7697079	1716494697.6286454	-2.99315804	-1881206.0	-1883373.0	-1885203.0	-1885414.0	-0.322423734	-2255622.0	-2252272.0	-2252264.0	-2250777.0	20	7601.075240752408	0.375	23-05-24 22:05:04.071989
9.599	0.048	250	250	26214	26214	26214	26214	50.0303127	49.9767992	49.9977303	49.9949754	20.269883	1716494736.865432	-2.3938548	-1504291.0	-1505697.0	-1507234.0	-1507614.0	-0.257847952	-1803636.0	-1800692.0	-1800758.0	-1799421.0	20	7601.075240752408	0.4	23-05-24 22:05:43.309194
