# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.009	0.0	250	250	0	0	0	0	204.293431	209.330832	204.187748	204.319782	42.4623832	1717399315.9433928	-11.9723173	-7439004.0	-7452174.0	-7459220.0	-7456013.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1.0	0.0	03-06-24 09:22:02.618172
0.6	0.002	250	250	1638	1638	1638	1638	204.237817	209.267847	204.135063	204.245591	42.5305351	1717399355.5357249	-11.3824165	-7157602.0	-7170359.0	-7177302.0	-7174036.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1.0	0.025	03-06-24 09:22:42.204469
1.2	0.005	250	250	3276	3276	3276	3276	204.386675	209.422556	204.286535	204.406602	42.6300157	1717399395.1253152	-10.7828679	-6780538.0	-6792549.0	-6799147.0	-6796108.0	-1.16152034	-8129518.0	-8119903.0	-8119105.0	-8115609.0	20	1.0	0.05	03-06-24 09:23:21.809175
1.8	0.008	250	250	4915	4915	4915	4915	204.181129	209.219467	204.0998	204.218327	42.6142067	1717399434.7425268	-10.1839877	-6403876.0	-6415158.0	-6421369.0	-6418616.0	-1.09692212	-7677393.0	-7668227.0	-7667541.0	-7664174.0	20	1.0	0.075	03-06-24 09:24:01.426529
2.401	0.011	250	250	6553	6553	6553	6553	200.111374	199.936195	199.925375	199.928523	42.5320774	1717399474.3609002	-9.58364081	-6026310.0	-6036797.0	-6042648.0	-6040137.0	-1.03231774	-7225119.0	-7216440.0	-7215788.0	-7212632.0	20	1.0	0.1	03-06-24 09:24:41.043468
3.0	0.014	250	250	8191	8191	8191	8191	187.605675	187.439935	187.431676	187.434466	42.4076303	1717399513.9694903	-8.98446062	-5649476.0	-5659192.0	-5664745.0	-5662435.0	-0.967750395	-6773150.0	-6764940.0	-6764348.0	-6761318.0	20	1.0	0.125	03-06-24 09:25:20.653521
3.6	0.017	250	250	9830	9830	9830	9830	175.095367	174.94081	174.935008	174.937709	42.2989921	1717399553.5899973	-8.38571528	-5272913.0	-5281900.0	-5287089.0	-5284998.0	-0.903287089	-6321928.0	-6314165.0	-6313659.0	-6310858.0	20	1.0	0.15	03-06-24 09:26:00.274363
4.2	0.021	250	250	11468	11468	11468	11468	162.592889	162.447537	162.444238	162.445619	42.2352744	1717399593.2004406	-7.78622928	-4895863.0	-4904079.0	-4908883.0	-4907058.0	-0.838702484	-5869897.0	-5862578.0	-5862140.0	-5859455.0	20	1.0	0.175	03-06-24 09:26:39.880830
4.8	0.024	250	250	13107	13107	13107	13107	150.080277	149.944363	149.943034	149.944666	42.2509869	1717399632.8151221	-7.1873702	-4519220.0	-4526737.0	-4531167.0	-4529555.0	-0.774169979	-5418119.0	-5411288.0	-5410906.0	-5408382.0	20	1.0	0.2	03-06-24 09:27:19.502690
5.4	0.027	250	250	14745	14745	14745	14745	137.577507	137.451199	137.450269	137.451519	42.3256938	1717399672.4220295	-6.58779616	-4142151.0	-4148880.0	-4152976.0	-4151601.0	-0.709580684	-4966010.0	-4959639.0	-4959348.0	-4956972.0	20	1.0	0.225	03-06-24 09:27:59.111404
6.0	0.03	250	250	16383	16383	16383	16383	125.071608	124.955398	124.955412	124.95643	42.419487	1717399712.0662622	-5.98891876	-3765488.0	-3771459.0	-3775200.0	-3774056.0	-0.645057272	-4514270.0	-4508409.0	-4508139.0	-4505932.0	20	1.0	0.25	03-06-24 09:28:38.753822
6.6	0.033	250	250	18022	18022	18022	18022	112.562377	112.457461	112.458406	112.459211	42.5270648	1717399751.7130718	-5.38938537	-3388399.0	-3393620.0	-3397027.0	-3396092.0	-0.580492339	-4062309.0	-4056892.0	-4056718.0	-4054684.0	20	1.0	0.275	03-06-24 09:29:18.401731
7.199	0.036	250	250	19660	19660	19660	19660	100.058932	99.9641905	99.9677329	99.9673661	42.5612854	1717399791.3219244	-4.79059217	-3011793.0	-3016261.0	-3019302.0	-3018602.0	-0.515990056	-3610763.0	-3605817.0	-3605706.0	-3603855.0	20	1.0	0.3	03-06-24 09:29:58.017655
7.8	0.039	250	250	21298	21298	21298	21298	87.5553677	87.470497	87.4766855	87.4763749	42.4885065	1717399830.9745057	-4.19052156	-2634378.0	-2638087.0	-2640784.0	-2640318.0	-0.451343154	-3158199.0	-3153753.0	-3153703.0	-3151995.0	20	1.0	0.325	03-06-24 09:30:37.661837
