# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.023	0.0	250	250	0	0	0	0	205.933959	210.856425	205.745081	205.819857	39.8650067	1718278753.187594	-11.9614351	-7437942.0	-7451296.0	-7458169.0	-7455306.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	5401.053460534606	0.0	13-06-24 13:39:19.865413
0.6	0.002	250	250	1638	1638	1638	1638	205.499793	210.49787	205.392196	205.495814	39.8605862	1718278792.7927952	-11.3812376	-7155727.0	-7168558.0	-7175342.0	-7172440.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	5401.053460534606	0.025	13-06-24 13:39:59.469277
1.2	0.005	250	250	3276	3276	3276	3276	205.31322	210.311431	205.203078	205.32449	39.8769228	1718278832.391328	-10.7823063	-6779099.0	-6791189.0	-6797588.0	-6794918.0	-1.15998969	-8117420.0	-8107933.0	-8107184.0	-8103781.0	20	5401.053460534606	0.05	13-06-24 13:40:39.082612
1.8	0.008	250	250	4915	4915	4915	4915	205.202052	210.222384	205.111984	205.23465	39.8735594	1718278872.032186	-10.1836774	-6402683.0	-6414025.0	-6420094.0	-6417610.0	-1.09579833	-7668193.0	-7659115.0	-7658454.0	-7655196.0	20	5401.053460534606	0.075	13-06-24 13:41:18.721244
2.401	0.012	250	250	6553	6553	6553	6553	200.145965	199.970531	199.961439	199.962593	39.8642379	1718278911.6449478	-9.583605	-6025364.0	-6035898.0	-6041629.0	-6039357.0	-1.03127011	-7216595.0	-7207983.0	-7207321.0	-7204247.0	20	5401.053460534606	0.1	13-06-24 13:41:58.333605
3.001	0.015	250	250	8191	8191	8191	8191	187.637922	187.472374	187.465873	187.466511	39.8435769	1718278951.2628045	-8.98451751	-5648635.0	-5658409.0	-5663809.0	-5661751.0	-0.9668133	-6765450.0	-6757327.0	-6756771.0	-6753870.0	20	5401.053460534606	0.125	13-06-24 13:42:37.951331
3.6	0.018	250	250	9830	9830	9830	9830	175.1256	174.97074	174.966465	174.966993	39.8614511	1718278990.875116	-8.38569073	-5272072.0	-5281106.0	-5286129.0	-5284308.0	-0.902731319	-6316944.0	-6309258.0	-6308737.0	-6305980.0	20	5401.053460534606	0.15	13-06-24 13:43:17.564622
4.2	0.021	250	250	11468	11468	11468	11468	162.620266	162.475176	162.473417	162.47351	39.8675052	1718279030.4917688	-7.78633473	-4895153.0	-4903423.0	-4908112.0	-4906502.0	-0.838227544	-5865545.0	-5858240.0	-5857837.0	-5855216.0	20	5401.053460534606	0.175	13-06-24 13:43:57.180363
4.8	0.024	250	250	13107	13107	13107	13107	150.106115	149.970056	149.970491	149.970575	39.8797097	1718279070.1044192	-7.18758081	-4518667.0	-4526143.0	-4530479.0	-4529109.0	-0.773907376	-5415381.0	-5408543.0	-5408178.0	-5405735.0	20	5401.053460534606	0.2	13-06-24 13:44:36.794457
5.4	0.027	250	250	14745	14745	14745	14745	137.601214	137.475044	137.475014	137.474699	39.8526101	1718279109.7198045	-6.58795364	-4141603.0	-4148335.0	-4152346.0	-4151156.0	-0.709361947	-4963644.0	-4957229.0	-4956948.0	-4954677.0	20	5401.053460534606	0.225	13-06-24 13:45:16.407613
6.0	0.03	250	250	16383	16383	16383	16383	125.092952	124.977178	124.978123	124.977898	39.8588564	1718279149.3336468	-5.98902399	-3764957.0	-3770949.0	-3774615.0	-3773631.0	-0.644882001	-4512367.0	-4506462.0	-4506216.0	-4504096.0	20	5401.053460534606	0.25	13-06-24 13:45:56.022622
6.6	0.033	250	250	18022	18022	18022	18022	112.581967	112.476444	112.478797	112.477971	39.8679857	1718279188.9430363	-5.38938713	-3387901.0	-3393107.0	-3396448.0	-3395698.0	-0.580297935	-4060359.0	-4054913.0	-4054733.0	-4052756.0	20	5401.053460534606	0.275	13-06-24 13:46:35.636915
7.199	0.036	250	250	19660	19660	19660	19660	100.076217	99.9812154	99.9855478	99.9837907	39.8538593	1718279228.561585	-4.7907027	-3011416.0	-3015858.0	-3018855.0	-3018294.0	-0.515808628	-3608978.0	-3603973.0	-3603870.0	-3602059.0	20	5401.053460534606	0.3	13-06-24 13:47:15.250621
7.8	0.039	250	250	21298	21298	21298	21298	87.5702526	87.4852418	87.4925602	87.4904215	39.8660638	1718279268.1736403	-4.190618	-2634058.0	-2637747.0	-2640391.0	-2640082.0	-0.45120936	-3156864.0	-3152345.0	-3152270.0	-3150612.0	20	5401.053460534606	0.325	13-06-24 13:47:54.861725
8.4	0.042	250	250	22937	22937	22937	22937	75.0574522	74.983052	74.9931301	74.989896	39.8670247	1718279307.8034089	-3.59190986	-2257550.0	-2260480.0	-2262778.0	-2262652.0	-0.38675231	-2705726.0	-2701622.0	-2701640.0	-2700157.0	20	5401.053460534606	0.35	13-06-24 13:48:34.482625
8.999	0.045	250	250	24575	24575	24575	24575	62.5485573	62.4851789	62.4982144	62.494999	39.8562618	1718279347.4054742	-2.99337581	-1881159.0	-1883336.0	-1885297.0	-1885382.0	-0.32233894	-2254849.0	-2251260.0	-2251348.0	-2250004.0	20	5401.053460534606	0.375	13-06-24 13:49:14.094855
