# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.083	0.0	250	250	0	0	0	0	216.416471	221.201196	216.296785	216.379214	12.2180857	1718109502.1351788	-11.956509	-7460846.0	-7473643.0	-7480006.0	-7477808.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	6.0	901.0089100891008	0.0	11-06-24 14:38:28.820779
0.6	0.002	250	250	1638	1638	1638	1638	216.257445	221.119401	216.179002	216.29584	12.4697112	1718109527.7415464	-11.3810718	-7157043.0	-7169395.0	-7175636.0	-7173428.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	6.0	901.0089100891008	0.025	11-06-24 14:38:54.419455
1.2	0.005	250	250	3276	3276	3276	3276	216.233406	221.097958	216.159541	216.283915	12.5742208	1718109553.3407328	-10.7823969	-6780483.0	-6792135.0	-6798044.0	-6795973.0	-1.16050343	-8121483.0	-8112996.0	-8111840.0	-8107599.0	6.0	901.0089100891008	0.05	11-06-24 14:39:20.030213
1.8	0.008	250	250	4915	4915	4915	4915	212.593272	212.429461	212.420348	212.412567	12.837692	1718109578.975985	-10.1838927	-6404082.0	-6414960.0	-6420547.0	-6418665.0	-1.09620379	-7671448.0	-7663347.0	-7662283.0	-7658247.0	6.0	901.0089100891008	0.075	11-06-24 14:39:45.671149
2.401	0.012	250	250	6553	6553	6553	6553	200.090542	199.934703	199.927962	199.920355	12.8133319	1718109604.5938609	-9.58374889	-6026636.0	-6036806.0	-6042033.0	-6040360.0	-1.03165396	-7219634.0	-7211945.0	-7211010.0	-7207182.0	6.0	901.0089100891008	0.1	11-06-24 14:40:11.282729
3.001	0.015	250	250	8191	8191	8191	8191	187.586042	187.438854	187.434974	187.427833	13.0602765	1718109630.204606	-8.98469191	-5649819.0	-5659280.0	-5664224.0	-5662688.0	-0.967168239	-6768289.0	-6760988.0	-6760107.0	-6756525.0	6.0	901.0089100891008	0.125	11-06-24 14:40:36.894634
3.6	0.018	250	250	9830	9830	9830	9830	175.077697	174.939479	174.938214	174.931362	12.9415329	1718109655.8160586	-8.38590011	-5273258.0	-5281956.0	-5286570.0	-5285240.0	-0.902705026	-6317177.0	-6310230.0	-6309465.0	-6306035.0	6.0	901.0089100891008	0.15	11-06-24 14:41:02.507357
4.2	0.021	250	250	11468	11468	11468	11468	162.575845	162.445193	162.446935	162.440757	12.8484869	1718109681.4295053	-7.78655327	-4896256.0	-4904240.0	-4908566.0	-4907408.0	-0.838271609	-5866129.0	-5859657.0	-5858957.0	-5855740.0	6.0	901.0089100891008	0.175	11-06-24 14:41:28.118380
4.8	0.024	250	250	13107	13107	13107	13107	150.065567	149.942611	149.946589	149.941095	12.6269533	1718109707.0401225	-7.18783551	-4519689.0	-4526922.0	-4530943.0	-4529942.0	-0.773975683	-5416108.0	-5410055.0	-5409406.0	-5406435.0	6.0	901.0089100891008	0.2	11-06-24 14:41:53.729902
5.4	0.027	250	250	14745	14745	14745	14745	137.563588	137.449316	137.453723	137.4479	12.6379392	1718109732.6501172	-6.5882109	-4142571.0	-4149085.0	-4152767.0	-4151954.0	-0.709350484	-4963844.0	-4958141.0	-4957595.0	-4954800.0	6.0	901.0089100891008	0.225	11-06-24 14:42:19.340285
6.0	0.03	250	250	16383	16383	16383	16383	125.058595	124.952852	124.958345	124.953242	12.377525	1718109758.2618296	-5.98935653	-3765895.0	-3771676.0	-3775033.0	-3774411.0	-0.644890192	-4512598.0	-4507337.0	-4506883.0	-4504304.0	6.0	901.0089100891008	0.25	11-06-24 14:42:44.942573
6.6	0.033	250	250	18022	18022	18022	18022	112.550615	112.454166	112.461368	112.456896	12.2627937	1718109783.8874333	-5.3898305	-3388818.0	-3393851.0	-3396897.0	-3396459.0	-0.580439365	-4061550.0	-4056679.0	-4056320.0	-4053896.0	6.0	901.0089100891008	0.275	11-06-24 14:43:10.565227
7.199	0.036	250	250	19660	19660	19660	19660	100.04812	99.9606636	99.9702675	99.9652646	11.9506978	1718109809.487224	-4.79104243	-3012214.0	-3016522.0	-3019269.0	-3018979.0	-0.516001361	-3610545.0	-3606042.0	-3605777.0	-3603558.0	6.0	901.0089100891008	0.3	11-06-24 14:43:36.175367
7.8	0.039	250	250	21298	21298	21298	21298	87.5459136	87.4667342	87.4798054	87.4750623	11.5033318	1718109835.099199	-4.19104662	-2634817.0	-2638374.0	-2640825.0	-2640712.0	-0.451385794	-3158245.0	-3154182.0	-3153987.0	-3151985.0	6.0	901.0089100891008	0.325	11-06-24 14:44:01.786792
8.4	0.042	250	250	22937	22937	22937	22937	75.0362603	74.9658452	74.9822512	74.9770765	11.4018791	1718109860.710672	-3.59238242	-2258280.0	-2261117.0	-2263229.0	-2263298.0	-0.386901243	-2706902.0	-2703223.0	-2703140.0	-2701337.0	6.0	901.0089100891008	0.35	11-06-24 14:44:27.399261
8.999	0.045	250	250	24575	24575	24575	24575	62.530377	62.4698892	62.4892276	62.4848974	10.8884065	1718109886.3183732	-2.99374737	-1881745.0	-1883840.0	-1885651.0	-1885892.0	-0.322369414	-2255204.0	-2251998.0	-2251968.0	-2250354.0	6.0	901.0089100891008	0.375	11-06-24 14:44:53.006966
9.599	0.048	250	250	26214	26214	26214	26214	50.0230011	49.970589	49.9929567	49.9902542	10.7238086	1718109911.9290369	-2.39444097	-1504778.0	-1506145.0	-1507647.0	-1508062.0	-0.257856416	-1803591.0	-1800770.0	-1800826.0	-1799428.0	6.0	901.0089100891008	0.4	11-06-24 14:45:18.617892
10.199	0.051	250	250	27852	27852	27852	27852	37.5218783	37.4774557	37.5029834	37.4995391	10.4217434	1718109937.5462365	-1.7947867	-1127617.0	-1128255.0	-1129447.0	-1130025.0	-0.19326777	-1351534.0	-1349163.0	-1349279.0	-1348062.0	6.0	901.0089100891008	0.425	11-06-24 14:45:44.234662
10.8	0.054	250	250	29490	29490	29490	29490	25.0207068	24.9846462	25.0141644	25.0112715	10.3801879	1718109963.1565378	-1.19497129	-750343.1	-750247.9	-751114.3	-751883.3	-0.128691843	-899555.8	-897548.3	-897791.7	-896783.7	6.0	901.0089100891008	0.45	11-06-24 14:46:09.853247
11.399	0.058	250	250	31129	31129	31129	31129	12.5122279	12.4850608	12.5161742	12.51433	10.503899	1718109988.7739453	-0.596040266	-373642.0	-372819.8	-373386.7	-374322.0	-0.0641895106	-448073.3	-446500.4	-446824.6	-446022.2	6.0	901.0089100891008	0.475	11-06-24 14:46:35.461502
12.0	0.061	250	250	32767	32767	32767	32767	0.00913009316	-0.00907922895	0.0245589581	0.0227157063	10.9102828	1718110014.385439	0.00319205235	3251.796	4811.448	4546.336	3439.328	0.00035369568	3654.232	4820.748	4429.512	5073.2	6.0	901.0089100891008	0.5	11-06-24 14:47:01.074268
