# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.023	0.0	250	250	0	0	0	0	214.857574	219.715113	214.716685	214.784933	19.9073748	1717681844.081256	-11.9617808	-7455546.0	-7468508.0	-7474988.0	-7472538.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	7001.069300693008	0.0	06-06-24 15:50:50.763119
0.6	0.002	250	250	1638	1638	1638	1638	214.575276	219.48083	214.473926	214.55496	20.2408479	1717681883.6965847	-11.381467	-7157314.0	-7169862.0	-7176190.0	-7173694.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	7001.069300693008	0.025	06-06-24 15:51:30.377795
1.2	0.005	250	250	3276	3276	3276	3276	214.435967	219.350391	214.334449	214.456639	20.6468598	1717681923.320953	-10.7825196	-6780608.0	-6792371.0	-6798401.0	-6796139.0	-1.16071553	-8123523.0	-8114669.0	-8113560.0	-8109585.0	20	7001.069300693008	0.05	06-06-24 15:52:10.015691
1.8	0.008	250	250	4915	4915	4915	4915	212.605955	212.435882	212.426477	212.42229	20.7545675	1717681962.95277	-10.183935	-6404158.0	-6415164.0	-6420820.0	-6418745.0	-1.09641949	-7673503.0	-7665065.0	-7664080.0	-7660272.0	20	7001.069300693008	0.075	06-06-24 15:52:49.644350
2.401	0.012	250	250	6553	6553	6553	6553	200.102902	199.941597	199.93347	199.929828	20.9946099	1717682002.5813994	-9.58375766	-6026675.0	-6036963.0	-6042341.0	-6040410.0	-1.03191103	-7221901.0	-7213957.0	-7213039.0	-7209458.0	20	7001.069300693008	0.1	06-06-24 15:53:29.273908
3.0	0.015	250	250	8191	8191	8191	8191	187.597805	187.445123	187.440092	187.436345	21.2534341	1717682042.2119517	-8.98473014	-5649869.0	-5659392.0	-5664469.0	-5662715.0	-0.967570522	-6771548.0	-6764008.0	-6763175.0	-6759788.0	20	7001.069300693008	0.125	06-06-24 15:54:08.905947
3.6	0.018	250	250	9830	9830	9830	9830	175.088449	174.945245	174.942638	174.939262	21.4534216	1717682081.8404472	-8.38589268	-5273210.0	-5282009.0	-5286782.0	-5285211.0	-0.903140415	-6320574.0	-6313425.0	-6312705.0	-6309508.0	20	7001.069300693008	0.15	06-06-24 15:54:48.532903
4.2	0.021	250	250	11468	11468	11468	11468	162.585853	162.451229	162.45137	162.448242	21.6157497	1717682121.4651394	-7.78650897	-4896232.0	-4904261.0	-4908727.0	-4907361.0	-0.83863486	-5869062.0	-5862359.0	-5861695.0	-5858684.0	20	7001.069300693008	0.175	06-06-24 15:55:28.156997
4.8	0.024	250	250	13107	13107	13107	13107	150.074781	149.948032	149.950541	149.947638	21.6989261	1717682161.1130664	-7.18779949	-4519667.0	-4526990.0	-4531101.0	-4529925.0	-0.774186267	-5417920.0	-5411622.0	-5411075.0	-5408236.0	20	7001.069300693008	0.2	06-06-24 15:56:07.805808
5.4	0.027	250	250	14745	14745	14745	14745	137.57273	137.454356	137.45763	137.454493	21.2758572	1717682200.737688	-6.5881188	-4142505.0	-4149082.0	-4152891.0	-4151907.0	-0.709628864	-4966099.0	-4960233.0	-4959719.0	-4957063.0	20	7001.069300693008	0.225	06-06-24 15:56:47.429552
6.0	0.03	250	250	16383	16383	16383	16383	125.067143	124.95768	124.96162	124.959253	20.7875314	1717682240.3628962	-5.98920666	-3765817.0	-3771660.0	-3775125.0	-3774338.0	-0.645135586	-4514656.0	-4509185.0	-4508772.0	-4506305.0	20	7001.069300693008	0.25	06-06-24 15:57:27.056496
6.6	0.033	250	250	18022	18022	18022	18022	112.558262	112.459039	112.464545	112.462008	20.7318569	1717682280.0104735	-5.38964225	-3388690.0	-3393797.0	-3396924.0	-3396361.0	-0.580553076	-4062565.0	-4057560.0	-4057236.0	-4054967.0	20	7001.069300693008	0.275	06-06-24 15:58:06.704619
7.199	0.036	250	250	19660	19660	19660	19660	100.05499	99.9652359	99.973043	99.9698469	20.5505553	1717682319.6420057	-4.79087487	-3012078.0	-3016451.0	-3019276.0	-3018873.0	-0.516060605	-3611143.0	-3606538.0	-3606291.0	-3604199.0	20	7001.069300693008	0.3	06-06-24 15:58:46.333136
7.8	0.039	250	250	21298	21298	21298	21298	87.5516637	87.4709748	87.4818723	87.4784732	20.2787947	1717682359.2505605	-4.19081742	-2634669.0	-2638311.0	-2640795.0	-2640583.0	-0.451441478	-3158823.0	-3154645.0	-3154489.0	-3152570.0	20	7001.069300693008	0.325	06-06-24 15:59:25.942045
8.4	0.042	250	250	22937	22937	22937	22937	75.0409789	74.9695346	74.984058	74.9799107	20.0070341	1717682398.8762605	-3.5921722	-2258135.0	-2261040.0	-2263195.0	-2263168.0	-0.386946356	-2707403.0	-2703651.0	-2703533.0	-2701789.0	20	7001.069300693008	0.35	06-06-24 16:00:05.568690
8.999	0.045	250	250	24575	24575	24575	24575	62.5348403	62.4733189	62.4903783	62.4873991	20.142052	1717682438.5098426	-2.99369002	-1881694.0	-1883860.0	-1885693.0	-1885864.0	-0.322454774	-2255909.0	-2252607.0	-2252591.0	-2251051.0	20	7001.069300693008	0.375	06-06-24 16:00:45.226253
