# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.012	0.0	250	250	0	0	0	0	214.88309	219.804461	214.774485	214.881173	20.6476264	1715595951.2540636	-11.9688252	-7453582.0	-7466605.0	-7473093.0	-7470721.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1.0	0.0	13-05-24 12:25:57.683301
0.6	0.002	250	250	1638	1638	1638	1638	214.727848	219.66979	214.626462	214.754963	20.1782739	1715595990.4767642	-11.3818135	-7156983.0	-7169504.0	-7175857.0	-7173513.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	1.0	0.025	13-05-24 12:26:36.911353
1.2	0.005	250	250	3276	3276	3276	3276	214.705858	219.65416	214.621921	214.748955	19.7887268	1715596029.7230291	-10.7824103	-6780026.0	-6791815.0	-6797868.0	-6795632.0	-1.16169815	-8130147.0	-8121175.0	-8120248.0	-8116226.0	20	1.0	0.05	13-05-24 12:27:16.169540
1.8	0.008	250	250	4915	4915	4915	4915	212.616782	212.447446	212.437997	212.432757	19.7456429	1715596068.981318	-10.1836368	-6403470.0	-6414530.0	-6420246.0	-6418199.0	-1.09721634	-7678801.0	-7670313.0	-7669389.0	-7665624.0	20	1.0	0.075	13-05-24 12:27:55.421285
2.4	0.012	250	250	6553	6553	6553	6553	200.11316	199.95164	199.944772	199.939344	20.0964391	1715596108.2239451	-9.58344164	-6025993.0	-6036332.0	-6041692.0	-6039849.0	-1.03263058	-7226702.0	-7218644.0	-7217845.0	-7214208.0	20	1.0	0.1	13-05-24 12:28:34.667942
3.0	0.015	250	250	8191	8191	8191	8191	187.606997	187.454535	187.450459	187.445187	20.5172081	1715596147.4801877	-8.98429	-5649147.0	-5658790.0	-5663811.0	-5662134.0	-0.968153203	-6775376.0	-6767762.0	-6767040.0	-6763588.0	20	1.0	0.125	13-05-24 12:29:13.923185
3.6	0.018	250	250	9830	9830	9830	9830	175.096674	174.953811	174.952298	174.947535	20.9180455	1715596186.7281308	-8.38548399	-5272524.0	-5281437.0	-5286106.0	-5284657.0	-0.903652643	-6323850.0	-6316689.0	-6316068.0	-6312788.0	20	1.0	0.15	13-05-24 12:29:53.168762
4.2	0.021	250	250	11468	11468	11468	11468	162.593716	162.459295	162.460116	162.455504	21.2758572	1715596225.9745903	-7.78616909	-4895665.0	-4903818.0	-4908205.0	-4906883.0	-0.839030807	-5871535.0	-5864792.0	-5864205.0	-5861162.0	20	1.0	0.175	13-05-24 12:30:32.419954
4.799	0.024	250	250	13107	13107	13107	13107	150.081844	149.955475	149.958675	149.954122	21.536023	1715596265.2243445	-7.18728721	-4518989.0	-4526384.0	-4530474.0	-4529365.0	-0.77452151	-5420068.0	-5413738.0	-5413205.0	-5410414.0	20	1.0	0.2	13-05-24 12:31:11.669987
5.4	0.027	250	250	14745	14745	14745	14745	137.57912	137.461181	137.464944	137.460097	21.3430308	1715596304.4677258	-6.58767553	-4141894.0	-4148521.0	-4152324.0	-4151379.0	-0.70989851	-4967784.0	-4961860.0	-4961391.0	-4958744.0	20	1.0	0.225	13-05-24 12:31:50.910560
5.999	0.03	250	250	16383	16383	16383	16383	125.07301	124.964193	124.968712	124.964466	20.9190996	1715596343.7082372	-5.98885104	-3765285.0	-3771185.0	-3774656.0	-3773908.0	-0.645357027	-4516066.0	-4510530.0	-4510168.0	-4507697.0	20	1.0	0.25	13-05-24 12:32:30.153765
6.6	0.033	250	250	18022	18022	18022	18022	112.563354	112.464395	112.470542	112.466498	20.7584005	1715596382.9506998	-5.38920418	-3388144.0	-3393294.0	-3396447.0	-3395896.0	-0.580703235	-4063462.0	-4058411.0	-4058131.0	-4055826.0	20	1.0	0.275	13-05-24 12:33:09.395215
7.199	0.036	250	250	19660	19660	19660	19660	100.059657	99.969974	99.978218	99.9742853	20.3185622	1715596422.1967905	-4.79046899	-3011594.0	-3016012.0	-3018806.0	-3018447.0	-0.516150553	-3611647.0	-3607027.0	-3606782.0	-3604668.0	20	1.0	0.3	13-05-24 12:33:48.642116
7.8	0.039	250	250	21298	21298	21298	21298	87.5559259	87.4750687	87.4867615	87.4824497	19.9300154	1715596461.429064	-4.19042064	-2634192.0	-2637861.0	-2640343.0	-2640166.0	-0.451490576	-3159081.0	-3154887.0	-3154749.0	-3152851.0	20	1.0	0.325	13-05-24 12:34:27.873371
8.399	0.042	250	250	22937	22937	22937	22937	75.044418	74.9732929	74.9880957	74.9832099	19.6309116	1715596500.6711717	-3.59178121	-2257685.0	-2260593.0	-2262771.0	-2262777.0	-0.386985451	-2707578.0	-2703789.0	-2703706.0	-2701997.0	20	1.0	0.35	13-05-24 12:35:07.115495
8.999	0.045	250	250	24575	24575	24575	24575	62.5376661	62.4764305	62.4938732	62.4900203	19.8860717	1715596539.9120104	-2.99308176	-1881170.0	-1883325.0	-1885192.0	-1885377.0	-0.322484159	-2256031.0	-2252697.0	-2252705.0	-2251159.0	20	1.0	0.375	13-05-24 12:35:46.354142
9.599	0.048	250	250	26214	26214	26214	26214	50.02876	49.9763767	49.9963491	49.9936294	20.2360566	1715596579.152169	-2.39399651	-1504356.0	-1505787.0	-1507314.0	-1507692.0	-0.257909246	-1804020.0	-1801128.0	-1801226.0	-1799890.0	20	1.0	0.4	13-05-24 12:36:25.595193
10.199	0.051	250	250	27852	27852	27852	27852	37.5257896	37.4819021	37.5056437	37.5018851	20.6000012	1715596618.380702	-1.79436966	-1127247.0	-1127925.0	-1129135.0	-1129708.0	-0.193294588	-1351728.0	-1349270.0	-1349442.0	-1348306.0	20	1.0	0.425	13-05-24 12:37:04.825072
10.799	0.054	250	250	29490	29490	29490	29490	25.0237998	24.987957	25.0156186	25.0119895	20.9178538	1715596657.6108632	-1.19444887	-749941.4	-749871.5	-750767.9	-751523.8	-0.128659656	-899242.5	-897233.1	-897491.0	-896522.2	20	1.0	0.45	13-05-24 12:37:44.055259
11.399	0.058	250	250	31129	31129	31129	31129	12.5135782	12.4876361	12.5162221	12.5135867	21.2678079	1715596696.8605566	-0.595460225	-373235.4	-372417.4	-372990.9	-373938.9	-0.0641316412	-447582.5	-445994.7	-446361.0	-445559.4	20	1.0	0.475	13-05-24 12:38:23.304731
11.999	0.061	250	250	32767	32767	32767	32767	0.00860794083	-0.00760645039	0.0234031021	0.0206315205	21.5632374	1715596736.0898192	0.00390951888	3695.104	5252.964	5002.128	3881.024	0.000425806167	4284.88	5451.756	4998.192	5627.016	20	1.0	0.5	13-05-24 12:39:02.530209
12.599	0.064	250	250	34405	34405	34405	34405	-12.4924878	-12.4990543	-12.4657902	-12.4684292	21.4348315	1715596775.3280952	0.602905519	380404.2	382702.7	382766.9	381474.3	0.0649455965	455878.8	456588.7	456075.3	456522.9	20	1.0	0.525	13-05-24 12:39:41.771647
13.199	0.067	250	250	36044	36044	36044	36044	-25.0032104	-25.0003443	-24.9641765	-24.96713	20.9770739	1715596814.5679002	1.20240384	757449.9	760488.1	760884.7	759401.5	0.129507697	907730.5	908050.2	907473.5	907708.0	20	1.0	0.55	13-05-24 12:40:21.012135
13.798	0.07	250	250	37682	37682	37682	37682	-37.5063116	-37.493433	-37.454837	-37.4571862	20.7117335	1715596853.8073626	1.80095862	1133909.0	1137686.0	1138399.0	1136737.0	0.193980944	1359047.0	1358929.0	1358257.0	1358330.0	20	1.0	0.575	13-05-24 12:41:00.248587
14.399	0.073	250	250	39321	39321	39321	39321	-50.017623	-49.9951005	-49.9552519	-49.956814	20.4202329	1715596893.048379	2.40023796	1510822.0	1515347.0	1516376.0	1514521.0	0.258523338	1810802.0	1810271.0	1809556.0	1809406.0	20	1.0	0.6	13-05-24 12:41:39.483852
14.998	0.076	250	250	40959	40959	40959	40959	-62.5222409	-62.4917594	-62.4495002	-62.4497528	19.907948	1715596932.2710083	2.999059	1887452.0	1892713.0	1894061.0	1892031.0	0.323020182	2262270.0	2261298.0	2260517.0	2260187.0	20	1.0	0.625	13-05-24 12:42:18.716032
15.599	0.079	250	250	42597	42597	42597	42597	-75.0234528	-74.9840693	-74.9393159	-74.9382715	19.4464435	1715596971.5018167	3.59910371	2264859.0	2270870.0	2272518.0	2270312.0	0.38760673	2714377.0	2712983.0	2712103.0	2711591.0	20	1.0	0.65	13-05-24 12:42:57.946608
16.199	0.082	250	250	44236	44236	44236	44236	-87.5350637	-87.4867498	-87.43929	-87.4372553	19.6976869	1715597010.7464511	4.19841978	2641797.0	2648552.0	2650507.0	2648126.0	0.45216024	3166229.0	3164387.0	3163474.0	3162758.0	20	1.0	0.675	13-05-24 12:43:37.188137
16.798	0.086	250	250	45874	45874	45874	45874	-100.03762	-99.980778	-99.9307469	-99.9286922	20.1445434	1715597049.986483	4.7972294	3018427.0	3025933.0	3028186.0	3025651.0	0.516582434	3617244.0	3614985.0	3613922.0	3613027.0	20	1.0	0.7	13-05-24 12:44:16.430457
17.399	0.089	250	250	47512	47512	47512	47512	-112.541341	-112.475557	-112.424472	-112.421962	20.6074756	1715597089.2262416	5.39657183	3395406.0	3403642.0	3406222.0	3403490.0	0.581104299	4068912.0	4066193.0	4065042.0	4063980.0	20	1.0	0.725	13-05-24 12:44:55.669888
17.999	0.092	250	250	49151	49151	49151	49151	-125.054933	-124.979987	-124.92736	-124.924906	20.9015635	1715597128.4642963	5.99581705	3772318.0	3781304.0	3784201.0	3781265.0	0.645594565	4520379.0	4517236.0	4515994.0	4514751.0	20	1.0	0.75	13-05-24 12:45:34.910991
