# 
Scope_Frequency	base_freq	A2	f2	scope_rms	scope_dBm	scope_pkpk	scope_thd	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	Delay	a	
100.0	100.0	0.1	100.0	0.001395292929439344	-44.09639217383383	0.003946484368592813	0.010235965514971586	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.146765491287116	12.80378210089837	0.5	100.0	03-06-24 10:08:46.598538
114.81536214968828	114.81536214968828	0.1	114.81536214968828	0.0015804737872105164	-43.01395409760503	0.004470254929696563	0.01564292805788248	-58.599999999999994	1.3803842646028865e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	22.056933289945512	12.672043774961843	0.5	114.81536214968828	03-06-24 10:08:59.975812
131.8256738556407	131.8256738556407	0.1	131.8256738556407	0.001803347207986545	-41.86811300757605	0.005100636158404453	0.013903529008417521	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	21.980799888064865	12.56145637469383	0.5	131.8256738556407	03-06-24 10:09:13.728973
151.35612484362082	151.35612484362082	0.1	151.35612484362082	0.0020918563841677597	-40.57906274638144	0.005916663338053579	0.024999898238328034	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.308145488553045	13.043894406471091	0.5	151.35612484362082	03-06-24 10:09:26.862627
173.78008287493756	173.78008287493756	0.1	173.78008287493756	0.0024491421138873874	-39.209420318927165	0.0069272199872773095	0.01666412916558864	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.29714833560407	13.027390059967674	0.5	173.78008287493756	03-06-24 10:09:38.958202
199.526231496888	199.526231496888	0.1	199.526231496888	0.0026773365077119612	-38.435640843320925	0.007572651200485749	0.006686100217072839	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.13247420666649	12.782732784166477	0.5	199.526231496888	03-06-24 10:09:51.331635
229.08676527677733	229.08676527677733	0.1	229.08676527677733	0.003159083173767408	-36.998478836224585	0.008935236538013019	0.017169890689635897	-58.599999999999994	1.3803842646028865e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.48793167023509	11.868520479340255	0.5	229.08676527677733	03-06-24 10:10:03.776024
263.0267991895382	263.0267991895382	0.1	263.0267991895382	0.0035620776210660483	-35.95563246494051	0.010075076963874594	0.01338029231425782	-58.599999999999994	1.3803842646028865e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.684766490917617	12.140548955542082	0.5	263.0267991895382	03-06-24 10:10:15.801873
301.9951720402016	301.9951720402016	0.1	301.9951720402016	0.004105510149753726	-34.722357440525215	0.011612136268484232	0.008041273403213844	-58.599999999999994	1.3803842646028865e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.687898140131516	12.14492695214811	0.5	301.9951720402016	03-06-24 10:10:28.313031
346.7368504525316	346.7368504525316	0.1	346.7368504525316	0.0047000894194092835	-33.54757763363898	0.013293860402589789	0.012204205922460564	-58.599999999999994	1.3803842646028865e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.65618816799665	12.100669750297854	0.5	346.7368504525316	03-06-24 10:10:40.272252
398.10717055349727	398.10717055349727	0.1	398.10717055349727	0.005349111464062953	-32.42406708817772	0.015129571958246461	0.006499305735340729	-58.19999999999999	1.5135612484362133e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.55671108717586	11.962874711879088	0.5	398.10717055349727	03-06-24 10:10:52.782888
457.0881896148751	457.0881896148751	0.1	457.0881896148751	0.006049088228872998	-31.355901664394366	0.01710940522652728	0.0030731530356749	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.081345481336115	12.707709377990787	0.5	457.0881896148751	03-06-24 10:11:06.750184
524.8074602497726	524.8074602497726	0.1	524.8074602497726	0.006785048898330457	-30.358640405954816	0.01919101634676712	0.024256522745966153	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.170543917333564	12.838881660557112	0.5	524.8074602497726	03-06-24 10:11:19.326282
602.5595860743578	602.5595860743578	0.1	602.5595860743578	0.007672500131078204	-29.290961952891873	0.021701107485360294	0.021871489034563346	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.15686976951026	12.818685382070651	0.5	602.5595860743578	03-06-24 10:11:31.907170
691.8309709189366	691.8309709189366	0.1	691.8309709189366	0.008648133122942624	-28.251252719287635	0.024460614303346898	0.017952304897986774	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.040749190373205	12.648454404024166	0.5	691.8309709189366	03-06-24 10:11:44.072639
794.3282347242814	794.3282347242814	0.1	794.3282347242814	0.00959094162066684	-27.352475093722756	0.027127279431751274	0.012906735815190182	-58.19999999999999	1.5135612484362133e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.655058615055893	12.099096226000126	0.5	794.3282347242814	03-06-24 10:11:56.168145
912.0108393559099	912.0108393559099	0.1	912.0108393559099	0.010637232040730589	-26.453127382349283	0.03008663563622167	0.018053820682682197	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	21.990658236132276	12.575721523854144	0.5	912.0108393559099	03-06-24 10:12:10.688634
1047.1285480508998	1047.1285480508998	0.1	1047.1285480508998	0.011566525170177012	-25.72564189816744	0.03271507353038821	0.02243628211034895	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.168517017942694	12.835885987526542	0.5	1047.1285480508998	03-06-24 10:12:23.196522
1202.2644346174127	1202.2644346174127	0.1	1202.2644346174127	0.012794012446435472	-24.84956466580651	0.03618693183783846	0.01964972298049172	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.12261211169706	12.768227305833411	0.5	1202.2644346174127	03-06-24 10:12:35.293533
1380.384264602885	1380.384264602885	0.1	1380.384264602885	0.013621985688011125	-24.304891650285178	0.038528793812875065	0.01841477771756283	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.02535027693459	12.626050262143696	0.5	1380.384264602885	03-06-24 10:12:47.183767
1584.8931924611136	1584.8931924611136	0.1	1584.8931924611136	0.015091992532074749	-23.414768410792597	0.04268660104418716	0.012840089048907837	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.367591618180636	13.133472858330093	0.5	1584.8931924611136	03-06-24 10:12:59.210320
1819.7008586099835	1819.7008586099835	0.1	1819.7008586099835	0.01596843851614438	-22.924451034275386	0.045165564638904566	0.019466534519114335	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	21.990748915018727	12.575852812464081	0.5	1819.7008586099835	03-06-24 10:13:11.514044
2089.29613085404	2089.29613085404	0.1	2089.29613085404	0.01656077148379289	-22.60808875265612	0.046840935271483024	0.022706242665969087	-58.599999999999994	1.3803842646028865e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.006848762124495	12.599184569692138	0.5	2089.29613085404	03-06-24 10:13:23.610843
2398.832919019491	2398.832919019491	0.1	2398.832919019491	0.017293111735376534	-22.23223709180995	0.04891230630360565	0.015893881354277318	-58.19999999999999	1.5135612484362133e-09	1.0471285480509007e-09	-59.8	0.0002288152691638935	22.08550825088397	12.71380109064334	0.5	2398.832919019491	03-06-24 10:13:35.845748
2754.2287033381663	2754.2287033381663	0.1	2754.2287033381663	0.018113882328981805	-21.829469200134128	0.05123379611375284	0.017876502749292568	-59.0	1.258925411794166e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.55118424325421	11.955265138945293	0.5	2754.2287033381663	03-06-24 10:13:53.679844
3162.277660168379	3162.277660168379	0.1	3162.277660168379	0.018158740507737938	-21.807985593038417	0.05136067420331339	0.01623837264264266	-58.599999999999994	1.3803842646028865e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.739583481719794	12.217410720739785	0.5	3162.277660168379	03-06-24 10:14:05.569897
3630.7805477010143	3630.7805477010143	0.1	3630.7805477010143	0.018363705128120786	-21.71049383246524	0.05194040169521754	0.019060021355659013	-58.599999999999994	1.3803842646028865e-09	1.148153621496884e-09	-59.39999999999999	0.00023959900057146357	21.285881868495487	11.595623171167071	0.5	3630.7805477010143	03-06-24 10:14:19.600957
