# 
A1	f1	A2	f2	base_freq	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	timestamp	Delay	a	
0	0	0.11696070952851463	3000000.0	3000000.0	-32.8	5.248074602497729e-07	5.248074602497729e-07	-32.8	0.005122535799044126	-20.313220960073146	0.009304175721003264	1716202568	0.1	3000000.0	20-05-24 12:56:08.606554
0	0	0.11696070952851463	3435897.435897436	3435897.435897436	-33.19999999999999	4.786300923226396e-07	4.786300923226396e-07	-33.19999999999999	0.004891983709716538	-19.985864662060376	0.010032600843961667	1716202575	0.1	3435897.435897436	20-05-24 12:56:15.587549
0	0	0.11696070952851463	3871794.871794872	3871794.871794872	-33.599999999999994	4.3651583224016657e-07	4.3651583224016657e-07	-33.599999999999994	0.004671808173716931	-19.92525502497942	0.010173596233688253	1716202582	0.1	3871794.871794872	20-05-24 12:56:22.568438
0	0	0.11696070952851463	4307692.307692308	4307692.307692308	-33.599999999999994	4.3651583224016657e-07	4.3651583224016657e-07	-33.599999999999994	0.004671808173716931	-20.011530467009138	0.009973485332188928	1716202589	0.1	4307692.307692308	20-05-24 12:56:29.550121
0	0	0.11696070952851463	4743589.743589744	4743589.743589744	-33.999999999999986	3.9810717055349856e-07	3.9810717055349856e-07	-33.999999999999986	0.004461542169214018	-19.71364430226428	0.010681581777619738	1716202596	0.1	4743589.743589744	20-05-24 12:56:36.531282
0	0	0.11696070952851463	5179487.17948718	5179487.17948718	-34.39999999999999	3.630780547701021e-07	3.630780547701021e-07	-34.39999999999999	0.00426073969382138	-20.09145007051484	0.009791629970366828	1716202603	0.1	5179487.17948718	20-05-24 12:56:43.513740
0	0	0.11696070952851463	5615384.615384616	5615384.615384616	-34.39999999999999	3.630780547701021e-07	3.630780547701021e-07	-34.39999999999999	0.00426073969382138	-20.74694587137586	0.008419870517136458	1716202610	0.1	5615384.615384616	20-05-24 12:56:50.495887
0	0	0.11696070952851463	6051282.051282052	6051282.051282052	-34.8	3.3113112148259143e-07	3.3113112148259143e-07	-34.8	0.004068974818566658	-19.567934376685034	0.011046038747879272	1716202617	0.1	6051282.051282052	20-05-24 12:56:57.475335
0	0	0.11696070952851463	6487179.487179487	6487179.487179487	-34.8	3.3113112148259143e-07	3.3113112148259143e-07	-34.8	0.004068974818566658	-21.69227198590557	0.006772870961745501	1716202624	0.1	6487179.487179487	20-05-24 12:57:04.457608
0	0	0.11696070952851463	6923076.923076924	6923076.923076924	-34.8	3.3113112148259143e-07	3.3113112148259143e-07	-34.8	0.004068974818566658	-22.29132031208589	0.00590021678587739	1716202631	0.1	6923076.923076924	20-05-24 12:57:11.439110
0	0	0.11696070952851463	7358974.358974359	7358974.358974359	-35.19999999999999	3.0199517204020255e-07	3.0199517204020255e-07	-35.19999999999999	0.0038858407844390803	-21.95682856142296	0.0063726071112704214	1716202638	0.1	7358974.358974359	20-05-24 12:57:18.420870
0	0	0.11696070952851463	7794871.794871795	7794871.794871795	-35.19999999999999	3.0199517204020255e-07	3.0199517204020255e-07	-35.19999999999999	0.0038858407844390803	-22.27512370678894	0.005922262173440138	1716202645	0.1	7794871.794871795	20-05-24 12:57:25.402557
0	0	0.11696070952851463	8230769.230769231	8230769.230769231	-35.599999999999994	2.754228703338169e-07	2.754228703338169e-07	-35.599999999999994	0.0037109491395990388	-21.65839608677892	0.006825907383684541	1716202652	0.1	8230769.230769231	20-05-24 12:57:32.384305
0	0	0.11696070952851463	8666666.666666666	8666666.666666666	-35.599999999999994	2.754228703338169e-07	2.754228703338169e-07	-35.599999999999994	0.0037109491395990388	-21.863143844311356	0.006511568529775877	1716202659	0.1	8666666.666666666	20-05-24 12:57:39.364547
0	0	0.11696070952851463	9102564.102564104	9102564.102564104	-35.999999999999986	2.511886431509587e-07	2.511886431509587e-07	-35.999999999999986	0.003543928915419712	-21.37367349211383	0.007288407574416938	1716202666	0.1	9102564.102564104	20-05-24 12:57:46.346651
0	0	0.11696070952851463	9538461.53846154	9538461.53846154	-36.39999999999999	2.2908676527677772e-07	2.2908676527677772e-07	-36.39999999999999	0.003384425839612812	-21.168190340835938	0.007641541321900816	1716202673	0.1	9538461.53846154	20-05-24 12:57:53.328557
0	0	0.11696070952851463	9974358.974358974	9974358.974358974	-36.8	2.0892961308540409e-07	2.0892961308540409e-07	-36.8	0.003232101584769607	-21.018013996167525	0.007910402835004464	1716202680	0.1	9974358.974358974	20-05-24 12:58:00.309782
0	0	0.11696070952851463	10410256.41025641	10410256.41025641	-37.19999999999999	1.9054607179632522e-07	1.9054607179632522e-07	-37.19999999999999	0.003086633050723111	-20.079324291579304	0.00981900702723115	1716202687	0.1	10410256.41025641	20-05-24 12:58:07.290670
0	0	0.11696070952851463	10846153.846153848	10846153.846153848	-37.999999999999986	1.584893192461119e-07	1.584893192461119e-07	-37.999999999999986	0.0028150427993736786	-19.35208741561865	0.011608905032663508	1716202694	0.1	10846153.846153848	20-05-24 12:58:14.272517
0	0	0.11696070952851463	11282051.282051282	11282051.282051282	-38.8	1.3182567385564074e-07	1.3182567385564074e-07	-38.8	0.002567349546279594	-18.331296566158176	0.014684878019299743	1716202701	0.1	11282051.282051282	20-05-24 12:58:21.254530
0	0	0.11696070952851463	11717948.717948718	11717948.717948718	-39.999999999999986	1.000000000000003e-07	1.000000000000003e-07	-39.999999999999986	0.002236067977499793	-17.15762313183186	0.019241445137731187	1716202708	0.1	11717948.717948718	20-05-24 12:58:28.235903
0	0	0.11696070952851463	12153846.153846154	12153846.153846154	-41.19999999999999	7.585775750291852e-08	7.585775750291852e-08	-41.19999999999999	0.0019475337930690512	-15.670111760818957	0.027101218890431548	1716202715	0.1	12153846.153846154	20-05-24 12:58:35.217136
