# 
Scope_Frequency	A2	f2	gain	gain_log	phase	Scope_Amplitude_RMS	Scope_Amplitude_pkpk	THD	Delay	a	
1000.0	1.3679807573413572	1000.0	1.316838791948667e-05	-97.6093477665562	-163.8378326546974	0.2489319926386652	0.7040860001963196	0.011632906182495566	0.5	1000.0	20-05-24 17:08:43.496235
1223.9850755871992	1.3679807573413572	1223.9850755871992	1.5009423190420344e-05	-96.47271994598194	124.38346110748913	0.28266079850530074	0.7994854695948099	0.010802859206467322	0.5	1223.9850755871992	20-05-24 17:08:50.244784
1498.1394652602019	1.3679807573413572	1498.1394652602019	1.0157248728999275e-05	-99.86447824975062	167.1799002763372	0.32026708105330576	0.9058520992144565	0.012141156483823716	0.5	1498.1394652602019	20-05-24 17:08:54.632443
1833.7003466266742	1.3679807573413572	1833.7003466266742	3.7079723360292573e-06	-108.61727029289524	122.44370519186973	0.3513405539838718	0.9937411529113362	0.017925714339589862	0.5	1833.7003466266742	20-05-24 17:08:59.132568
2244.4218573701232	1.3679807573413572	2244.4218573701232	1.8902287927359072e-05	-94.46971251538166	-108.87067843480817	0.3789912266462882	1.0719490654871926	0.02669157179619924	0.5	2244.4218573701232	20-05-24 17:09:03.729287
2747.1388567427325	1.3679807573413572	2747.1388567427325	1.4629016784043012e-05	-96.69569723636435	105.46710532830676	0.3972659694127736	1.1236378436256793	0.01828757172066095	0.5	2747.1388567427325	20-05-24 17:09:13.739752
3362.456961218785	1.3679807573413572	3362.456961218785	2.5026003025094244e-05	-92.03217014547711	167.028194610444	0.41813334634255656	1.1826596985561801	0.01718420842333525	0.5	3362.456961218785	20-05-24 17:09:18.294701
4115.597137836079	1.3679807573413572	4115.597137836079	7.86016282077491e-06	-102.09136915190476	-71.15673583453439	0.4307097806417293	1.2182312264605488	0.01602213167506383	0.5	4115.597137836079	20-05-24 17:09:24.796030
5037.429473840753	1.3679807573413572	5037.429473840753	2.913417569773933e-06	-110.7119453005671	30.671460802346722	0.43649730591281394	1.2346008199224385	0.020581027616351145	0.5	5037.429473840753	20-05-24 17:09:29.439752
6165.738495304161	1.3679807573413572	6165.738495304161	6.921671464925133e-06	-103.195780364219	-93.62639335942556	0.4386847336600215	1.2407877998960628	0.013975111052987087	0.5	6165.738495304161	20-05-24 17:09:33.677546
7546.7718982257675	1.3679807573413572	7546.7718982257675	6.356803121730928e-06	-103.93522478026271	141.6972732516406	0.45005228647769857	1.2729400946275657	0.022585561534967328	0.5	7546.7718982257675	20-05-24 17:09:38.303087
9237.136172289216	1.3679807573413572	9237.136172289216	3.4428936531568598e-06	-109.26152783844472	-34.04027437918862	0.4504818218497256	1.274155004124845	0.01724208842286718	0.5	9237.136172289216	20-05-24 17:09:42.747238
11306.116816048669	1.3679807573413572	11306.116816048669	1.5850466059365839e-06	-115.99915926951127	-6.073093967191178	0.4498643837843122	1.2724086255527787	0.01979686361845143	0.5	11306.116816048669	20-05-24 17:09:47.470846
13838.518245689036	1.3679807573413572	13838.518245689036	2.170447537552797e-05	-93.2690141428469	1.0290052100826048	0.45713611335287635	1.2929761827083246	0.022324675381342116	0.5	13838.518245689036	20-05-24 17:09:51.758876
16938.139800964524	1.3679807573413572	16938.139800964524	1.402334960113547e-05	-97.06296477797164	-4.2314161009427576	0.4561214060184392	1.2901061569599237	0.0197218415307217	0.5	16938.139800964524	20-05-24 17:09:56.617167
20732.030324590116	1.3679807573413572	20732.030324590116	1.7896945488288454e-05	-94.94442169412065	-61.296423398399625	0.4575318164094864	1.2940953999669855	0.02987595713927454	0.5	20732.030324590116	20-05-24 17:10:00.131110
25375.69570391953	1.3679807573413572	25375.69570391953	3.201544567404508e-06	-109.89280896320494	-33.33808894677493	0.449513567646627	1.2714163676731514	0.017189261948367535	0.5	25375.69570391953	20-05-24 17:10:03.597864
31059.472824239718	1.3679807573413572	31059.472824239718	1.5741171884921732e-05	-96.05925877599425	-8.559789447876684	0.4551860550269567	1.2874605848444562	0.020458331096376285	0.5	31059.472824239718	20-05-24 17:10:07.552040
38016.33119247562	1.3679807573413572	38016.33119247562	1.2347928307907917e-05	-98.16811801394198	7.8113148246513955	0.45522247900316976	1.2875636074067685	0.01702913000808665	0.5	38016.33119247562	20-05-24 17:10:11.030182
46531.42200817025	1.3679807573413572	46531.42200817025	6.253901924189689e-06	-104.07697867585982	-64.70255574975688	0.4554565710260353	1.2882257196339282	0.013482865257607321	0.5	46531.42200817025	20-05-24 17:10:14.396114
56953.76608385015	1.3679807573413572	56953.76608385015	8.470134128599864e-06	-101.4421942471059	16.506425068989568	0.4555843575000812	1.2885871543632952	0.01361906806672059	0.5	56953.76608385015	20-05-24 17:10:17.376588
69710.55968511697	1.3679807573413572	69710.55968511697	1.802236160512933e-05	-94.88376601533552	-54.10704131969402	0.4550639916618438	1.287115337511633	0.027926315474398996	0.5	69710.55968511697	20-05-24 17:10:20.478340
85324.68466541386	1.3679807573413572	85324.68466541386	1.0088141338858537e-05	-99.92377683509056	-4.461895374322192	0.45250762046349113	1.2798848278732926	0.01321310104678255	0.5	85324.68466541386	20-05-24 17:10:23.392331
104436.14060965055	1.3679807573413572	104436.14060965055	1.2409077995187741e-05	-98.12520971487265	-159.33473652394352	0.4496387136636286	1.2717703340621926	0.019770385399923762	0.5	104436.14060965055	20-05-24 17:10:26.302655
127828.27745813846	1.3679807573413572	127828.27745813846	1.9932873539695146e-05	-94.0086017706213	64.92125293572336	0.45090311421635626	1.2753465988820716	0.018904883717369557	0.5	127828.27745813846	20-05-24 17:10:29.032662
