# 
Scope_Frequency	base_freq	A2	f2	scope_rms	scope_dBm	scope_pkpk	scope_thd	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	Delay	a	
100.0	100.0	9.0	100.0	0.21488057967943217	-0.34575670506925704	0.6077740601464909	0.006590342235548694	-56.599999999999994	2.1877616239495563e-09	2.1877616239495563e-09	-56.599999999999994	0.00033073869020342606	19.284907721422798	9.209697932504575	0.5	100.0	03-06-24 10:48:21.707668
114.81536214968828	114.81536214968828	9.0	114.81536214968828	0.24641601559160364	0.8436785765703805	0.6969697424711718	0.004461162092192528	-56.19999999999999	2.3988329190194947e-09	2.3988329190194947e-09	-56.19999999999999	0.00034632592445696977	19.156180922613288	9.074214605482812	0.5	114.81536214968828	03-06-24 10:48:36.433288
131.8256738556407	131.8256738556407	9.0	131.8256738556407	0.2827014833567191	2.036861702089748	0.799600543732128	0.02383711702659932	-55.39999999999999	2.8840315031266117e-09	2.8840315031266117e-09	-55.39999999999999	0.0003797388249261992	18.446451234504803	8.36223872702031	0.5	131.8256738556407	03-06-24 10:48:48.942703
151.35612484362082	151.35612484362082	9.0	151.35612484362082	0.3244499257274888	3.2332535381767853	0.9176829705495162	0.01946864191984154	-55.0	3.162277660168379e-09	3.162277660168379e-09	-55.0	0.00039763536438352533	17.992928493860827	7.93681805711384	0.5	151.35612484362082	03-06-24 10:49:01.108057
173.78008287493756	173.78008287493756	9.0	173.78008287493756	0.36818402137384515	4.331598693788671	1.0413816729519145	0.014036815817941492	-54.599999999999994	3.4673685045253237e-09	3.4673685045253237e-09	-54.599999999999994	0.0004163753417606117	18.06358719844048	8.001646479619867	0.5	173.78008287493756	03-06-24 10:49:15.209153
199.526231496888	199.526231496888	9.0	199.526231496888	0.42778231317687926	5.63475644734932	1.209951098076155	0.008941684580947672	-54.19999999999999	3.801893963205621e-09	3.801893963205621e-09	-54.19999999999999	0.00043599850706198647	17.35185982914761	7.372130110374535	0.5	199.526231496888	03-06-24 10:49:27.789412
229.08676527677733	229.08676527677733	9.0	229.08676527677733	0.48920306889127085	6.800083412819453	1.3836752295611496	0.012542669561427845	-53.8	4.168693834703355e-09	3.801893963205621e-09	-54.19999999999999	0.00043599850706198647	17.332311062843225	7.355556794342923	0.5	229.08676527677733	03-06-24 10:49:40.369361
263.0267991895382	263.0267991895382	9.0	263.0267991895382	0.5615747596334691	7.998451554521953	1.588373282720126	0.023461889446325282	-52.599999999999994	5.495408738576249e-09	5.0118723362727255e-09	-53.0	0.0005005932648504534	16.72822495679576	6.861376454047248	0.5	263.0267991895382	03-06-24 10:49:54.745466
301.9951720402016	301.9951720402016	9.0	301.9951720402016	0.6423845844041045	9.166202165297557	1.8169379830473777	0.018045372606398886	-51.8	6.606934480075964e-09	6.025595860743594e-09	-52.19999999999999	0.0005488896000446535	16.234109904562697	6.481947291794333	0.5	301.9951720402016	03-06-24 10:50:07.258215
346.7368504525316	346.7368504525316	9.0	346.7368504525316	0.7349639938415843	10.335621223794561	2.078792095893329	0.013431324473720533	-51.39999999999999	7.244359600749921e-09	5.0118723362727255e-09	-53.0	0.0005005932648504534	17.126799200287415	7.1835639118519925	0.5	346.7368504525316	03-06-24 10:50:19.423749
398.10717055349727	398.10717055349727	9.0	398.10717055349727	0.8309675100071128	11.40198082942258	2.3503310450869193	0.011696751676386095	-49.0	1.2589254117941661e-08	5.0118723362727255e-09	-53.0	0.0005005932648504534	16.94422452217942	7.034143535889349	0.5	398.10717055349727	03-06-24 10:50:31.796493
457.0881896148751	457.0881896148751	9.0	457.0881896148751	0.9486340516355157	12.552274152372476	2.683142283103771	0.0025761235788949958	-51.0	7.943282347242822e-09	7.943282347242822e-09	-51.0	0.0006302095820932439	15.057586419221888	5.6608196785892755	0.5	457.0881896148751	03-06-24 10:50:45.826983
524.8074602497726	524.8074602497726	9.0	524.8074602497726	1.054200380804362	13.46876333178647	2.9817289519848207	0.024687210691798824	-47.0	1.9952623149688786e-08	4.570881896148761e-09	-53.39999999999999	0.0004780628565444486	17.143048503782975	7.197015287441457	0.5	524.8074602497726	03-06-24 10:50:58.201112
602.5595860743578	602.5595860743578	9.0	602.5595860743578	1.202577867385979	14.612564090508272	3.40140385973393	0.024273048847773485	-46.599999999999994	2.1877616239495564e-08	1.8197008586099865e-08	-47.39999999999999	0.0009538608018495117	12.581211020404492	4.25657755851149	0.5	602.5595860743578	03-06-24 10:51:10.090623
691.8309709189366	691.8309709189366	9.0	691.8309709189366	1.3583393061074038	15.670465316705624	3.8419637380030993	0.02297753707732801	-46.599999999999994	2.1877616239495564e-08	6.606934480075964e-09	-51.8	0.0005747579699349964	16.481840005269767	6.669480394789406	0.5	691.8309709189366	03-06-24 10:51:24.398834
794.3282347242814	794.3282347242814	9.0	794.3282347242814	1.5297245708160798	16.702564806420174	4.326714469486925	0.014110484856289013	-46.599999999999994	2.1877616239495564e-08	8.709635899560815e-09	-50.599999999999994	0.0006599104446650627	14.804806242082053	5.498450404387731	0.5	794.3282347242814	03-06-24 10:51:36.633398
912.0108393559099	912.0108393559099	9.0	912.0108393559099	1.6979151450646304	17.608619599992416	4.802429251818163	0.010027982366277423	-46.599999999999994	2.1877616239495564e-08	1.2589254117941661e-08	-49.0	0.0007933868576533664	12.951005898298789	4.441710970963546	0.5	912.0108393559099	03-06-24 10:51:49.420948
