# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.106	0.0	250	250	-7429955.0	-7443683.0	-7450932.0	-7448774.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.873658	9.9e+37	32.7310372	6	23.0	19-03-24 16:53:18.375722
0.601	0.002	250	250	-7154339.0	-7167016.0	-7173495.0	-7170992.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3779063	9.9e+37	32.8334893	6	23.0	19-03-24 16:53:27.480224
1.201	0.005	250	250	-6779051.0	-6790964.0	-6797143.0	-6794817.0	-8126438.0	-8117124.0	-8116238.0	-8112564.0	-10.7808991	-1.16100651	32.7728188	6	23.0	19-03-24 16:53:36.803870
1.8	0.008	250	250	-6403032.0	-6414184.0	-6420018.0	-6417895.0	-7675555.0	-7666717.0	-7665897.0	-7662410.0	-10.1829412	-1.09656943	32.7554385	6	23.0	19-03-24 16:53:45.400466
2.401	0.011	250	250	-6025824.0	-6036206.0	-6041715.0	-6039818.0	-7223243.0	-7214823.0	-7214063.0	-7210770.0	-9.58302832	-1.03194695	32.7362288	6	23.0	19-03-24 16:53:54.313971
3.001	0.014	250	250	-5649151.0	-5658797.0	-5663948.0	-5662256.0	-6772128.0	-6764152.0	-6763467.0	-6760302.0	-8.98422911	-0.967508217	32.8801415	6	23.0	19-03-24 16:54:02.195941
3.601	0.018	250	250	-5272698.0	-5281619.0	-5286441.0	-5284897.0	-6320681.0	-6313151.0	-6312565.0	-6309574.0	-8.38559832	-0.90301467	32.9899116	6	23.0	19-03-24 16:54:10.382268
4.201	0.021	250	250	-4895719.0	-4903881.0	-4908427.0	-4907053.0	-5868824.0	-5861774.0	-5861257.0	-5858427.0	-7.78625228	-0.838462633	33.0484556	6	23.0	19-03-24 16:54:19.100207
4.8	0.024	250	250	-4519203.0	-4526612.0	-4530843.0	-4529641.0	-5417409.0	-5410814.0	-5410351.0	-5407702.0	-7.18755173	-0.773974314	32.9264968	6	23.0	19-03-24 16:54:28.008117
5.401	0.027	250	250	-4142127.0	-4148801.0	-4152691.0	-4151697.0	-4965437.0	-4959292.0	-4958895.0	-4956429.0	-6.58792761	-0.70940556	32.9219231	6	23.0	19-03-24 16:54:36.194435
6.0	0.03	250	250	-3765608.0	-3771520.0	-3775062.0	-3774272.0	-4514214.0	-4508532.0	-4508215.0	-4505911.0	-5.98925156	-0.644961057	33.0987669	6	23.0	19-03-24 16:54:44.592728
6.601	0.033	250	250	-3388508.0	-3393676.0	-3396886.0	-3396293.0	-4062504.0	-4057267.0	-4057001.0	-4054877.0	-5.38968083	-0.58043111	33.3430053	6	23.0	19-03-24 16:54:52.888019
7.2	0.036	250	250	-3011942.0	-3016361.0	-3019261.0	-3018848.0	-3611389.0	-3606601.0	-3606422.0	-3604487.0	-4.79098187	-0.515997231	33.44301	6	23.0	19-03-24 16:55:00.875128
7.801	0.039	250	250	-2634591.0	-2638258.0	-2640809.0	-2640613.0	-3159172.0	-3154833.0	-3154743.0	-3152965.0	-4.19096009	-0.451390691	33.2259172	6	23.0	19-03-24 16:55:08.861823
8.4	0.042	250	250	-2258048.0	-2260978.0	-2263215.0	-2263191.0	-2707904.0	-2704015.0	-2703984.0	-2702384.0	-3.59229055	-0.386920991	33.259763	6	23.0	19-03-24 16:55:16.744110
9.0	0.045	250	250	-1881629.0	-1883810.0	-1885709.0	-1885885.0	-2256748.0	-2253324.0	-2253350.0	-2251943.0	-2.99381619	-0.322482654	33.4911948	6	23.0	19-03-24 16:55:24.629905
9.6	0.048	250	250	-1504776.0	-1506200.0	-1507763.0	-1508136.0	-1805123.0	-1802136.0	-1802237.0	-1801003.0	-2.39461852	-0.257961141	33.5122341	6	23.0	19-03-24 16:55:32.619023
10.2	0.051	250	250	-1127735.0	-1128416.0	-1129656.0	-1130209.0	-1353209.0	-1350678.0	-1350858.0	-1349771.0	-1.7950824	-0.193398369	33.431736	6	23.0	19-03-24 16:55:40.913815
10.801	0.054	250	250	-750474.7	-750398.0	-751311.5	-752066.7	-901022.4	-898936.6	-899179.4	-898282.7	-1.19519261	-0.128800506	33.5149783	6	23.0	19-03-24 16:55:49.515104
11.401	0.058	250	250	-373859.9	-373035.7	-373618.4	-374566.6	-449611.2	-447989.1	-448323.5	-447562.6	-0.596360469	-0.0643103351	33.6247484	6	23.0	19-03-24 16:55:57.707021
12.001	0.061	250	250	2996.516	4573.532	4309.128	3177.868	2083.144	3251.22	2855.788	3438.208	0.00287504751	0.000222377476	33.6747627	6	23.0	19-03-24 16:56:06.004103
12.6	0.064	250	250	379490.6	381803.9	381872.5	380556.7	453351.6	454061.9	453592.6	454005.3	0.601504014	0.0646858777	33.7116497	6	23.0	19-03-24 16:56:14.203448
13.201	0.067	250	250	756360.7	759420.4	759818.6	758316.0	905047.1	905300.6	904763.3	904995.3	1.20071767	0.129220754	33.6521909	6	23.0	19-03-24 16:56:22.690206
13.8	0.07	250	250	1132708.0	1136521.0	1137261.0	1135548.0	1356154.0	1355949.0	1355349.0	1355431.0	1.79912647	0.193659901	33.5951794	6	23.0	19-03-24 16:56:30.987388
14.4	0.073	250	250	1509483.0	1514044.0	1515115.0	1513216.0	1807844.0	1807180.0	1806503.0	1806398.0	2.39821579	0.258176208	33.8049542	6	23.0	19-03-24 16:56:38.872188
14.999	0.076	250	250	1886136.0	1891454.0	1892837.0	1890754.0	2259350.0	2258241.0	2257505.0	2257221.0	2.99709075	0.322688387	33.9570997	6	23.0	19-03-24 16:56:47.271359
15.6	0.079	250	250	2263444.0	2269508.0	2271222.0	2268945.0	2711583.0	2710033.0	2709219.0	2708782.0	3.59701891	0.387285238	33.8406295	6	23.0	19-03-24 16:56:55.758511
16.201	0.082	250	250	2640431.0	2647254.0	2649301.0	2646811.0	3163598.0	3161558.0	3160683.0	3160086.0	4.19637598	0.451843502	33.9872865	6	23.0	19-03-24 16:57:03.960716
16.8	0.085	250	250	3016975.0	3024545.0	3026930.0	3024247.0	3615004.0	3612528.0	3611581.0	3610775.0	4.79500117	0.516313899	34.1940201	6	23.0	19-03-24 16:57:11.842530
17.4	0.088	250	250	3393779.0	3402107.0	3404832.0	3401944.0	4066566.0	4063643.0	4062644.0	4061666.0	5.39424573	0.580847301	34.1476886	6	23.0	19-03-24 16:57:20.138792
18.0	0.091	250	250	3770694.0	3779754.0	3782821.0	3779743.0	4518506.0	4515112.0	4514029.0	4512895.0	5.99349993	0.645393818	34.1793841	6	23.0	19-03-24 16:57:28.310062
18.6	0.095	250	250	4147567.0	4157394.0	4160795.0	4157520.0	4970300.0	4966475.0	4965304.0	4964027.0	6.59261104	0.709917673	34.1708544	6	23.0	19-03-24 16:57:36.728643
19.2	0.098	250	250	4523945.0	4534511.0	4538248.0	4534781.0	5421268.0	5416989.0	5415751.0	5414331.0	7.19112569	0.774354345	34.3385507	6	23.0	19-03-24 16:57:45.535157
19.8	0.101	250	250	4901222.0	4912515.0	4916602.0	4912932.0	5873523.0	5868805.0	5867481.0	5865880.0	7.79092977	0.838961533	34.491314	6	23.0	19-03-24 16:57:54.865573
20.4	0.104	250	250	5278177.0	5290224.0	5294639.0	5290774.0	6325468.0	6320263.0	6318876.0	6317056.0	8.39015106	0.903490158	34.3656962	6	23.0	19-03-24 16:58:04.777650
21.0	0.107	250	250	5654914.0	5667737.0	5672474.0	5668417.0	6777037.0	6771370.0	6769909.0	6767987.0	8.98925547	0.967996592	34.4794222	6	23.0	19-03-24 16:58:15.936233
21.6	0.11	250	250	6031097.0	6044652.0	6049716.0	6045470.0	7228010.0	7221882.0	7220344.0	7218240.0	9.58728109	1.0324046	34.450768	6	23.0	19-03-24 16:58:25.514177
22.2	0.113	250	250	6407095.0	6421449.0	6426854.0	6422398.0	7678458.0	7671895.0	7670314.0	7668057.0	10.1852137	1.09675728	34.4955908	6	23.0	19-03-24 16:58:35.665599
22.8	0.117	250	250	6783397.0	6798497.0	6804238.0	6799558.0	8129435.0	8122390.0	8120764.0	8118278.0	10.7834734	1.16116839	34.578833	6	23.0	19-03-24 16:58:46.410436
23.4	0.12	250	250	6868612.0	7483986.0	6890322.0	7485574.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3804556	9.9e+37	34.6355476	6	23.0	19-03-24 16:58:55.473572
24.0	0.123	250	250	6860510.0	7484152.0	6882383.0	7485717.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9659691	9.9e+37	34.7983731	6	23.0	19-03-24 16:59:06.332841
