# 
voltage	Source_Voltage	Delay	a	
0.6344315385	0.0	1.0	0	17-09-24 16:07:48.812357
185.37539432999998	200.0	1.0	0	17-09-24 16:07:49.845330
378.59120015999997	400.0	1.0	0	17-09-24 16:07:50.878909
572.6336736899999	600.0	1.0	0	17-09-24 16:07:51.913152
766.9004874	800.0	1.0	0	17-09-24 16:07:52.946126
964.5028047000001	1000.0	1.0	0	17-09-24 16:07:53.979153
1157.5761708	1200.0	1.0	0	17-09-24 16:07:55.012641
1349.7989217	1400.0	1.0	0	17-09-24 16:07:56.046098
1540.3281054	1600.0	1.0	0	17-09-24 16:07:57.079923
1732.8430157999999	1800.0	1.0	0	17-09-24 16:07:58.114118
1929.3380007	2000.0	1.0	0	17-09-24 16:07:59.148157
2122.7705792999996	2200.0	1.0	0	17-09-24 16:08:00.182603
2314.9732142999997	2400.0	1.0	0	17-09-24 16:08:01.216043
2508.7036998	2600.0	1.0	0	17-09-24 16:08:02.250075
2700.1984466999997	2800.0	1.0	0	17-09-24 16:08:03.284312
2895.3791928	3000.0	1.0	0	17-09-24 16:08:04.318536
3089.1901419	3200.0	1.0	0	17-09-24 16:08:05.353278
3281.4607878	3400.0	1.0	0	17-09-24 16:08:06.387250
3472.4334792	3600.0	1.0	0	17-09-24 16:08:07.421134
3661.6800347999997	3800.0	1.0	0	17-09-24 16:08:08.455279
3854.0024072999995	4000.0	1.0	0	17-09-24 16:08:09.489821
4048.1601162	4200.0	1.0	0	17-09-24 16:08:10.523926
4237.1250492	4400.0	1.0	0	17-09-24 16:08:11.557973
4425.1349559	4600.0	1.0	0	17-09-24 16:08:12.592241
4615.0319256	4800.0	1.0	0	17-09-24 16:08:13.626779
4807.7566161	5000.0	1.0	0	17-09-24 16:08:14.661437
5002.2476742	5200.0	1.0	0	17-09-24 16:08:15.695655
5191.6532412	5400.0	1.0	0	17-09-24 16:08:16.728973
5380.995586800001	5600.0	1.0	0	17-09-24 16:08:17.762446
5571.6148131	5800.0	1.0	0	17-09-24 16:08:18.796579
5761.5951201	6000.0	1.0	0	17-09-24 16:08:19.830105
5764.5626943	6200.0	1.0	0	17-09-24 16:08:20.863841
5764.0157334	6400.0	1.0	0	17-09-24 16:08:21.896829
5763.4946358	6600.0	1.0	0	17-09-24 16:08:22.929920
5763.107644199999	6800.0	1.0	0	17-09-24 16:08:23.963628
5762.6737155	7000.0	1.0	0	17-09-24 16:08:24.997766
5762.1736917	7200.0	1.0	0	17-09-24 16:08:26.031708
5761.854711	7400.0	1.0	0	17-09-24 16:08:27.065166
5761.4916669	7600.0	1.0	0	17-09-24 16:08:28.098705
5761.2263286	7800.0	1.0	0	17-09-24 16:08:29.132702
5760.9284216999995	8000.0	1.0	0	17-09-24 16:08:30.165962
