# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.101	0.0	250	250	-7435505.0	-7448952.0	-7455956.0	-7454017.0	-7452354.0	-7447073.0	-7446001.0	-7443371.0	-11.8783962	13.8040124	6.0	2.0	14-12-23 15:37:14.512765
0.5	0.002	250	250	-7224308.0	-7236953.0	-7243151.0	-7240959.0	-7245031.0	-7239618.0	-7238361.0	-7235538.0	-11.4867053	13.8499198	6.0	2.0	14-12-23 15:37:21.679999
1.0	0.004	250	250	-6912641.0	-6924688.0	-6930631.0	-6928576.0	-6932509.0	-6927282.0	-6926085.0	-6923354.0	-10.9909304	13.8480584	6.0	2.0	14-12-23 15:37:28.898929
1.499	0.007	250	250	-6599520.0	-6610915.0	-6616645.0	-6614734.0	-6618513.0	-6613493.0	-6612351.0	-6609744.0	-10.4929967	13.8489891	6.0	2.0	14-12-23 15:37:36.074642
2.0	0.01	250	250	-6285075.0	-6295865.0	-6301297.0	-6299527.0	-6303186.0	-6298347.0	-6297281.0	-6294759.0	-9.99308248	13.8461969	6.0	2.0	14-12-23 15:37:43.254928
2.499	0.012	250	250	-5971083.0	-5981254.0	-5986432.0	-5984813.0	-5988330.0	-5983682.0	-5982701.0	-5980301.0	-9.49398491	13.8517812	6.0	2.0	14-12-23 15:37:50.417761
3.0	0.015	250	250	-5656446.0	-5665986.0	-5670961.0	-5669430.0	-5672801.0	-5668322.0	-5667422.0	-5665101.0	-8.99374608	13.8340976	6.0	2.0	14-12-23 15:37:57.590279
3.5	0.017	250	250	-5342575.0	-5351496.0	-5356195.0	-5354810.0	-5358023.0	-5353738.0	-5352907.0	-5350677.0	-8.49479845	13.8247904	6.0	2.0	14-12-23 15:38:04.761855
4.0	0.02	250	250	-5028062.0	-5036370.0	-5040820.0	-5039591.0	-5042644.0	-5038558.0	-5037777.0	-5035613.0	-7.99480364	13.8192061	6.0	2.0	14-12-23 15:38:12.032113
4.5	0.022	250	250	-4713705.0	-4721402.0	-4725582.0	-4724491.0	-4727399.0	-4723487.0	-4722807.0	-4720754.0	-7.49514994	13.8164139	6.0	2.0	14-12-23 15:38:19.202936
5.0	0.025	250	250	-4399157.0	-4406243.0	-4410142.0	-4409193.0	-4411937.0	-4408246.0	-4407630.0	-4405684.0	-6.99507195	13.7732987	6.0	2.0	14-12-23 15:38:26.366842
5.5	0.027	250	250	-4084919.0	-4091386.0	-4095031.0	-4094235.0	-4096867.0	-4093346.0	-4092815.0	-4090943.0	-6.49553577	13.7611994	6.0	2.0	14-12-23 15:38:33.548155
5.999	0.03	250	250	-3770947.0	-3776810.0	-3780166.0	-3779532.0	-3782010.0	-3778666.0	-3778196.0	-3776449.0	-5.99643309	13.7537536	6.0	2.0	14-12-23 15:38:40.747787
6.499	0.032	250	250	-3456543.0	-3461770.0	-3464899.0	-3464389.0	-3466719.0	-3463565.0	-3463158.0	-3461510.0	-5.49662022	13.7574765	6.0	2.0	14-12-23 15:38:47.919160
6.999	0.035	250	250	-3142316.0	-3146929.0	-3149795.0	-3149434.0	-3151607.0	-3148640.0	-3148316.0	-3146782.0	-4.99711918	13.8126911	6.0	2.0	14-12-23 15:38:55.080929
7.5	0.038	250	250	-2827468.0	-2831456.0	-2834074.0	-2833853.0	-2835885.0	-2833102.0	-2832848.0	-2831406.0	-4.49667697	13.7695759	6.0	2.0	14-12-23 15:39:02.256407
7.999	0.04	250	250	-2513501.0	-2516864.0	-2519221.0	-2519147.0	-2521036.0	-2518442.0	-2518251.0	-2516922.0	-3.99755536	13.8285133	6.0	2.0	14-12-23 15:39:09.471865
8.499	0.043	250	250	-2198961.0	-2201727.0	-2203795.0	-2203889.0	-2205620.0	-2203213.0	-2203107.0	-2201861.0	-3.49758333	13.8098989	6.0	2.0	14-12-23 15:39:16.640460
8.999	0.045	250	250	-1885080.0	-1887239.0	-1889044.0	-1889287.0	-1890861.0	-1888635.0	-1888607.0	-1887460.0	-2.99856888	13.8471277	6.0	2.0	14-12-23 15:39:23.813030
9.499	0.048	250	250	-1570444.0	-1571982.0	-1573529.0	-1573910.0	-1575349.0	-1573315.0	-1573360.0	-1572310.0	-2.49849226	13.7919131	6.0	2.0	14-12-23 15:39:30.977922
9.999	0.05	250	250	-1255867.0	-1256788.0	-1258079.0	-1258599.0	-1259882.0	-1258036.0	-1258154.0	-1257196.0	-1.99841662	13.8852871	6.0	2.0	14-12-23 15:39:38.144351
10.499	0.053	250	250	-941591.2	-941891.7	-942924.6	-943590.1	-944722.5	-943069.4	-943261.1	-942403.3	-1.49880872	13.8843564	6.0	2.0	14-12-23 15:39:45.306915
10.999	0.056	250	250	-627139.7	-626826.9	-627605.9	-628419.4	-629400.4	-627935.2	-628202.4	-627439.1	-0.998960099	13.8741185	6.0	2.0	14-12-23 15:39:52.465962
11.499	0.058	250	250	-313186.2	-312254.8	-312772.0	-313732.1	-314566.4	-313286.9	-313627.3	-312954.3	-0.499835816	13.9243773	6.0	2.0	14-12-23 15:39:59.643009
11.999	0.061	250	250	1313.228	2860.62	2599.212	1503.332	811.256	1910.444	1480.756	2062.072	0.000148188131	13.9057629	6.0	2.0	14-12-23 15:40:06.820219
12.498	0.063	250	250	315077.0	317236.2	317227.7	315996.7	315448.7	316360.6	315865.4	316343.9	0.498917345	13.9383381	6.0	2.0	14-12-23 15:40:13.979354
12.999	0.066	250	250	629787.9	632558.2	632810.8	631439.8	631047.7	631767.9	631192.3	631570.0	0.999248067	13.942061	6.0	2.0	14-12-23 15:40:21.153157
13.498	0.068	250	250	943598.7	946982.6	947492.3	945982.7	945737.7	946262.5	945619.3	945898.8	1.49808908	13.9578832	6.0	2.0	14-12-23 15:40:28.324078
13.999	0.071	250	250	1258339.0	1262330.0	1263106.0	1261453.0	1261354.0	1261687.0	1260976.0	1261158.0	1.99839785	13.9231444	6.0	2.0	14-12-23 15:40:35.501156
14.499	0.074	250	250	1572565.0	1577172.0	1578195.0	1576406.0	1576461.0	1576607.0	1575820.0	1575916.0	2.49792288	13.9727747	6.0	2.0	14-12-23 15:40:42.671100
14.998	0.076	250	250	1886516.0	1891754.0	1893047.0	1891108.0	1891298.0	1891264.0	1890398.0	1890391.0	2.99693844	13.9625368	6.0	2.0	14-12-23 15:40:50.048658
