# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.024	0.0	250	250	0	0	0	0	205.434833	210.353714	205.235396	205.299956	42.5303423	1717039065.1878953	-11.9600103	-7437834.0	-7451071.0	-7458126.0	-7454927.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	2701.026730267303	0.0	30-05-24 05:17:51.865300
0.6	0.002	250	250	1638	1638	1638	1638	204.944998	209.954112	204.83937	204.934451	42.5767087	1717039104.788188	-11.3810472	-7156310.0	-7169147.0	-7176093.0	-7172890.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	2701.026730267303	0.025	30-05-24 05:18:31.467713
1.2	0.005	250	250	3276	3276	3276	3276	204.762646	209.772408	204.652378	204.771809	42.545862	1717039144.3959122	-10.7821651	-6779692.0	-6791755.0	-6798312.0	-6795380.0	-1.16088076	-8125000.0	-8115216.0	-8114545.0	-8111034.0	20	2701.026730267303	0.05	30-05-24 05:19:11.086288
1.8	0.008	250	250	4915	4915	4915	4915	204.671055	209.695651	204.585469	204.693416	42.5021947	1717039184.0100062	-10.1835784	-6403260.0	-6414576.0	-6420773.0	-6418094.0	-1.09661606	-7675157.0	-7665893.0	-7665267.0	-7661919.0	20	2701.026730267303	0.075	30-05-24 05:19:50.698256
2.4	0.012	250	250	6553	6553	6553	6553	200.11348	199.938477	199.928254	199.930739	42.5405603	1717039223.620621	-9.58346808	-6025871.0	-6036411.0	-6042267.0	-6039793.0	-1.03215145	-7223895.0	-7215124.0	-7214560.0	-7211384.0	20	2701.026730267303	0.1	30-05-24 05:20:30.309478
3.0	0.015	250	250	8191	8191	8191	8191	187.607398	187.442752	187.434715	187.436871	42.5985906	1717039263.2402956	-8.98436953	-5649102.0	-5658890.0	-5664414.0	-5662138.0	-0.96767921	-6772585.0	-6764316.0	-6763806.0	-6760782.0	20	2701.026730267303	0.125	30-05-24 05:21:09.930615
3.6	0.018	250	250	9830	9830	9830	9830	175.097001	174.943135	174.937392	174.939367	42.5181	1717039302.854554	-8.38563045	-5272525.0	-5281591.0	-5286727.0	-5284683.0	-0.903250038	-6321576.0	-6313763.0	-6313334.0	-6310478.0	20	2701.026730267303	0.15	30-05-24 05:21:49.532869
4.2	0.021	250	250	11468	11468	11468	11468	162.594506	162.449378	162.446232	162.447682	42.5992654	1717039342.449689	-7.7862172	-4895590.0	-4903852.0	-4908639.0	-4906841.0	-0.838787942	-5870332.0	-5863016.0	-5862606.0	-5859900.0	20	2701.026730267303	0.175	30-05-24 05:22:29.138202
4.799	0.024	250	250	13107	13107	13107	13107	150.08218	149.946608	149.945044	149.94669	42.6211472	1717039382.0655398	-7.18741764	-4519023.0	-4526524.0	-4530986.0	-4529400.0	-0.774346086	-5419228.0	-5412365.0	-5412039.0	-5409482.0	20	2701.026730267303	0.2	30-05-24 05:23:08.755692
5.4	0.027	250	250	14745	14745	14745	14745	137.578691	137.453052	137.452435	137.453258	42.4423328	1717039421.6833844	-6.58785418	-4141943.0	-4148686.0	-4152813.0	-4151448.0	-0.709756576	-4967137.0	-4960754.0	-4960476.0	-4958118.0	20	2701.026730267303	0.225	30-05-24 05:23:48.374160
5.999	0.03	250	250	16383	16383	16383	16383	125.073232	124.957266	124.956984	124.958039	42.4254635	1717039461.2993839	-5.98902261	-3765344.0	-3771352.0	-3775087.0	-3773982.0	-0.64524487	-4515530.0	-4509609.0	-4509434.0	-4507214.0	20	2701.026730267303	0.25	30-05-24 05:24:27.986779
6.599	0.033	250	250	18022	18022	18022	18022	112.5638	112.458733	112.46013	112.460467	42.5627313	1717039500.917484	-5.38944022	-3388265.0	-3393537.0	-3396931.0	-3396020.0	-0.580660469	-4063399.0	-4057958.0	-4057843.0	-4055810.0	20	2701.026730267303	0.275	30-05-24 05:25:07.606264
7.199	0.036	250	250	19660	19660	19660	19660	100.060095	99.9655528	99.9689492	99.9689371	42.484265	1717039540.5513039	-4.79076816	-3011741.0	-3016233.0	-3019300.0	-3018620.0	-0.516169125	-3612033.0	-3607060.0	-3606959.0	-3605077.0	20	2701.026730267303	0.3	30-05-24 05:25:47.239746
7.8	0.039	250	250	21298	21298	21298	21298	87.5563096	87.4716259	87.4780487	87.4770033	42.5292819	1717039580.1706288	-4.19063887	-2634318.0	-2638061.0	-2640764.0	-2640316.0	-0.451508098	-3159346.0	-3154833.0	-3154814.0	-3153069.0	20	2701.026730267303	0.325	30-05-24 05:26:26.860298
8.399	0.042	250	250	22937	22937	22937	22937	75.0453871	74.9709618	74.9806706	74.9787016	42.4785777	1717039619.7870574	-3.59205696	-2257853.0	-2260847.0	-2263188.0	-2262960.0	-0.387003621	-2707799.0	-2703771.0	-2703822.0	-2702271.0	20	2701.026730267303	0.35	30-05-24 05:27:06.475522
8.999	0.045	250	250	24575	24575	24575	24575	62.5386778	62.4753631	62.4877364	62.4858709	42.4034853	1717039659.3992648	-2.99343837	-1881378.0	-1883611.0	-1885618.0	-1885599.0	-0.322501618	-2256273.0	-2252731.0	-2252861.0	-2251455.0	20	2701.026730267303	0.375	30-05-24 05:27:46.090101
9.599	0.048	250	250	26214	26214	26214	26214	50.0298454	49.9761612	49.9914513	49.9899545	42.5228234	1717039699.0136962	-2.39424164	-1504531.0	-1505992.0	-1507649.0	-1507858.0	-0.257944077	-1804397.0	-1801292.0	-1801456.0	-1800226.0	20	2701.026730267303	0.4	30-05-24 05:28:25.704750
10.199	0.051	250	250	27852	27852	27852	27852	37.5273401	37.4832894	37.5011019	37.4987072	42.545862	1717039738.6273432	-1.79465203	-1127427.0	-1128136.0	-1129439.0	-1129885.0	-0.193346291	-1352179.0	-1349547.0	-1349779.0	-1348722.0	20	2701.026730267303	0.425	30-05-24 05:29:05.315477
10.799	0.055	250	250	29490	29490	29490	29490	25.0248425	24.99044	25.01146	25.0091619	42.5793114	1717039778.2391365	-1.19487405	-750237.8	-750183.0	-751142.2	-751817.7	-0.128729683	-899836.5	-897695.7	-897985.5	-897070.2	20	2701.026730267303	0.45	30-05-24 05:29:44.929295
11.399	0.058	250	250	31129	31129	31129	31129	12.5148118	12.4910852	12.5135917	12.5114171	42.4450319	1717039817.8550076	-0.596002284	-373620.0	-372808.1	-373419.2	-374318.5	-0.0641891918	-448084.0	-446418.6	-446771.0	-446004.0	20	2701.026730267303	0.475	30-05-24 05:30:24.545037
11.999	0.061	250	250	32767	32767	32767	32767	0.0101341823	-0.00283536674	0.0215149046	0.018828161	42.6299193	1717039857.4694667	0.00332647934	3300.86	4864.536	4607.496	3489.948	0.000369120358	3821.44	5007.744	4585.444	5180.588	20	2701.026730267303	0.5	30-05-24 05:31:04.159459
12.599	0.064	250	250	34405	34405	34405	34405	-12.490849	-12.4930036	-12.4663074	-12.4700685	42.4603589	1717039897.0835881	0.602272547	379988.1	382298.8	382386.7	381057.3	0.0648895988	455502.2	456207.2	455727.0	456160.0	20	2701.026730267303	0.525	30-05-24 05:31:43.778666
13.199	0.067	250	250	36044	36044	36044	36044	-25.0010137	-24.9933068	-24.9642488	-24.96806	42.5135694	1717039936.7006388	1.20176889	757014.7	760085.0	760521.4	758966.0	0.129457567	907454.5	907712.3	907159.6	907433.2	20	2701.026730267303	0.55	30-05-24 05:32:23.389754
13.798	0.07	250	250	37682	37682	37682	37682	-37.5041959	-37.4852608	-37.4535949	-37.4578855	42.5261973	1717039976.3093336	1.80043179	1133514.0	1137335.0	1138118.0	1136338.0	0.193938448	1358854.0	1358635.0	1358020.0	1358137.0	20	2701.026730267303	0.575	30-05-24 05:33:02.998564
14.398	0.073	250	250	39321	39321	39321	39321	-50.0154681	-49.9857872	-49.9528612	-49.956732	42.6029284	1717040015.921807	2.39947478	1510297.0	1514869.0	1515999.0	1513998.0	0.258448899	1810455.0	1809760.0	1809076.0	1809014.0	20	2701.026730267303	0.6	30-05-24 05:33:42.609869
14.998	0.076	250	250	40959	40959	40959	40959	-62.5203051	-62.4811527	-62.4465749	-62.4491717	42.4163059	1717040055.5573146	2.99834739	1886935.0	1892282.0	1893754.0	1891535.0	0.32294873	2261973.0	2260809.0	2260069.0	2259852.0	20	2701.026730267303	0.625	30-05-24 05:34:22.246721
15.599	0.079	250	250	42597	42597	42597	42597	-75.0215234	-74.9724576	-74.935273	-74.9380093	42.5096172	1717040095.1708543	3.59846653	2264379.0	2270467.0	2272299.0	2269844.0	0.387548344	2714227.0	2712581.0	2711787.0	2711414.0	20	2701.026730267303	0.65	30-05-24 05:35:01.849996
16.199	0.082	250	250	44236	44236	44236	44236	-87.5332409	-87.4739237	-87.4348506	-87.4362692	42.4084979	1717040134.7739756	4.19777164	2641293.0	2648143.0	2650318.0	2647653.0	0.45208803	3166000.0	3163894.0	3163033.0	3162494.0	20	2701.026730267303	0.675	30-05-24 05:35:41.461926
16.798	0.086	250	250	45874	45874	45874	45874	-100.036024	-99.9670902	-99.9250115	-99.9275313	42.5167505	1717040174.3872287	4.79648374	3017855.0	3025485.0	3027992.0	3025101.0	0.516568185	3617370.0	3614844.0	3613909.0	3613207.0	20	2701.026730267303	0.7	30-05-24 05:36:21.076271
