# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.088	0.0	250	250	-7444294.0	-7457637.0	-7464494.0	-7462065.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8889806	9.9e+37	30.7610816	1712690404.9068274	6	55.0	09-04-24 21:20:04.906889
0.6	0.002	250	250	-7152845.0	-7165588.0	-7172192.0	-7169621.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3763179	9.9e+37	30.7140898	1712690412.9376068	6	55.0	09-04-24 21:20:12.937671
1.201	0.005	250	250	-6777766.0	-6789758.0	-6796012.0	-6793641.0	-8123864.0	-8114498.0	-8113677.0	-8110075.0	-10.7795322	-1.16070988	30.7548353	1712690420.7849808	6	55.0	09-04-24 21:20:20.785035
1.8	0.008	250	250	-6401784.0	-6413037.0	-6418950.0	-6416759.0	-7673509.0	-7664617.0	-7663854.0	-7660435.0	-10.1816391	-1.09634611	30.7085161	1712690428.5867784	6	55.0	09-04-24 21:20:28.586830
2.401	0.012	250	250	-6024699.0	-6035157.0	-6040720.0	-6038779.0	-7220863.0	-7212419.0	-7211723.0	-7208433.0	-9.5819576	-1.03171371	30.6320222	1712690436.3751657	6	55.0	09-04-24 21:20:36.375206
3.001	0.015	250	250	-5648056.0	-5657799.0	-5663023.0	-5661244.0	-6769808.0	-6761868.0	-6761222.0	-6758120.0	-8.9830852	-0.967244808	30.5579308	1712690444.446466	6	55.0	09-04-24 21:20:44.446520
3.6	0.018	250	250	-5271637.0	-5280602.0	-5285490.0	-5283925.0	-6318647.0	-6311097.0	-6310539.0	-6307642.0	-8.38445995	-0.902791972	30.5280444	1712690452.2445061	6	55.0	09-04-24 21:20:52.244563
4.201	0.021	250	250	-4894808.0	-4902975.0	-4907574.0	-4906176.0	-5867245.0	-5860133.0	-5859638.0	-5856907.0	-7.78524857	-0.838278263	30.5221824	1712690460.3121352	6	55.0	09-04-24 21:21:00.312190
4.8	0.024	250	250	-4518288.0	-4525725.0	-4529976.0	-4528767.0	-5415384.0	-5408766.0	-5408326.0	-5405734.0	-7.18653531	-0.773750962	30.4104206	1712690468.1092796	6	55.0	09-04-24 21:21:08.109336
5.4	0.027	250	250	-4141298.0	-4147965.0	-4151882.0	-4150878.0	-4963625.0	-4957471.0	-4957078.0	-4954685.0	-6.58702284	-0.709215818	30.4607759	1712690475.909031	6	55.0	09-04-24 21:21:15.909087
