# 
A1	f1	A2	f2	Delay	a	
0	10000000.0	1.0	100000.0	0.2	2.6633165829145726	10-04-24 17:30:54.390814
0	10000000.0	1.0	1164285.7142857143	0.2	2.6633165829145726	10-04-24 17:30:54.620642
0	10000000.0	1.0	2228571.4285714286	0.2	2.6633165829145726	10-04-24 17:30:54.846752
0	10000000.0	1.0	3292857.1428571427	0.2	2.6633165829145726	10-04-24 17:30:55.069796
0	10000000.0	1.0	4357142.857142857	0.2	2.6633165829145726	10-04-24 17:30:55.292948
0	10000000.0	1.0	5421428.571428572	0.2	2.6633165829145726	10-04-24 17:30:55.515294
0	10000000.0	1.0	6485714.285714285	0.2	2.6633165829145726	10-04-24 17:30:55.738753
0	10000000.0	1.0	7550000.0	0.2	2.6633165829145726	10-04-24 17:30:55.961150
0	10000000.0	1.0	8614285.714285715	0.2	2.6633165829145726	10-04-24 17:30:56.190808
0	10000000.0	1.0	9678571.42857143	0.2	2.6633165829145726	10-04-24 17:30:56.421392
0	10000000.0	1.0	10742857.142857144	0.2	2.6633165829145726	10-04-24 17:30:56.649565
0	10000000.0	1.0	11807142.857142856	0.2	2.6633165829145726	10-04-24 17:30:56.880110
0	10000000.0	1.0	12871428.57142857	0.2	2.6633165829145726	10-04-24 17:30:57.110744
0	10000000.0	1.0	13935714.285714285	0.2	2.6633165829145726	10-04-24 17:30:57.340736
0	10000000.0	1.0	15000000.0	0.2	2.6633165829145726	10-04-24 17:30:57.568459
