# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.083	0.0	250	250	0	0	0	0	215.368436	220.205157	215.216688	215.27167	19.574549	1718125254.9502294	-11.9572084	-7455273.0	-7468317.0	-7474736.0	-7472324.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	6.0	2401.0237602376023	0.0	11-06-24 19:01:01.626517
0.6	0.002	250	250	1638	1638	1638	1638	215.025771	219.903824	214.896722	214.979943	19.8402174	1718125280.547007	-11.3813187	-7157045.0	-7169601.0	-7175945.0	-7173515.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	6.0	2401.0237602376023	0.025	11-06-24 19:01:27.224374
1.2	0.005	250	250	3276	3276	3276	3276	214.86952	219.771666	214.743583	214.856692	20.1514428	1718125306.1448185	-10.7826609	-6780488.0	-6792331.0	-6798299.0	-6796083.0	-1.16057804	-8122261.0	-8113456.0	-8112434.0	-8108544.0	6.0	2401.0237602376023	0.05	11-06-24 19:01:52.834255
1.8	0.008	250	250	4915	4915	4915	4915	212.613159	212.443483	212.433888	212.428512	20.3199996	1718125331.7820225	-10.1842051	-6404109.0	-6415224.0	-6420835.0	-6418813.0	-1.09625731	-7672033.0	-7663709.0	-7662747.0	-7659038.0	6.0	2401.0237602376023	0.075	11-06-24 19:02:18.469525
2.401	0.011	250	250	6553	6553	6553	6553	200.109775	199.948367	199.940443	199.935667	20.5727868	1718125357.3912923	-9.58410347	-6026649.0	-6037023.0	-6042344.0	-6040479.0	-1.03174581	-7220559.0	-7212597.0	-7211694.0	-7208196.0	6.0	2401.0237602376023	0.1	11-06-24 19:02:44.081548
3.001	0.015	250	250	8191	8191	8191	8191	187.603492	187.451085	187.446219	187.441529	20.7536092	1718125383.003193	-8.98502677	-5649882.0	-5659522.0	-5664549.0	-5662867.0	-0.967325726	-6769662.0	-6762165.0	-6761320.0	-6758018.0	6.0	2401.0237602376023	0.125	11-06-24 19:03:09.682891
3.6	0.018	250	250	9830	9830	9830	9830	175.093967	174.95079	174.948676	174.943936	20.863425	1718125408.5994408	-8.38630951	-5273325.0	-5282239.0	-5286948.0	-5285448.0	-0.902911746	-6318742.0	-6311647.0	-6310933.0	-6307805.0	6.0	2401.0237602376023	0.15	11-06-24 19:03:35.288881
4.2	0.021	250	250	11468	11468	11468	11468	162.591143	162.456522	162.456727	162.452534	21.1046174	1718125434.2100816	-7.78688985	-4896305.0	-4904457.0	-4908862.0	-4907540.0	-0.838452739	-5867593.0	-5860911.0	-5860289.0	-5857307.0	6.0	2401.0237602376023	0.175	11-06-24 19:04:00.898655
4.8	0.024	250	250	13107	13107	13107	13107	150.079537	149.953092	149.955406	149.951345	21.2848648	1718125459.8729784	-7.18810189	-4519691.0	-4527074.0	-4531204.0	-4530055.0	-0.773962737	-5416201.0	-5409958.0	-5409415.0	-5406602.0	6.0	2401.0237602376023	0.2	11-06-24 19:04:26.560587
5.4	0.027	250	250	14745	14745	14745	14745	137.576751	137.458818	137.461892	137.458026	21.4481512	1718125485.4930654	-6.58844271	-4142562.0	-4149164.0	-4152985.0	-4152025.0	-0.709445675	-4964586.0	-4958758.0	-4958327.0	-4955690.0	6.0	2401.0237602376023	0.225	11-06-24 19:04:52.181553
