# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.142	0.0	250	250	-7423569.0	-7437286.0	-7444183.0	-7442542.0	-7445044.0	-7439944.0	-7439219.0	-7436766.0	-11.8682903	13.8716285	6.0	5.0	14-12-23 16:23:48.806174
0.5	0.002	250	250	-7223656.0	-7236302.0	-7242555.0	-7240327.0	-7244481.0	-7239042.0	-7237876.0	-7234998.0	-11.485947	13.8604599	6.0	5.0	14-12-23 16:23:55.975835
1.0	0.004	250	250	-6912355.0	-6924412.0	-6930410.0	-6928317.0	-6932320.0	-6927082.0	-6925992.0	-6923182.0	-10.990598	13.8613906	6.0	5.0	14-12-23 16:24:03.150554
1.499	0.007	250	250	-6599321.0	-6610740.0	-6616468.0	-6614542.0	-6618356.0	-6613332.0	-6612246.0	-6609550.0	-10.4927885	13.7950074	6.0	5.0	14-12-23 16:24:10.325539
2.0	0.01	250	250	-6284987.0	-6295824.0	-6301277.0	-6299473.0	-6303142.0	-6298292.0	-6297297.0	-6294704.0	-9.99308565	13.8809357	6.0	5.0	14-12-23 16:24:17.499644
2.499	0.012	250	250	-5971028.0	-5981233.0	-5986421.0	-5984776.0	-5988310.0	-5983668.0	-5982706.0	-5980241.0	-9.49402572	13.943596	6.0	5.0	14-12-23 16:24:24.704747
3.0	0.015	250	250	-5656324.0	-5665927.0	-5670861.0	-5669352.0	-5672727.0	-5668254.0	-5667370.0	-5665001.0	-8.99375243	13.9408038	6.0	5.0	14-12-23 16:24:31.873467
3.499	0.017	250	250	-5342464.0	-5351436.0	-5356101.0	-5354760.0	-5357975.0	-5353706.0	-5352874.0	-5350621.0	-8.49480604	13.8893122	6.0	5.0	14-12-23 16:24:39.151480
4.0	0.02	250	250	-5028010.0	-5036363.0	-5040773.0	-5039566.0	-5042643.0	-5038537.0	-5037774.0	-5035637.0	-7.99486248	13.8660442	6.0	5.0	14-12-23 16:24:46.306104
4.499	0.022	250	250	-4713633.0	-4721357.0	-4725512.0	-4724450.0	-4727365.0	-4723456.0	-4722785.0	-4720739.0	-7.49513744	13.8641827	6.0	5.0	14-12-23 16:24:53.473369
5.0	0.025	250	250	-4399113.0	-4406197.0	-4410112.0	-4409195.0	-4411938.0	-4408228.0	-4407630.0	-4405709.0	-6.9951385	13.8483605	6.0	5.0	14-12-23 16:25:00.737168
5.5	0.027	250	250	-4084768.0	-4091223.0	-4094902.0	-4094120.0	-4096724.0	-4093205.0	-4092646.0	-4090816.0	-6.49538843	13.7642937	6.0	5.0	14-12-23 16:25:07.897056
5.999	0.03	250	250	-3770809.0	-3776677.0	-3780060.0	-3779440.0	-3781882.0	-3778546.0	-3778077.0	-3776330.0	-5.99631652	13.8120625	6.0	5.0	14-12-23 16:25:15.419564
6.499	0.032	250	250	-3456473.0	-3461718.0	-3464857.0	-3464348.0	-3466709.0	-3463540.0	-3463150.0	-3461488.0	-5.49661773	13.7748338	6.0	5.0	14-12-23 16:25:22.622884
6.999	0.035	250	250	-3142331.0	-3146959.0	-3149814.0	-3149472.0	-3151669.0	-3148690.0	-3148368.0	-3146828.0	-4.99726095	13.7413279	6.0	5.0	14-12-23 16:25:29.828877
7.499	0.038	250	250	-2827496.0	-2831500.0	-2834103.0	-2833907.0	-2835949.0	-2833173.0	-2832931.0	-2831474.0	-4.49675084	13.7059606	6.0	5.0	14-12-23 16:25:36.986770
7.999	0.04	250	250	-2513516.0	-2516907.0	-2519253.0	-2519195.0	-2521092.0	-2518499.0	-2518318.0	-2516970.0	-3.99759704	13.671524	6.0	5.0	14-12-23 16:25:44.158764
8.499	0.043	250	250	-2199017.0	-2201794.0	-2203878.0	-2203969.0	-2205712.0	-2203302.0	-2203209.0	-2201947.0	-3.49771544	13.6249881	6.0	5.0	14-12-23 16:25:51.340864
8.999	0.045	250	250	-1885144.0	-1887299.0	-1889127.0	-1889360.0	-1890955.0	-1888730.0	-1888713.0	-1887543.0	-2.99873789	13.6221959	6.0	5.0	14-12-23 16:25:58.492866
9.499	0.048	250	250	-1570449.0	-1571988.0	-1573549.0	-1573924.0	-1575373.0	-1573335.0	-1573379.0	-1572321.0	-2.49852484	13.6389488	6.0	5.0	14-12-23 16:26:05.662268
9.999	0.05	250	250	-1255962.0	-1256879.0	-1258172.0	-1258697.0	-1259998.0	-1258148.0	-1258270.0	-1257304.0	-1.99852592	13.7481451	6.0	5.0	14-12-23 16:26:12.833482
10.499	0.053	250	250	-941598.4	-941904.0	-942940.6	-943611.2	-944756.5	-943097.1	-943291.8	-942425.7	-1.49879897	13.7348129	6.0	5.0	14-12-23 16:26:20.007400
10.999	0.056	250	250	-627204.0	-626894.1	-627660.6	-628482.2	-629479.8	-627996.0	-628272.3	-627500.5	-0.999090839	13.8654156	6.0	5.0	14-12-23 16:26:27.181723
11.499	0.058	250	250	-313122.6	-312191.1	-312712.3	-313669.0	-314520.0	-313227.8	-313583.8	-312901.1	-0.499820456	13.8893122	6.0	5.0	14-12-23 16:26:34.443280
11.999	0.061	250	250	1259.876	2809.18	2541.88	1439.012	739.736	1841.56	1411.36	2004.948	1.35094708e-05	13.9777304	6.0	5.0	14-12-23 16:26:41.632705
12.499	0.063	250	250	315110.2	317257.7	317259.4	316021.7	315474.5	316379.2	315879.3	316370.3	0.498964753	14.0391578	6.0	5.0	14-12-23 16:26:48.797120
12.999	0.066	250	250	629720.8	632484.7	632743.1	631368.8	630963.2	631689.2	631111.1	631498.9	0.999130903	14.0540493	6.0	5.0	14-12-23 16:26:56.072241
13.498	0.068	250	250	943582.4	946970.2	947485.6	945969.6	945720.7	946252.6	945604.2	945882.0	1.49809549	13.9935526	6.0	5.0	14-12-23 16:27:03.244935
13.999	0.071	250	250	1258310.0	1262310.0	1263082.0	1261428.0	1261321.0	1261667.0	1260949.0	1261131.0	1.99836884	13.9677947	6.0	5.0	14-12-23 16:27:10.407493
14.499	0.074	250	250	1572553.0	1577164.0	1578199.0	1576400.0	1576435.0	1576595.0	1575811.0	1575885.0	2.49792494	13.8998522	6.0	5.0	14-12-23 16:27:17.569935
14.998	0.076	250	250	1886483.0	1891705.0	1892999.0	1891069.0	1891260.0	1891233.0	1890370.0	1890352.0	2.99691319	13.7403972	6.0	5.0	14-12-23 16:27:24.744067
15.499	0.079	250	250	2201606.0	2207457.0	2209007.0	2206928.0	2207256.0	2207045.0	2206108.0	2205983.0	3.49784692	13.6696626	6.0	5.0	14-12-23 16:27:31.917315
