# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.018	0.0	250	250	-7463647.0	-7476616.0	-7482967.0	-7480790.0	-7457644.0	-7452002.0	-7450700.0	-7447850.0	-11.9667566	13.8092704	6.0	1.0	14-12-23 16:58:58.280399
0.5	0.002	250	250	-7226814.0	-7239461.0	-7245670.0	-7243457.0	-7247594.0	-7242247.0	-7240936.0	-7238142.0	-11.4903782	13.7627344	6.0	1.0	14-12-23 16:59:05.430997
1.0	0.004	250	250	-6913321.0	-6925362.0	-6931290.0	-6929236.0	-6933220.0	-6927971.0	-6926785.0	-6924079.0	-10.9919319	13.767388	6.0	1.0	14-12-23 16:59:12.647280
1.499	0.007	250	250	-6599796.0	-6611220.0	-6616891.0	-6614985.0	-6618826.0	-6613779.0	-6612613.0	-6610049.0	-10.4935468	13.8046168	6.0	1.0	14-12-23 16:59:19.908860
2.0	0.01	250	250	-6285227.0	-6296030.0	-6301457.0	-6299713.0	-6303384.0	-6298527.0	-6297461.0	-6294959.0	-9.9934889	13.8033839	6.0	1.0	14-12-23 16:59:27.075787
2.499	0.012	250	250	-5971252.0	-5981459.0	-5986587.0	-5984975.0	-5988489.0	-5983862.0	-5982878.0	-5980431.0	-9.49431243	14.0168206	6.0	1.0	14-12-23 16:59:34.249912
3.0	0.015	250	250	-5656536.0	-5666116.0	-5670994.0	-5669526.0	-5672900.0	-5668468.0	-5667530.0	-5665171.0	-8.99403075	14.1980086	6.0	1.0	14-12-23 16:59:41.693013
3.5	0.017	250	250	-5342628.0	-5351587.0	-5356231.0	-5354898.0	-5358147.0	-5353874.0	-5353006.0	-5350783.0	-8.49501742	14.5761825	6.0	1.0	14-12-23 16:59:48.894046
4.0	0.02	250	250	-5028141.0	-5036479.0	-5040905.0	-5039683.0	-5042736.0	-5038665.0	-5037903.0	-5035755.0	-7.99506407	15.0117588	6.0	1.0	14-12-23 16:59:56.103837
4.5	0.022	250	250	-4713750.0	-4721489.0	-4725629.0	-4724569.0	-4727469.0	-4723598.0	-4722900.0	-4720851.0	-7.4953144	15.4014277	6.0	1.0	14-12-23 17:00:03.276805
5.0	0.025	250	250	-4399256.0	-4406386.0	-4410278.0	-4409342.0	-4412092.0	-4408420.0	-4407774.0	-4405824.0	-6.99534342	16.013212	6.0	1.0	14-12-23 17:00:10.581831
5.5	0.028	250	250	-4084964.0	-4091456.0	-4095104.0	-4094316.0	-4096930.0	-4093396.0	-4092872.0	-4091021.0	-6.4957526	16.6479621	6.0	1.0	14-12-23 17:00:17.822203
5.999	0.03	250	250	-3770987.0	-3776865.0	-3780267.0	-3779622.0	-3782099.0	-3778754.0	-3778301.0	-3776535.0	-5.99660658	17.2442506	6.0	1.0	14-12-23 17:00:25.040870
6.499	0.033	250	250	-3456616.0	-3461874.0	-3464999.0	-3464506.0	-3466846.0	-3463678.0	-3463282.0	-3461647.0	-5.49686508	17.9872662	6.0	1.0	14-12-23 17:00:32.304341
6.999	0.035	250	250	-3142450.0	-3147098.0	-3149986.0	-3149619.0	-3151810.0	-3148815.0	-3148503.0	-3146961.0	-4.99744383	18.7383561	6.0	1.0	14-12-23 17:00:39.581952
7.499	0.038	250	250	-2827587.0	-2831617.0	-2834223.0	-2834010.0	-2836045.0	-2833258.0	-2833015.0	-2831571.0	-4.49694771	19.5173676	6.0	1.0	14-12-23 17:00:46.743242
7.999	0.04	250	250	-2513675.0	-2517070.0	-2519446.0	-2519364.0	-2521254.0	-2518640.0	-2518470.0	-2517140.0	-3.99790835	20.2037646	6.0	1.0	14-12-23 17:00:54.118207
8.499	0.043	250	250	-2199365.0	-2202151.0	-2204269.0	-2204337.0	-2206078.0	-2203645.0	-2203559.0	-2202318.0	-3.49825194	21.0951798	6.0	1.0	14-12-23 17:01:01.379068
8.999	0.045	250	250	-1885486.0	-1887650.0	-1889502.0	-1889718.0	-1891317.0	-1889073.0	-1889054.0	-1887901.0	-2.99934458	21.8821633	6.0	1.0	14-12-23 17:01:08.557044
9.499	0.048	250	250	-1570994.0	-1572548.0	-1574137.0	-1574493.0	-1575930.0	-1573861.0	-1573911.0	-1572877.0	-2.49940696	22.7124585	6.0	1.0	14-12-23 17:01:15.736007
9.999	0.051	250	250	-1256488.0	-1257432.0	-1258751.0	-1259256.0	-1260560.0	-1258681.0	-1258807.0	-1257864.0	-1.99940141	23.5461406	6.0	1.0	14-12-23 17:01:22.995085
10.499	0.053	250	250	-942300.6	-942617.5	-943684.0	-944340.3	-945466.8	-943787.3	-944004.6	-943159.3	-1.49991465	24.4440065	6.0	1.0	14-12-23 17:01:30.267760
10.999	0.056	250	250	-627921.3	-627613.5	-628419.4	-629227.7	-630216.7	-628721.9	-629006.9	-628249.9	-1.00017869	25.3093197	6.0	1.0	14-12-23 17:01:37.474165
11.499	0.058	250	250	-313805.4	-312880.4	-313433.1	-314388.4	-315228.6	-313916.4	-314285.1	-313611.2	-0.500844835	26.1995141	6.0	1.0	14-12-23 17:01:44.817758
11.999	0.061	250	250	640.72	2202.812	1901.664	806.784	128.972	1252.412	814.104	1387.592	-0.000901225305	27.1084382	6.0	1.0	14-12-23 17:01:52.196068
12.498	0.063	250	250	314534.4	316689.1	316670.8	315426.1	314933.2	315848.2	315342.5	315828.8	0.498095196	27.8794566	6.0	1.0	14-12-23 17:01:59.373832
12.999	0.066	250	250	629202.6	631982.2	632228.9	630837.0	630482.3	631211.7	630633.1	631002.7	0.998313386	28.7435491	6.0	1.0	14-12-23 17:02:06.638125
13.498	0.068	250	250	943106.8	946507.9	947028.7	945492.6	945308.2	945842.5	945214.0	945491.0	1.49735424	29.6847267	6.0	1.0	14-12-23 17:02:14.018791
13.999	0.071	250	250	1257790.0	1261826.0	1262621.0	1260920.0	1260893.0	1261225.0	1260521.0	1260725.0	1.99758076	30.617346	6.0	1.0	14-12-23 17:02:21.219078
14.499	0.074	250	250	1572015.0	1576660.0	1577706.0	1575857.0	1575992.0	1576130.0	1575357.0	1575454.0	2.4970581	31.4570869	6.0	1.0	14-12-23 17:02:28.406641
14.998	0.076	250	250	1885988.0	1891273.0	1892591.0	1890562.0	1890892.0	1890828.0	1889968.0	1889977.0	2.99616507	32.284639	6.0	1.0	14-12-23 17:02:35.651098
15.499	0.079	250	250	2201123.0	2207025.0	2208643.0	2206436.0	2206944.0	2206677.0	2205765.0	2205677.0	3.49705761	33.2207257	6.0	1.0	14-12-23 17:02:42.967622
15.998	0.081	250	250	2514869.0	2521411.0	2523285.0	2520940.0	2521589.0	2521135.0	2520157.0	2519972.0	3.99582669	34.0363861	6.0	1.0	14-12-23 17:02:50.117856
16.499	0.084	250	250	2829782.0	2836939.0	2839084.0	2836576.0	2837425.0	2836765.0	2835734.0	2835454.0	4.49642682	34.9938089	6.0	1.0	14-12-23 17:02:57.288231
16.999	0.087	250	250	3143578.0	3151353.0	3153808.0	3151099.0	3152134.0	3151282.0	3150175.0	3149816.0	4.99528732	35.8829463	6.0	1.0	14-12-23 17:03:04.451853
17.499	0.089	250	250	3458229.0	3466651.0	3469366.0	3466490.0	3467714.0	3466656.0	3465486.0	3465009.0	5.49542242	36.6226824	6.0	1.0	14-12-23 17:03:11.627036
17.999	0.092	250	250	3772501.0	3781543.0	3784526.0	3781487.0	3782879.0	3781606.0	3780383.0	3779801.0	5.99502318	37.5154788	6.0	1.0	14-12-23 17:03:18.798231
