# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.125	0.0	250	250	-7422617.0	-7436422.0	-7443672.0	-7441802.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8641764	9.9e+37	24.5298284	1711453504.0234346	6	13.0	26-03-24 12:45:04.023494
0.6	0.002	250	250	-7153544.0	-7166155.0	-7172550.0	-7170128.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.376176	9.9e+37	24.4382982	1711453512.0390375	6	13.0	26-03-24 12:45:12.039101
1.2	0.005	250	250	-6778749.0	-6790620.0	-6796714.0	-6794458.0	-8122986.0	-8113997.0	-8113083.0	-8108994.0	-10.779971	-1.16052461	24.5095549	1711453519.8472018	6	13.0	26-03-24 12:45:19.847257
1.8	0.008	250	250	-6402838.0	-6413976.0	-6419724.0	-6417647.0	-7673256.0	-7664740.0	-7663884.0	-7659969.0	-10.1821859	-1.09629154	24.5160056	1711453527.852424	6	13.0	26-03-24 12:45:27.852475
2.401	0.011	250	250	-6025594.0	-6035988.0	-6041415.0	-6039546.0	-7221678.0	-7213556.0	-7212792.0	-7209087.0	-9.5823624	-1.03173344	24.5826546	1711453535.890098	6	13.0	26-03-24 12:45:35.890149
3.001	0.014	250	250	-5648910.0	-5658568.0	-5663645.0	-5661986.0	-6769981.0	-6762301.0	-6761595.0	-6758070.0	-8.98348821	-0.967195623	24.597399	1711453543.9768336	6	13.0	26-03-24 12:45:43.976886
3.6	0.018	250	250	-5272439.0	-5281345.0	-5286102.0	-5284610.0	-6318728.0	-6311475.0	-6310854.0	-6307504.0	-8.38484171	-0.902736949	24.5353576	1711453552.0244653	6	13.0	26-03-24 12:45:52.024557
4.2	0.021	250	250	-4895542.0	-4903701.0	-4908160.0	-4906872.0	-5867230.0	-5860394.0	-5859828.0	-5856692.0	-7.78564178	-0.83824677	24.6185941	1711453559.8575265	6	13.0	26-03-24 12:45:59.857583
4.8	0.024	250	250	-4518996.0	-4526391.0	-4530546.0	-4529427.0	-5415865.0	-5409491.0	-5409001.0	-5406105.0	-7.18695215	-0.77377739	24.5630034	1711453567.88163	6	13.0	26-03-24 12:46:07.881683
5.4	0.027	250	250	-4141961.0	-4148612.0	-4152420.0	-4151510.0	-4964235.0	-4958282.0	-4957874.0	-4955137.0	-6.58742127	-0.709239372	24.5286077	1711453575.9436703	6	13.0	26-03-24 12:46:15.943723
6.0	0.03	250	250	-3765358.0	-3771270.0	-3774735.0	-3774021.0	-4512883.0	-4507357.0	-4506998.0	-4504475.0	-5.98869406	-0.644760305	24.6425538	1711453584.0501099	6	13.0	26-03-24 12:46:24.050166
6.6	0.033	250	250	-3388319.0	-3393484.0	-3396636.0	-3396080.0	-4061051.0	-4055974.0	-4055706.0	-4053355.0	-5.38920392	-0.580233288	24.5712971	1711453591.8511975	6	13.0	26-03-24 12:46:31.851252
7.2	0.036	250	250	-3011753.0	-3016179.0	-3019001.0	-3018631.0	-3609938.0	-3605288.0	-3605106.0	-3602954.0	-4.79048443	-0.515791702	24.5666895	1711453599.8639002	6	13.0	26-03-24 12:46:39.863955
7.8	0.039	250	250	-2634321.0	-2637989.0	-2640499.0	-2640327.0	-3157703.0	-3153523.0	-3153399.0	-3151438.0	-4.19040866	-0.451179974	24.5353576	1711453607.9003649	6	13.0	26-03-24 12:46:47.900418
8.4	0.042	250	250	-2257866.0	-2260807.0	-2262980.0	-2262986.0	-2706669.0	-2702911.0	-2702863.0	-2701118.0	-3.59186307	-0.386745331	24.5206132	1711453615.9268267	6	13.0	26-03-24 12:46:55.926883
8.999	0.045	250	250	-1881397.0	-1883587.0	-1885439.0	-1885633.0	-2255575.0	-2252241.0	-2252239.0	-2250694.0	-2.99328082	-0.322303279	24.5196917	1711453623.753881	6	13.0	26-03-24 12:47:03.753904
9.599	0.048	250	250	-1504506.0	-1505940.0	-1507484.0	-1507862.0	-1803872.0	-1800968.0	-1801056.0	-1799705.0	-2.3940505	-0.257777778	24.5104764	1711453631.7839506	6	13.0	26-03-24 12:47:11.784000
10.2	0.051	250	250	-1127439.0	-1128117.0	-1129336.0	-1129901.0	-1352090.0	-1349629.0	-1349778.0	-1348600.0	-1.79453729	-0.193238377	24.5614595	1711453639.8248112	6	13.0	26-03-24 12:47:19.824866
10.8	0.054	250	250	-750219.0	-750151.5	-751043.4	-751798.8	-900021.7	-897988.5	-898235.5	-897251.5	-1.19483889	-0.128666955	24.4597924	1711453647.867746	6	13.0	26-03-24 12:47:27.867809
11.4	0.057	250	250	-373570.7	-372760.0	-373334.9	-374270.1	-448672.0	-447085.3	-447404.1	-446610.7	-0.595972659	-0.0641766799	24.4321467	1711453655.9196563	6	13.0	26-03-24 12:47:35.919715
12.0	0.061	250	250	3344.624	4898.676	4639.424	3524.912	3042.56	4195.528	3797.804	4417.836	0.00335392494	0.000359925435	24.4054224	1711453664.0018055	6	13.0	26-03-24 12:47:44.001861
12.6	0.064	250	250	380003.5	382292.7	382351.0	381070.1	454452.7	455163.2	454694.0	455125.4	0.602267336	0.0648446833	24.3989717	1711453672.0790086	6	13.0	26-03-24 12:47:52.079072
