# 
ch2a	ch2a avglen	Delay	a	
-434195.0	10.0	0.1	0.0	12-12-23 19:23:24.305036
-434195.0	10.0	0.1	1.0101010101010102	12-12-23 19:23:24.440120
-434195.0	10.0	0.1	2.0202020202020203	12-12-23 19:23:24.576294
-434195.0	10.0	0.1	3.0303030303030303	12-12-23 19:23:24.709450
-587606.3	10.0	0.1	4.040404040404041	12-12-23 19:23:24.842843
-890901.9	10.0	0.1	5.05050505050505	12-12-23 19:23:24.976751
-890901.9	10.0	0.1	6.0606060606060606	12-12-23 19:23:25.110612
-890901.9	10.0	0.1	7.07070707070707	12-12-23 19:23:25.244858
-890901.9	10.0	0.1	8.080808080808081	12-12-23 19:23:25.380732
1599711.0	10.0	0.1	9.090909090909092	12-12-23 19:23:25.517605
1599711.0	10.0	0.1	10.1010101010101	12-12-23 19:23:25.653346
1599711.0	10.0	0.1	11.11111111111111	12-12-23 19:23:25.786703
1599711.0	10.0	0.1	12.121212121212121	12-12-23 19:23:25.922072
1599711.0	10.0	0.1	13.131313131313133	12-12-23 19:23:26.055079
-1119992.0	10.0	0.1	14.14141414141414	12-12-23 19:23:26.191601
-1119992.0	10.0	0.1	15.151515151515152	12-12-23 19:23:26.327610
-1119992.0	10.0	0.1	16.161616161616163	12-12-23 19:23:26.461808
-1119992.0	10.0	0.1	17.17171717171717	12-12-23 19:23:26.597196
-1119992.0	10.0	0.1	18.181818181818183	12-12-23 19:23:26.731858
-142359.4	10.0	0.1	19.19191919191919	12-12-23 19:23:26.866399
-142359.4	10.0	0.1	20.2020202020202	12-12-23 19:23:27.002821
-142359.4	10.0	0.1	21.21212121212121	12-12-23 19:23:27.139976
-142359.4	10.0	0.1	22.22222222222222	12-12-23 19:23:27.274690
973058.9	10.0	0.1	23.232323232323232	12-12-23 19:23:27.411044
1331839.0	10.0	0.1	24.242424242424242	12-12-23 19:23:27.547158
1331839.0	10.0	0.1	25.252525252525253	12-12-23 19:23:27.683836
1331839.0	10.0	0.1	26.262626262626267	12-12-23 19:23:27.822101
1331839.0	10.0	0.1	27.27272727272727	12-12-23 19:23:27.957887
-1525729.0	10.0	0.1	28.28282828282828	12-12-23 19:23:28.094121
-1525729.0	10.0	0.1	29.292929292929294	12-12-23 19:23:28.231041
-1525729.0	10.0	0.1	30.303030303030305	12-12-23 19:23:28.366051
-1525729.0	10.0	0.1	31.313131313131315	12-12-23 19:23:28.501354
-1525729.0	10.0	0.1	32.323232323232325	12-12-23 19:23:28.634880
643407.8	10.0	0.1	33.33333333333333	12-12-23 19:23:28.771310
643407.8	10.0	0.1	34.34343434343434	12-12-23 19:23:28.907213
643407.8	10.0	0.1	35.35353535353536	12-12-23 19:23:29.043942
643407.8	10.0	0.1	36.36363636363637	12-12-23 19:23:29.182022
576788.8	10.0	0.1	37.37373737373738	12-12-23 19:23:29.318260
736086.0	10.0	0.1	38.38383838383838	12-12-23 19:23:29.453898
736086.0	10.0	0.1	39.39393939393939	12-12-23 19:23:29.588276
736086.0	10.0	0.1	40.4040404040404	12-12-23 19:23:29.723482
736086.0	10.0	0.1	41.41414141414141	12-12-23 19:23:29.860415
