# 
ch2a	ch2a avglen	Delay	a	
344813.9	10.0	0.1	30.0	12-12-23 19:22:34.601855
344813.9	19.166666666666664	0.1	30.0	12-12-23 19:22:34.738065
344813.9	28.333333333333332	0.1	30.0	12-12-23 19:22:34.871911
-1409115.0	37.5	0.1	30.0	12-12-23 19:22:35.006390
-1409115.0	46.666666666666664	0.1	30.0	12-12-23 19:22:35.139549
-1409115.0	55.833333333333336	0.1	30.0	12-12-23 19:22:35.275672
-1409115.0	65.0	0.1	30.0	12-12-23 19:22:35.412650
-258237.6	74.16666666666667	0.1	30.0	12-12-23 19:22:35.549998
1481923.0	83.33333333333333	0.1	30.0	12-12-23 19:22:35.687355
1481923.0	92.5	0.1	30.0	12-12-23 19:22:35.823820
1481923.0	101.66666666666667	0.1	30.0	12-12-23 19:22:35.961574
1481923.0	110.83333333333333	0.1	30.0	12-12-23 19:22:36.099897
-450775.4	120.0	0.1	30.0	12-12-23 19:22:36.236603
