# keith - ch2, keys - ch1
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
-78.5201805	-89.268442	45074.5	43074.5	45074.5	43074.5	2.0	45074.5	-2000.0	19-12-23 19:41:27.772670
-80.0752916	-90.8022967	45074.5	43274.5	45074.5	43274.5	2.0	45074.5	-1800.0	19-12-23 19:41:31.049414
-81.6342138	-92.340416	45074.5	43474.5	45074.5	43474.5	2.0	45074.5	-1600.0	19-12-23 19:41:34.326206
-83.1897009	-93.875818	45074.5	43674.5	45074.5	43674.5	2.0	45074.5	-1400.0	19-12-23 19:41:37.602885
-84.7147972	-93.9281808	45074.5	43874.5	45074.5	43874.5	2.0	45074.5	-1200.0	19-12-23 19:41:40.879941
-86.2394778	-93.928121	45074.5	44074.5	45074.5	44074.5	2.0	45074.5	-1000.0	19-12-23 19:41:44.156635
-87.7666957	-93.9280437	45074.5	44274.5	45074.5	44274.5	2.0	45074.5	-800.0	19-12-23 19:41:47.433661
-89.2916837	-93.9281323	45074.5	44474.5	45074.5	44474.5	2.0	45074.5	-600.0	19-12-23 19:41:50.708847
-90.8163694	-93.9280559	45074.5	44674.5	45074.5	44674.5	2.0	45074.5	-400.0	19-12-23 19:41:53.986977
-92.3417897	-93.9277164	45074.5	44874.5	45074.5	44874.5	2.0	45074.5	-200.0	19-12-23 19:41:57.264034
-93.8683263	-93.9279982	45074.5	45074.5	45074.5	45074.5	2.0	45074.5	0.0	19-12-23 19:42:00.541173
-95.3956848	-93.9276811	45074.5	45274.5	45074.5	45274.5	2.0	45074.5	200.0	19-12-23 19:42:03.817546
-96.9204445	-93.9278032	45074.5	45474.5	45074.5	45474.5	2.0	45074.5	400.0	19-12-23 19:42:07.094340
-98.4446685	-93.927896	45074.5	45674.5	45074.5	45674.5	2.0	45074.5	600.0	19-12-23 19:42:10.371176
-99.9692662	-93.9277863	45074.5	45874.5	45074.5	45874.5	2.0	45074.5	800.0	19-12-23 19:42:13.647884
-101.496602	-93.9278013	45074.5	46074.5	45074.5	46074.5	2.0	45074.5	1000.0	19-12-23 19:42:16.924871
-103.021255	-93.9280714	45074.5	46274.5	45074.5	46274.5	2.0	45074.5	1200.0	19-12-23 19:42:20.201553
-104.453088	-93.9225542	45074.5	46474.5	45074.5	46474.5	2.0	45074.5	1400.0	19-12-23 19:42:23.478271
-104.418588	-93.8896948	45074.5	46674.5	45074.5	46674.5	2.0	45074.5	1600.0	19-12-23 19:42:26.755210
-104.384618	-93.8577018	45074.5	46874.5	45074.5	46874.5	2.0	45074.5	1800.0	19-12-23 19:42:30.031772
-104.352099	-93.8264684	45074.5	47074.5	45074.5	47074.5	2.0	45074.5	2000.0	19-12-23 19:42:33.204785
