# 
voltage	Source_Voltage	Delay	a	
796.83946032	0.0	1.0	0	17-09-24 16:05:55.870028
186.88868475	200.0	1.0	0	17-09-24 16:05:56.903058
247.83373119	400.0	1.0	0	17-09-24 16:05:57.936469
522.0926665200001	600.0	1.0	0	17-09-24 16:05:58.970690
770.23292571	800.0	1.0	0	17-09-24 16:06:00.004194
967.7979806999999	1000.0	1.0	0	17-09-24 16:06:01.037656
1161.4269288	1200.0	1.0	0	17-09-24 16:06:02.071111
1353.9609971999998	1400.0	1.0	0	17-09-24 16:06:03.104897
1544.7401928	1600.0	1.0	0	17-09-24 16:06:04.138697
1736.3067822	1800.0	1.0	0	17-09-24 16:06:05.171664
1931.7270033000002	2000.0	1.0	0	17-09-24 16:06:06.204623
2123.1623604	2200.0	1.0	0	17-09-24 16:06:07.238903
2313.4673955	2400.0	1.0	0	17-09-24 16:06:08.273140
2508.2209181999997	2600.0	1.0	0	17-09-24 16:06:09.307141
2698.8104496	2800.0	1.0	0	17-09-24 16:06:10.341274
2891.746836	3000.0	1.0	0	17-09-24 16:06:11.375581
3084.7282437	3200.0	1.0	0	17-09-24 16:06:12.410135
3274.4709915	3400.0	1.0	0	17-09-24 16:06:13.444452
3466.1860554	3600.0	1.0	0	17-09-24 16:06:14.477018
3656.601249	3800.0	1.0	0	17-09-24 16:06:15.511354
3848.7215045999997	4000.0	1.0	0	17-09-24 16:06:16.544768
4041.4184159999995	4200.0	1.0	0	17-09-24 16:06:17.578024
4233.7139673	4400.0	1.0	0	17-09-24 16:06:18.611610
4425.6982011	4600.0	1.0	0	17-09-24 16:06:19.645039
4619.0982111	4800.0	1.0	0	17-09-24 16:06:20.678370
4812.4062627	5000.0	1.0	0	17-09-24 16:06:21.711815
5007.3140073	5200.0	1.0	0	17-09-24 16:06:22.746587
5199.0099132000005	5400.0	1.0	0	17-09-24 16:06:23.780588
5390.2814694	5600.0	1.0	0	17-09-24 16:06:24.813713
5580.0213435	5800.0	1.0	0	17-09-24 16:06:25.846614
5768.885697	6000.0	1.0	0	17-09-24 16:06:26.879674
5771.874345	6200.0	1.0	0	17-09-24 16:06:27.912899
5771.6003856	6400.0	1.0	0	17-09-24 16:06:28.946194
5771.3264262	6600.0	1.0	0	17-09-24 16:06:29.980475
5771.0285193	6800.0	1.0	0	17-09-24 16:06:31.014655
5770.9365609	7000.0	1.0	0	17-09-24 16:06:32.048190
5770.6990017	7200.0	1.0	0	17-09-24 16:06:33.081642
5770.3426629000005	7400.0	1.0	0	17-09-24 16:06:34.115105
5770.6635594	7600.0	1.0	0	17-09-24 16:06:35.148350
5770.0897773	7800.0	1.0	0	17-09-24 16:06:36.181726
5769.1989303	8000.0	1.0	0	17-09-24 16:06:37.215008
