# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
12.599	0.064	250	250	22.5079793	1714462117.2626395	0.602580115	380289.8	382576.3	382641.8	381324.2	0.0649136157	455058.3	455738.7	455263.9	455713.1	20	101.0009900099001	30-04-24 09:28:43.703946
13.199	0.067	250	250	22.6097458	1714462143.7404263	1.2020845	757335.0	760364.7	760754.7	759248.9	0.129486559	907008.6	907256.8	906721.4	906936.2	20	101.0009900099001	30-04-24 09:29:10.182134
13.798	0.07	250	250	22.6129081	1714462170.2201374	1.80076673	1133873.0	1137643.0	1138356.0	1136670.0	0.193976656	1358438.0	1358253.0	1357641.0	1357677.0	20	101.0009900099001	30-04-24 09:29:36.660758
14.398	0.073	250	250	22.40995	1714462196.6981041	2.39993734	1510719.0	1515236.0	1516283.0	1514396.0	0.258513811	1810202.0	1809592.0	1808891.0	1808749.0	20	101.0009900099001	30-04-24 09:30:03.139217
14.998	0.076	250	250	22.2385185	1714462223.1765988	2.998737	1887332.0	1892582.0	1893958.0	1891882.0	0.322995726	2261551.0	2260510.0	2259718.0	2259400.0	20	101.0009900099001	30-04-24 09:30:29.618766
15.599	0.079	250	250	22.0395851	1714462249.6732335	3.59878729	2264742.0	2270736.0	2272424.0	2270180.0	0.387627687	2713944.0	2712482.0	2711621.0	2711107.0	20	101.0009900099001	30-04-24 09:30:56.112051
16.199	0.082	250	250	21.8993927	1714462276.1504464	4.19809315	2641702.0	2648422.0	2650461.0	2648011.0	0.452160246	3165670.0	3163783.0	3162832.0	3162156.0	20	101.0009900099001	30-04-24 09:31:22.591001
16.798	0.086	250	250	21.5971596	1714462302.6301084	4.79692721	3018335.0	3025814.0	3028160.0	3025519.0	0.51664013	3617013.0	3614651.0	3613684.0	3612778.0	20	101.0009900099001	30-04-24 09:31:49.068674
17.398	0.089	250	250	21.286398	1714462329.1140685	5.396133	3395246.0	3403485.0	3406126.0	3403314.0	0.58114583	4068575.0	4065750.0	4064740.0	4063608.0	20	101.0009900099001	30-04-24 09:32:15.555809
17.999	0.092	250	250	21.2260281	1714462355.5934741	5.99540572	3772129.0	3781118.0	3784083.0	3781084.0	0.645659846	4520184.0	4517023.0	4515838.0	4514600.0	20	101.0009900099001	30-04-24 09:32:42.033381
18.598	0.095	250	250	21.395064	1714462382.077803	6.5945634	4148981.0	4158694.0	4162018.0	4158819.0	0.710159425	4971665.0	4968076.0	4966846.0	4965383.0	20	101.0009900099001	30-04-24 09:33:08.518789
19.198	0.098	250	250	21.3099711	1714462408.5565667	7.1930931	4525434.0	4535903.0	4539514.0	4536145.0	0.77457605	5422665.0	5418637.0	5417304.0	5415646.0	20	101.0009900099001	30-04-24 09:33:34.998925
19.798	0.101	250	250	21.4809234	1714462435.0373356	7.79265301	4902545.0	4913746.0	4917664.0	4914136.0	0.839138838	5874624.0	5870163.0	5868738.0	5866950.0	20	101.0009900099001	30-04-24 09:34:01.479343
20.398	0.105	250	250	21.6350106	1714462461.5162895	8.39190682	5279423.0	5291421.0	5295673.0	5291908.0	0.903596907	6325828.0	6320941.0	6319460.0	6317440.0	20	101.0009900099001	30-04-24 09:34:27.957078
20.998	0.108	250	250	21.7839231	1714462487.994418	8.99063006	5656023.0	5668765.0	5673299.0	5669380.0	0.968032711	6776907.0	6771552.0	6770000.0	6767820.0	20	101.0009900099001	30-04-24 09:34:54.436106
21.598	0.111	250	250	21.8976678	1714462514.4886534	9.58927103	6032583.0	6046038.0	6050932.0	6046783.0	1.03248268	7228052.0	7222328.0	7220672.0	7218295.0	20	101.0009900099001	30-04-24 09:35:20.931492
22.197	0.114	250	250	22.1456638	1714462540.9690785	10.1872816	6408692.0	6422885.0	6428142.0	6423785.0	1.09681062	7678433.0	7672259.0	7670488.0	7667976.0	20	101.0009900099001	30-04-24 09:35:47.411141
22.798	0.117	250	250	22.3079919	1714462567.4483862	10.7862275	6785368.0	6800334.0	6805883.0	6801368.0	1.16124521	8129479.0	8122860.0	8121060.0	8118346.0	20	101.0009900099001	30-04-24 09:36:13.888525
23.398	0.12	250	250	22.4680202	1714462593.9247646	11.3842803	6856448.0	7485663.0	6877696.0	7487162.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	101.0009900099001	30-04-24 09:36:40.355921
23.998	0.124	250	250	22.6062003	1714462620.3933973	11.9709291	6848119.0	7485826.0	6869496.0	7487313.0	9.9e+37	8388607.0	8388607.0	8388607.0	8388607.0	20	101.0009900099001	30-04-24 09:37:06.824019
