# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	
0.021	0.0	250	250	22.2141789	1714461561.0021253	-11.9561007	-7453535.0	-7466539.0	-7473069.0	-7470653.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	101.0009900099001	30-04-24 09:19:27.431234
0.6	0.002	250	250	22.3284985	1714461587.4685686	-11.3810926	-7156547.0	-7169129.0	-7175538.0	-7173037.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	101.0009900099001	30-04-24 09:19:53.898729
1.2	0.005	250	250	22.5191909	1714461613.9383855	-10.7822377	-6779931.0	-6791777.0	-6797847.0	-6795530.0	-1.16071824	-8123885.0	-8114916.0	-8113940.0	-8109980.0	20	101.0009900099001	30-04-24 09:20:20.383268
1.799	0.009	250	250	22.702888	1714461640.4212468	-10.1836867	-6403439.0	-6414558.0	-6420285.0	-6418178.0	-1.09633185	-7673267.0	-7664723.0	-7663822.0	-7660084.0	20	101.0009900099001	30-04-24 09:20:46.863360
2.4	0.012	250	250	22.7402599	1714461666.8995278	-9.58356246	-6026035.0	-6036394.0	-6041834.0	-6039877.0	-1.0318048	-7221650.0	-7213547.0	-7212747.0	-7209160.0	20	101.0009900099001	30-04-24 09:21:13.340736
3.0	0.015	250	250	22.6107999	1714461693.3779051	-8.98444039	-5649246.0	-5658889.0	-5663953.0	-5662235.0	-0.967404269	-6770893.0	-6763199.0	-6762484.0	-6759073.0	20	101.0009900099001	30-04-24 09:21:39.820992
3.6	0.018	250	250	22.5220656	1714461719.8634422	-8.38566473	-5272708.0	-5281582.0	-5286359.0	-5284784.0	-0.902994699	-6320027.0	-6312786.0	-6312101.0	-6308894.0	20	101.0009900099001	30-04-24 09:22:06.306045
4.2	0.021	250	250	22.326582	1714461746.3638887	-7.78635398	-4895785.0	-4903916.0	-4908360.0	-4906991.0	-0.838474669	-5868422.0	-5861631.0	-5860993.0	-5858042.0	20	101.0009900099001	30-04-24 09:22:32.805149
4.799	0.024	250	250	22.2030631	1714461772.866258	-7.18750806	-4519144.0	-4526540.0	-4530658.0	-4529474.0	-0.774076189	-5417665.0	-5411299.0	-5410770.0	-5407932.0	20	101.0009900099001	30-04-24 09:22:59.308756
5.4	0.027	250	250	22.103309	1714461799.3623667	-6.58780335	-4141966.0	-4148617.0	-4152405.0	-4151439.0	-0.709525351	-4965870.0	-4959943.0	-4959457.0	-4956826.0	20	101.0009900099001	30-04-24 09:23:25.804236
5.999	0.03	250	250	21.9197076	1714461825.8626165	-5.9889737	-3765370.0	-3771267.0	-3774717.0	-3773943.0	-0.645063874	-4514608.0	-4509147.0	-4508761.0	-4506243.0	20	101.0009900099001	30-04-24 09:23:52.304405
6.599	0.033	250	250	21.6736282	1714461852.362613	-5.3894648	-3388298.0	-3393445.0	-3396580.0	-3396009.0	-0.580508077	-4062815.0	-4057779.0	-4057417.0	-4055121.0	20	101.0009900099001	30-04-24 09:24:18.806131
7.199	0.036	250	250	21.4858105	1714461878.861632	-4.79069912	-3011700.0	-3016116.0	-3018928.0	-3018541.0	-0.516033708	-3611460.0	-3606867.0	-3606627.0	-3604484.0	20	101.0009900099001	30-04-24 09:24:45.302139
7.8	0.039	250	250	21.2868772	1714461905.364767	-4.19053842	-2634231.0	-2637935.0	-2640414.0	-2640222.0	-0.451396114	-3159005.0	-3154860.0	-3154697.0	-3152800.0	20	101.0009900099001	30-04-24 09:25:11.804479
8.399	0.042	250	250	21.3172538	1714461931.8613186	-3.59190124	-2257726.0	-2260664.0	-2262833.0	-2262833.0	-0.386904111	-2707560.0	-2703807.0	-2703733.0	-2701996.0	20	101.0009900099001	30-04-24 09:25:38.301952
8.999	0.045	250	250	21.3514634	1714461958.360144	-2.99338896	-1881298.0	-1883481.0	-1885335.0	-1885515.0	-0.322441052	-2256318.0	-2253036.0	-2253001.0	-2251497.0	20	101.0009900099001	30-04-24 09:26:04.802498
9.599	0.048	250	250	21.5592127	1714461984.86034	-2.39408257	-1504367.0	-1505812.0	-1507341.0	-1507714.0	-0.257880199	-1804458.0	-1801559.0	-1801629.0	-1800298.0	20	101.0009900099001	30-04-24 09:26:31.301651
10.199	0.051	250	250	21.7426224	1714462011.3437235	-1.79442667	-1127218.0	-1127914.0	-1129118.0	-1129683.0	-0.193289867	-1352269.0	-1349860.0	-1349992.0	-1348834.0	20	101.0009900099001	30-04-24 09:26:57.786484
10.799	0.055	250	250	21.90083	1714462037.8258276	-1.1946063	-749960.9	-749905.2	-750800.0	-751559.0	-0.128670762	-899974.5	-897946.5	-898181.9	-897222.8	20	101.0009900099001	30-04-24 09:27:24.267854
11.399	0.058	250	250	22.0673745	1714462064.3062553	-0.595690013	-373312.4	-372507.5	-373082.0	-374027.4	-0.0641584109	-448399.2	-446810.9	-447156.6	-446323.5	20	101.0009900099001	30-04-24 09:27:50.745212
11.999	0.061	250	250	22.2538505	1714462090.781882	0.0036683098	3616.816	5162.188	4910.528	3777.248	0.000408018385	3538.176	4680.416	4282.304	4881.388	20	101.0009900099001	30-04-24 09:28:17.224154
