# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.103	0.0	250	250	-7434896.0	-7448494.0	-7455645.0	-7453905.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8719002	9.9e+37	23.9087372	6	7.0	25-03-24 14:27:26.936168
0.601	0.002	250	250	-7154019.0	-7166555.0	-7172988.0	-7170675.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3773305	9.9e+37	23.8342573	6	7.0	25-03-24 14:27:34.954254
1.201	0.005	250	250	-6779153.0	-6790956.0	-6797026.0	-6794915.0	-8125384.0	-8116401.0	-8115487.0	-8111525.0	-10.7809352	-1.16091077	23.9179524	6	7.0	25-03-24 14:27:42.992076
1.8	0.008	250	250	-6403151.0	-6414194.0	-6419893.0	-6418007.0	-7674640.0	-7666055.0	-7665265.0	-7661440.0	-10.1830394	-1.09651623	23.8397865	6	7.0	25-03-24 14:27:50.794298
2.401	0.011	250	250	-6025995.0	-6036317.0	-6041725.0	-6039964.0	-7222753.0	-7214627.0	-7213830.0	-7210240.0	-9.58329231	-1.03194393	23.901365	6	7.0	25-03-24 14:27:58.596171
3.001	0.014	250	250	-5649365.0	-5658922.0	-5664005.0	-5662451.0	-6771201.0	-6763509.0	-6762801.0	-6759400.0	-8.9844031	-0.967440649	23.9500421	6	7.0	25-03-24 14:28:06.395381
3.601	0.017	250	250	-5272905.0	-5281723.0	-5286495.0	-5285126.0	-6320060.0	-6312820.0	-6312163.0	-6308955.0	-8.38583561	-0.902980993	23.8866205	6	7.0	25-03-24 14:28:14.410628
4.201	0.021	250	250	-4896010.0	-4904096.0	-4908568.0	-4907370.0	-5868582.0	-5861781.0	-5861188.0	-5858134.0	-7.78656148	-0.838475514	23.8469949	6	7.0	25-03-24 14:28:22.460257
4.8	0.024	250	250	-4519419.0	-4526776.0	-4530908.0	-4529876.0	-5417144.0	-5410846.0	-5410292.0	-5407461.0	-7.18778587	-0.773982958	23.8700331	6	7.0	25-03-24 14:28:30.312953
5.401	0.027	250	250	-4142295.0	-4148932.0	-4152739.0	-4151892.0	-4965133.0	-4959219.0	-4958800.0	-4956094.0	-6.58824077	-0.70941784	23.8984366	6	7.0	25-03-24 14:28:38.110672
6.0	0.03	250	250	-3765667.0	-3771551.0	-3775035.0	-3774365.0	-4513806.0	-4508318.0	-4507967.0	-4505475.0	-5.98937948	-0.644938563	23.8294859	6	7.0	25-03-24 14:28:46.127357
6.601	0.033	250	250	-3388614.0	-3393743.0	-3396905.0	-3396409.0	-4062022.0	-4056960.0	-4056678.0	-4054383.0	-5.38978683	-0.580391436	23.87632	6	7.0	25-03-24 14:28:53.959043
7.2	0.036	250	250	-3012096.0	-3016482.0	-3019318.0	-3019009.0	-3610821.0	-3606197.0	-3605992.0	-3603890.0	-4.79118442	-0.515934697	23.8551249	6	7.0	25-03-24 14:29:01.785669
7.801	0.039	250	250	-2634716.0	-2638362.0	-2640873.0	-2640738.0	-3158620.0	-3154439.0	-3154319.0	-3152378.0	-4.19108675	-0.451324529	23.7677436	6	7.0	25-03-24 14:29:09.624127
