# 
A1	f1	A2	f2	base_freq	Pmax	lin_Pmax	base_P	base_dB	base_V	thd	lin_thd	timestamp	Delay	a	
0	0	0.0	11500000.0	11500000.0	-53.19999999999999	4.786300923226399e-09	4.786300923226399e-09	-53.19999999999999	0.0004891983709716539	-5.434405616160256	0.2861273933323387	1712852548	0.1	11500000.0	11-04-24 18:22:28.173089
0	0	0.5263157894736842	11500000.0	11500000.0	-27.999999999999986	1.5848931924611192e-06	1.5848931924611192e-06	-27.999999999999986	0.00890194695687724	-26.940804248890057	0.0020226445802532466	1712852561	0.1	11500000.0	11-04-24 18:22:41.995433
0	0	1.0526315789473684	11500000.0	11500000.0	-20.39999999999999	9.120108393559117e-06	9.120108393559117e-06	-20.39999999999999	0.021354283403522484	-28.07845039917987	0.0015565209128545192	1712852568	0.1	11500000.0	11-04-24 18:22:48.977159
0	0	1.5789473684210527	11500000.0	11500000.0	-16.39999999999999	2.2908676527677773e-05	2.2908676527677773e-05	-16.39999999999999	0.03384425839612812	-27.290558404297506	0.0018661397321234415	1712852582	0.1	11500000.0	11-04-24 18:23:02.800885
0	0	2.1052631578947367	11500000.0	11500000.0	-13.599999999999994	4.3651583224016654e-05	4.3651583224016654e-05	-13.599999999999994	0.04671808173716931	-27.488995095295103	0.0017827912359738816	1712852589	0.1	11500000.0	11-04-24 18:23:09.782319
0	0	2.631578947368421	11500000.0	11500000.0	-11.599999999999994	6.918309709189373e-05	6.918309709189373e-05	-11.599999999999994	0.058814580289199433	-27.195787879803813	0.0019073096760539394	1712852596	0.1	11500000.0	11-04-24 18:23:16.763842
0	0	3.1578947368421053	11500000.0	11500000.0	-9.999999999999986	0.00010000000000000034	0.00010000000000000034	-9.999999999999986	0.07071067811865488	-27.995117986827193	0.0015866758123969941	1712852603	0.1	11500000.0	11-04-24 18:23:23.745110
0	0	3.6842105263157894	11500000.0	11500000.0	-8.799999999999997	0.00013182567385564082	0.00013182567385564082	-8.799999999999997	0.08118672116043386	-28.3575481156633	0.0014596380915369615	1712852610	0.1	11500000.0	11-04-24 18:23:30.726677
0	0	4.2105263157894735	11500000.0	11500000.0	-7.199999999999989	0.00019054607179632522	0.00019054607179632522	-7.199999999999989	0.09760790741439067	-28.771138916075856	0.0013270464006538765	1712852624	0.1	11500000.0	11-04-24 18:23:44.550355
0	0	4.7368421052631575	11500000.0	11500000.0	-5.999999999999986	0.0002511886431509589	0.0002511886431509589	-5.999999999999986	0.11206887238456513	-29.38496437259634	0.0011521355113455192	1712852631	0.1	11500000.0	11-04-24 18:23:51.531594
0	0	5.263157894736842	11500000.0	11500000.0	-5.199999999999989	0.0003019951720402024	0.0003019951720402024	-5.199999999999989	0.12288107503602871	-29.407971360543442	0.0011460481487016458	1712852638	0.1	11500000.0	11-04-24 18:23:58.513048
0	0	5.7894736842105265	11500000.0	11500000.0	-4.3999999999999915	0.00036307805477010205	0.00036307805477010205	-4.3999999999999915	0.13473641949564008	-29.807971360543437	0.0010452083340396754	1712852645	0.1	11500000.0	11-04-24 18:24:05.494699
0	0	6.315789473684211	11500000.0	11500000.0	-3.5999999999999943	0.00043651583224016654	0.00043651583224016654	-3.5999999999999943	0.14773554620337087	-30.207971360543425	0.000953241330029319	1712852652	0.1	11500000.0	11-04-24 18:24:12.475740
0	0	6.842105263157895	11500000.0	11500000.0	-2.7999999999999963	0.000524807460249773	0.000524807460249773	-2.799999999999997	0.16198880520730022	-29.364590377346424	0.0011575532063220094	1712852659	0.1	11500000.0	11-04-24 18:24:19.457284
0	0	7.368421052631579	11500000.0	11500000.0	-1.9999999999999853	0.0006309573444801954	0.0006309573444801954	-1.9999999999999858	0.17761719292909053	-30.714049656572993	0.0008483890105791455	1712852666	0.1	11500000.0	11-04-24 18:24:26.438710
0	0	7.894736842105264	11500000.0	11500000.0	-1.5999999999999939	0.0006918309709189374	0.0006918309709189374	-1.5999999999999943	0.18598803334071487	-30.491495847871228	0.0008929978539878096	1712852673	0.1	11500000.0	11-04-24 18:24:33.420236
0	0	8.421052631578947	11500000.0	11500000.0	-1.1999999999999884	0.0007585775750291858	0.0007585775750291858	-1.1999999999999886	0.1947533793069052	-30.956665560349315	0.000802293814610491	1712852680	0.1	11500000.0	11-04-24 18:24:40.401618
0	0	8.947368421052632	11500000.0	11500000.0	-0.7999999999999973	0.0008317637711026715	0.0008317637711026715	-0.7999999999999972	0.20393182330164553	-29.766551373694547	0.0010552244917612602	1712852687	0.1	11500000.0	11-04-24 18:24:47.383576
0	0	9.473684210526315	11500000.0	11500000.0	-0.3999999999999914	0.0009120108393559116	0.0009120108393559116	-0.3999999999999915	0.21354283403522484	-30.22510391323746	0.0009494882806124716	1712852694	0.1	11500000.0	11-04-24 18:24:54.364633
0	0	10.0	11500000.0	11500000.0	1.4464911998299284e-14	0.0010000000000000033	0.0010000000000000033	1.4210854715202004e-14	0.22360679774997932	-28.313285985838988	0.00147459039735012	1712852701	0.1	11500000.0	11-04-24 18:25:01.351681
0	0	10.526315789473683	11500000.0	11500000.0	0.4000000000000056	0.0010964781961431865	0.0010964781961431865	0.4000000000000057	0.23414506146224678	-27.631897133531357	0.0017250841568978023	1712852708	0.1	11500000.0	11-04-24 18:25:08.401322
0	0	11.05263157894737	11500000.0	11500000.0	0.8000000000000114	0.001202264434617416	0.001202264434617416	0.8000000000000114	0.24517997824225127	-24.866347001757486	0.0032611088860487625	1712852715	0.1	11500000.0	11-04-24 18:25:15.383019
