# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.076	0.0	250	250	-7449434.0	-7462771.0	-7469584.0	-7467321.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.8561754	1714123765.0540965	6	280.0	26-04-24 11:29:25.054192
0.6	0.002	250	250	-7153875.0	-7166464.0	-7172833.0	-7170392.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.9704951	1714123771.8671186	6	280.0	26-04-24 11:29:31.867179
1.2	0.005	250	250	-6778800.0	-6790644.0	-6796744.0	-6794444.0	-8125352.0	-8116435.0	-8115422.0	-8111427.0	-1.16096333	21.9412683	1714123778.649152	6	280.0	26-04-24 11:29:38.649208
1.8	0.008	250	250	-6402839.0	-6413965.0	-6419719.0	-6417624.0	-7674798.0	-7666334.0	-7665373.0	-7661555.0	-1.09657947	22.0043214	1714123785.4318056	6	280.0	26-04-24 11:29:45.431857
2.4	0.011	250	250	-6025685.0	-6036020.0	-6041448.0	-6039554.0	-7222646.0	-7214630.0	-7213771.0	-7210149.0	-1.03198197	22.0414058	1714123792.2150538	6	280.0	26-04-24 11:29:52.215109
3.0	0.015	250	250	-5649063.0	-5658690.0	-5663804.0	-5662077.0	-6771283.0	-6763642.0	-6762882.0	-6759447.0	-0.967494885	22.0590377	1714123798.9970508	6	280.0	26-04-24 11:29:58.997104
3.6	0.018	250	250	-5272553.0	-5281387.0	-5286180.0	-5284661.0	-6319972.0	-6312799.0	-6312085.0	-6308840.0	-0.903021829	22.1490176	1714123805.7778063	6	280.0	26-04-24 11:30:05.777829
4.2	0.021	250	250	-4895712.0	-4903850.0	-4908289.0	-4906957.0	-5868338.0	-5861584.0	-5860963.0	-5857910.0	-0.838483356	22.1514133	1714123812.5597599	6	280.0	26-04-24 11:30:12.559807
4.8	0.024	250	250	-4519158.0	-4526538.0	-4530690.0	-4529532.0	-5417089.0	-5410765.0	-5410220.0	-5407360.0	-0.77402362	22.1574503	1714123819.3411727	6	280.0	26-04-24 11:30:19.341225
5.4	0.027	250	250	-4142117.0	-4148739.0	-4152565.0	-4151607.0	-4965225.0	-4959312.0	-4958842.0	-4956187.0	-0.709461468	22.2077586	1714123826.1245916	6	280.0	26-04-24 11:30:26.124645
5.999	0.03	250	250	-3765516.0	-3771402.0	-3774889.0	-3774125.0	-4513766.0	-4508315.0	-4507885.0	-4505428.0	-0.644965549	22.2417766	1714123832.9057226	6	280.0	26-04-24 11:30:32.905778
6.6	0.033	250	250	-3388454.0	-3393601.0	-3396765.0	-3396169.0	-4061800.0	-4056790.0	-4056430.0	-4054164.0	-0.580398985	22.2863353	1714123839.6915684	6	280.0	26-04-24 11:30:39.691616
7.199	0.036	250	250	-3011922.0	-3016325.0	-3019163.0	-3018767.0	-3610574.0	-3605961.0	-3605734.0	-3603651.0	-0.515932079	22.3431598	1714123846.4715595	6	280.0	26-04-24 11:30:46.471612
7.8	0.039	250	250	-2634557.0	-2638213.0	-2640724.0	-2640522.0	-3158347.0	-3154182.0	-3154015.0	-3152113.0	-0.451325614	22.3646246	1714123853.2570586	6	280.0	26-04-24 11:30:53.257109
8.399	0.042	250	250	-2258061.0	-2260972.0	-2263169.0	-2263161.0	-2707142.0	-2703397.0	-2703309.0	-2701600.0	-0.386862692	22.3965345	1714123860.0419533	6	280.0	26-04-24 11:31:00.042001
8.999	0.045	250	250	-1881665.0	-1883829.0	-1885706.0	-1885875.0	-2256016.0	-2252719.0	-2252699.0	-2251177.0	-0.322413714	22.4265278	1714123866.8215818	6	280.0	26-04-24 11:31:06.821632
9.599	0.048	250	250	-1504781.0	-1506201.0	-1507758.0	-1508108.0	-1804363.0	-1801486.0	-1801553.0	-1800217.0	-0.257887223	22.4954262	1714123873.6032424	6	280.0	26-04-24 11:31:13.603296
10.199	0.051	250	250	-1127699.0	-1128376.0	-1129600.0	-1130153.0	-1352380.0	-1349936.0	-1350090.0	-1348936.0	-0.19332018	22.5674868	1714123880.3881576	6	280.0	26-04-24 11:31:20.388205
10.799	0.054	250	250	-750534.5	-750459.6	-751359.7	-752111.0	-900387.3	-898376.5	-898625.6	-897651.2	-0.128742426	22.5566586	1714123887.168285	6	280.0	26-04-24 11:31:27.168344
11.399	0.058	250	250	-373822.6	-373008.7	-373587.6	-374525.7	-448896.4	-447323.4	-447642.7	-446852.3	-0.064242353	22.58991	1714123893.953122	6	280.0	26-04-24 11:31:33.953181
11.999	0.061	250	250	3087.132	4639.824	4385.068	3263.588	2830.84	3973.308	3577.148	4174.64	0.000295405893	22.6602458	1714123900.737749	6	280.0	26-04-24 11:31:40.737810
12.599	0.064	250	250	379756.3	382047.7	382114.4	380810.6	454265.6	454976.2	454509.0	454909.2	0.0647892608	22.7188909	1714123907.5200174	6	280.0	26-04-24 11:31:47.520075
13.199	0.067	250	250	756747.2	759774.5	760173.1	758681.5	906076.9	906345.9	905786.0	906007.6	0.129337621	22.7461053	1714123914.3025868	6	280.0	26-04-24 11:31:54.302645
13.799	0.07	250	250	1133232.0	1137005.0	1137725.0	1136044.0	1357290.0	1357118.0	1356493.0	1356532.0	0.193796137	22.7479259	1714123921.0852854	6	280.0	26-04-24 11:32:01.085337
14.399	0.073	250	250	1510098.0	1514608.0	1515652.0	1513790.0	1808996.0	1808395.0	1807685.0	1807541.0	0.258330549	22.7652703	1714123927.8695536	6	280.0	26-04-24 11:32:07.869605
14.998	0.076	250	250	1886703.0	1891964.0	1893334.0	1891264.0	2260363.0	2259324.0	2258552.0	2258196.0	0.322812049	22.752813	1714123934.6529264	6	280.0	26-04-24 11:32:14.652980
15.599	0.079	250	250	2264152.0	2270149.0	2271841.0	2269591.0	2712802.0	2711351.0	2710492.0	2709936.0	0.387448511	22.7878851	1714123941.4343863	6	280.0	26-04-24 11:32:21.434438
16.199	0.082	250	250	2641038.0	2647780.0	2649809.0	2647364.0	3164578.0	3162670.0	3161732.0	3161033.0	0.451981778	22.8168244	1714123948.2154396	6	280.0	26-04-24 11:32:28.215615
16.799	0.085	250	250	3017635.0	3025130.0	3027480.0	3024840.0	3615988.0	3613649.0	3612649.0	3611761.0	0.516471623	22.7575085	1714123954.9979742	6	280.0	26-04-24 11:32:34.998032
17.399	0.088	250	250	3394511.0	3402748.0	3405429.0	3402595.0	4067736.0	4064965.0	4063858.0	4062776.0	0.58100697	22.7843396	1714123961.780183	6	280.0	26-04-24 11:32:41.780235
17.999	0.092	250	250	3771356.0	3780332.0	3783319.0	3780296.0	4519396.0	4516216.0	4515041.0	4513732.0	0.645531186	22.7703491	1714123968.5639403	6	280.0	26-04-24 11:32:48.563996
18.599	0.095	250	250	4148127.0	4157868.0	4161180.0	4157968.0	4971056.0	4967437.0	4966176.0	4964718.0	0.710052975	22.6228739	1714123975.346655	6	280.0	26-04-24 11:32:55.346710
19.198	0.098	250	250	4524465.0	4534930.0	4538572.0	4535174.0	5422128.0	5418104.0	5416755.0	5415073.0	0.774489238	22.6721281	1714123982.1292002	6	280.0	26-04-24 11:33:02.129256
19.799	0.101	250	250	4901408.0	4912639.0	4916612.0	4913018.0	5874068.0	5869591.0	5868151.0	5866305.0	0.839050968	22.6560294	1714123988.908964	6	280.0	26-04-24 11:33:08.909018
20.399	0.104	250	250	5278160.0	5290093.0	5294400.0	5290634.0	6325456.0	6320555.0	6319031.0	6317039.0	0.903526744	22.6604374	1714123995.6927543	6	280.0	26-04-24 11:33:15.692809
20.999	0.107	250	250	5654444.0	5667145.0	5671791.0	5667797.0	6776382.0	6771094.0	6769522.0	6767289.0	0.967959505	22.5324148	1714124002.4746997	6	280.0	26-04-24 11:33:22.474751
21.598	0.11	250	250	6030794.0	6044242.0	6049208.0	6045065.0	7227450.0	7221752.0	7220070.0	7217656.0	1.03239472	22.5353854	1714124009.254572	6	280.0	26-04-24 11:33:29.254619
