# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.125	0.0	250	250	-7429715.0	-7443398.0	-7450216.0	-7448612.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8694139	9.9e+37	15.2650113	1711458387.3030262	6	28.0	26-03-24 14:06:27.303092
0.6	0.002	250	250	-7153846.0	-7166359.0	-7172462.0	-7170334.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3765456	9.9e+37	15.2268518	1711458395.3119972	6	28.0	26-03-24 14:06:35.312061
1.2	0.005	250	250	-6779008.0	-6790771.0	-6796585.0	-6794619.0	-8125961.0	-8117407.0	-8116334.0	-8111933.0	-10.7802781	-1.16100391	15.2082374	1711458403.3488925	6	28.0	26-03-24 14:06:43.348949
1.8	0.008	250	250	-6403088.0	-6414109.0	-6419551.0	-6417813.0	-7675272.0	-7667134.0	-7666089.0	-7661936.0	-10.1824871	-1.09660836	15.2494912	1711458411.4096968	6	28.0	26-03-24 14:06:51.409751
2.401	0.011	250	250	-6025896.0	-6036184.0	-6041291.0	-6039739.0	-7222981.0	-7215241.0	-7214325.0	-7210346.0	-9.582747	-1.0319877	15.2327383	1711458419.4921932	6	28.0	26-03-24 14:06:59.492246
3.001	0.015	250	250	-5649304.0	-5658838.0	-5663669.0	-5662279.0	-6771524.0	-6764215.0	-6763345.0	-6759605.0	-8.98391329	-0.967497439	15.1542557	1711458427.5377443	6	28.0	26-03-24 14:07:07.537793
3.6	0.018	250	250	-5272822.0	-5281614.0	-5286165.0	-5284903.0	-6320437.0	-6313498.0	-6312738.0	-6309170.0	-8.38532632	-0.903043514	15.1281956	1711458435.3678992	6	28.0	26-03-24 14:07:15.367955
4.2	0.021	250	250	-4895922.0	-4903961.0	-4908221.0	-4907128.0	-5868788.0	-5862274.0	-5861584.0	-5858261.0	-7.78610604	-0.838530211	15.1347106	1711458443.394822	6	28.0	26-03-24 14:07:23.394878
4.8	0.024	250	250	-4519350.0	-4526659.0	-4530598.0	-4529688.0	-5417402.0	-5411287.0	-5410697.0	-5407551.0	-7.18737078	-0.774027099	15.1049276	1711458451.2198124	6	28.0	26-03-24 14:07:31.219862
5.4	0.027	250	250	-4142251.0	-4148830.0	-4152469.0	-4151710.0	-4965352.0	-4959671.0	-4959122.0	-4956208.0	-6.58782229	-0.709450422	15.1424586	1711458459.1021605	6	28.0	26-03-24 14:07:39.102213
6.0	0.03	250	250	-3765717.0	-3771575.0	-3774894.0	-3774307.0	-4514170.0	-4508908.0	-4508461.0	-4505782.0	-5.98911397	-0.644993014	15.0928283	1711458467.1978638	6	28.0	26-03-24 14:07:47.197920
6.6	0.033	250	250	-3388606.0	-3393705.0	-3396724.0	-3396311.0	-4062247.0	-4057386.0	-4057031.0	-4054527.0	-5.38956899	-0.580437415	15.1601422	1711458475.2502813	6	28.0	26-03-24 14:07:55.250330
7.2	0.036	250	250	-3012080.0	-3016453.0	-3019148.0	-3018916.0	-3610991.0	-3606557.0	-3606237.0	-3603970.0	-4.7910034	-0.515962378	15.1542557	1711458483.0963485	6	28.0	26-03-24 14:08:03.096406
7.8	0.039	250	250	-2634746.0	-2638376.0	-2640754.0	-2640701.0	-3158554.0	-3154509.0	-3154280.0	-3152217.0	-4.19098659	-0.45131859	15.2373918	1711458491.1284938	6	28.0	26-03-24 14:08:11.128549
8.4	0.042	250	250	-2258219.0	-2261097.0	-2263183.0	-2263283.0	-2707381.0	-2703757.0	-2703630.0	-2701753.0	-3.59232806	-0.386868029	15.2541448	1711458499.001963	6	28.0	26-03-24 14:08:19.002030
8.999	0.045	250	250	-1881759.0	-1883896.0	-1885686.0	-1885955.0	-2256176.0	-2252966.0	-2252921.0	-2251248.0	-2.99383908	-0.322412414	15.2829971	1711458507.1169682	6	28.0	26-03-24 14:08:27.117022
9.599	0.048	250	250	-1504838.0	-1506242.0	-1507722.0	-1508154.0	-1804512.0	-1801707.0	-1801756.0	-1800304.0	-2.39457296	-0.257885947	15.2315054	1711458514.9612665	6	28.0	26-03-24 14:08:34.961315
10.2	0.051	250	250	-1127773.0	-1128440.0	-1129605.0	-1130210.0	-1352636.0	-1350265.0	-1350391.0	-1349160.0	-1.79501496	-0.193328685	15.272457	1711458522.8270392	6	28.0	26-03-24 14:08:42.827108
10.8	0.054	250	250	-750537.9	-750467.6	-751334.8	-752100.5	-900528.5	-898561.6	-898766.4	-897744.8	-1.195318	-0.128745729	15.2808335	1711458530.713369	6	28.0	26-03-24 14:08:50.713424
11.4	0.058	250	250	-373862.3	-373057.7	-373612.1	-374557.4	-449063.2	-447504.1	-447815.4	-446998.9	-0.596429613	-0.0642480433	15.3453552	1711458538.5769382	6	28.0	26-03-24 14:08:58.576997
12.0	0.061	250	250	3041.72	4588.92	4336.768	3230.096	2690.024	3837.036	3445.684	4077.344	0.0028572162	0.00030244913	15.3695539	1711458546.6653426	6	28.0	26-03-24 14:09:06.665396
12.599	0.064	250	250	379743.7	382022.3	382076.3	380812.7	454208.7	454936.3	454471.7	454887.2	0.601802431	0.0648036562	15.2854871	1711458554.7160702	6	28.0	26-03-24 14:09:14.716124
13.2	0.067	250	250	756716.7	759727.1	760099.1	758662.2	906075.0	906375.5	905813.0	906024.2	1.20117181	0.129355098	15.3118493	1711458562.52958	6	28.0	26-03-24 14:09:22.529632
13.799	0.07	250	250	1133200.0	1136954.0	1137622.0	1136025.0	1357376.0	1357276.0	1356633.0	1356619.0	1.79971516	0.193835112	15.3220872	1711458570.5837498	6	28.0	26-03-24 14:09:30.583801
14.399	0.073	250	250	1510065.0	1514553.0	1515528.0	1513767.0	1809153.0	1808628.0	1807912.0	1807698.0	2.39889913	0.25836413	15.2538426	1711458578.4158082	6	28.0	26-03-24 14:09:38.415859
14.999	0.076	250	250	1886627.0	1891852.0	1893137.0	1891207.0	2260485.0	2259546.0	2258724.0	2258329.0	2.99758205	0.322846615	15.2324361	1711458586.4766908	6	28.0	26-03-24 14:09:46.476740
15.599	0.079	250	250	2263976.0	2269942.0	2271542.0	2269427.0	2712903.0	2711534.0	2710631.0	2710006.0	3.59751013	0.387470994	15.2857892	1711458594.294206	6	28.0	26-03-24 14:09:54.294256
16.2	0.082	250	250	2640844.0	2647550.0	2649458.0	2647170.0	3164640.0	3162873.0	3161900.0	3161060.0	4.19669136	0.452009634	15.2463969	1711458602.1087475	6	28.0	26-03-24 14:10:02.108798
16.8	0.085	250	250	3017391.0	3024825.0	3027044.0	3024599.0	3616053.0	3613846.0	3612791.0	3611747.0	4.79532925	0.516490198	15.3118493	1711458610.158532	6	28.0	26-03-24 14:10:10.158580
17.4	0.088	250	250	3394222.0	3402398.0	3404931.0	3402312.0	4067723.0	4065132.0	4064000.0	4062756.0	5.39443937	0.581017338	15.2736899	1711458618.2631664	6	28.0	26-03-24 14:10:18.263218
18.0	0.092	250	250	3771014.0	3779922.0	3782754.0	3779987.0	4519376.0	4516369.0	4515140.0	4513699.0	5.99350952	0.645541834	15.2231289	1711458626.3422287	6	28.0	26-03-24 14:10:26.342280
18.6	0.095	250	250	4147803.0	4157446.0	4160594.0	4157651.0	4971070.0	4967654.0	4966349.0	4964708.0	6.59252952	0.710071858	15.2296439	1711458634.1876493	6	28.0	26-03-24 14:10:34.187700
19.199	0.098	250	250	4524227.0	4534633.0	4538080.0	4534947.0	5422357.0	5418553.0	5417145.0	5415295.0	7.19096594	0.774520565	15.2969578	1711458642.062356	6	28.0	26-03-24 14:10:42.062404
19.8	0.101	250	250	4901256.0	4912407.0	4916151.0	4912862.0	5874119.0	5869869.0	5868415.0	5866326.0	7.79040334	0.839073545	15.2073067	1711458650.099957	6	28.0	26-03-24 14:10:50.100005
20.4	0.104	250	250	5278052.0	5289915.0	5294000.0	5290528.0	6325696.0	6321040.0	6319477.0	6317219.0	8.38945819	0.90358486	15.3341866	1711458658.136524	6	28.0	26-03-24 14:10:58.136575
21.0	0.107	250	250	5654503.0	5667102.0	5671477.0	5667852.0	6777009.0	6771946.0	6770337.0	6767889.0	8.98793628	0.968061779	15.3078243	1711458665.9938622	6	28.0	26-03-24 14:11:05.993915
21.6	0.11	250	250	6030950.0	6044298.0	6048958.0	6045204.0	7228387.0	7222925.0	7221178.0	7218546.0	9.58640903	1.0325387	15.3627367	1711458674.1032438	6	28.0	26-03-24 14:11:14.103293
