# 
ch2a	ch2a avglen	Delay	a	
-1527374.0	10.0	0.1	15.0	12-12-23 19:22:08.059264
-1527374.0	19.166666666666664	0.1	15.0	12-12-23 19:22:08.194451
-1527374.0	28.333333333333332	0.1	15.0	12-12-23 19:22:08.327377
-1527374.0	37.5	0.1	15.0	12-12-23 19:22:08.460727
-1527374.0	46.666666666666664	0.1	15.0	12-12-23 19:22:08.596046
649671.7	55.833333333333336	0.1	15.0	12-12-23 19:22:08.732414
649671.7	65.0	0.1	15.0	12-12-23 19:22:08.868123
649671.7	74.16666666666667	0.1	15.0	12-12-23 19:22:09.002638
649671.7	83.33333333333333	0.1	15.0	12-12-23 19:22:09.139472
649671.7	92.5	0.1	15.0	12-12-23 19:22:09.275700
729493.3	101.66666666666667	0.1	15.0	12-12-23 19:22:09.411670
729493.3	110.83333333333333	0.1	15.0	12-12-23 19:22:09.546165
729493.3	120.0	0.1	15.0	12-12-23 19:22:09.682439
