# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.114	0.0	250	250	-7440919.0	-7454459.0	-7461515.0	-7459370.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8815832	9.9e+37	21.0408935	1713917157.543514	6	119.00000000000001	24-04-24 02:05:57.543578
0.6	0.002	250	250	-7154436.0	-7167001.0	-7173421.0	-7170956.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3775711	9.9e+37	21.0281488	1713917165.5594342	6	119.00000000000001	24-04-24 02:06:05.559495
1.2	0.005	250	250	-6779344.0	-6791118.0	-6797228.0	-6794945.0	-8124049.0	-8115124.0	-8114169.0	-8110099.0	-10.7808288	-1.16073426	20.9128709	1713917173.6348853	6	119.00000000000001	24-04-24 02:06:13.634944
1.8	0.008	250	250	-6403299.0	-6414373.0	-6420162.0	-6418050.0	-7673495.0	-7665006.0	-7664105.0	-7660225.0	-10.1828245	-1.09634556	20.9096128	1713917181.4353302	6	119.00000000000001	24-04-24 02:06:21.435388
2.401	0.011	250	250	-6026085.0	-6036431.0	-6041873.0	-6039970.0	-7221514.0	-7213461.0	-7212610.0	-7208930.0	-9.58306285	-1.03176978	20.7796737	1713917189.2599978	6	119.00000000000001	24-04-24 02:06:29.260171
3.001	0.015	250	250	-5649463.0	-5659063.0	-5664177.0	-5662462.0	-6769934.0	-6762359.0	-6761586.0	-6758076.0	-8.98427859	-0.967237285	20.7395229	1713917197.0869684	6	119.00000000000001	24-04-24 02:06:37.087025
3.6	0.018	250	250	-5272987.0	-5281812.0	-5286622.0	-5285109.0	-6318639.0	-6311445.0	-6310762.0	-6307457.0	-8.38566043	-0.90277291	20.6599879	1713917205.1748984	6	119.00000000000001	24-04-24 02:06:45.174953
4.2	0.021	250	250	-4896139.0	-4904233.0	-4908689.0	-4907361.0	-5867021.0	-5860290.0	-5859663.0	-5856554.0	-7.78647707	-0.838264173	20.6430268	1713917212.9962518	6	119.00000000000001	24-04-24 02:06:52.996310
4.8	0.024	250	250	-4519505.0	-4526879.0	-4530995.0	-4529871.0	-5415793.0	-5409457.0	-5408947.0	-5405960.0	-7.18772248	-0.773800442	20.6136084	1713917221.1351774	6	119.00000000000001	24-04-24 02:07:01.135236
5.4	0.027	250	250	-4142481.0	-4149117.0	-4152897.0	-4151953.0	-4964008.0	-4958135.0	-4957671.0	-4954931.0	-6.58819444	-0.709258664	20.6277906	1713917228.9449632	6	119.00000000000001	24-04-24 02:07:08.945023
6.0	0.03	250	250	-3765879.0	-3771761.0	-3775227.0	-3774471.0	-4512747.0	-4507308.0	-4506923.0	-4504377.0	-5.98945429	-0.644798845	20.6885438	1713917236.975586	6	119.00000000000001	24-04-24 02:07:16.975640
