# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.089	0.0	250	250	-7444901.0	-7458106.0	-7464926.0	-7462483.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8925487	9.9e+37	27.9728089	6	2.0	19-03-24 14:44:29.162993
0.601	0.002	250	250	-7155026.0	-7167653.0	-7174204.0	-7171650.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3792508	9.9e+37	27.1074957	6	2.0	19-03-24 14:44:37.410408
1.201	0.005	250	250	-6779811.0	-6791680.0	-6797925.0	-6795538.0	-8123974.0	-8114600.0	-8113736.0	-8110175.0	-10.7823167	-1.16065291	25.7877062	6	2.0	19-03-24 14:44:45.482577
1.801	0.008	250	250	-6403756.0	-6414882.0	-6420786.0	-6418629.0	-7673513.0	-7664666.0	-7663923.0	-7660521.0	-10.1842915	-1.09627227	25.406952	6	2.0	19-03-24 14:44:53.735932
2.402	0.011	250	250	-6026491.0	-6036875.0	-6042426.0	-6040490.0	-7221397.0	-7213005.0	-7212334.0	-7209027.0	-9.58436633	-1.0316605	24.5858721	6	2.0	19-03-24 14:45:02.240400
3.001	0.014	250	250	-5649861.0	-5659496.0	-5664701.0	-5662939.0	-6769905.0	-6761978.0	-6761327.0	-6758184.0	-8.98543663	-0.967181005	23.9380391	6	2.0	19-03-24 14:45:10.169409
3.602	0.017	250	250	-5273319.0	-5282199.0	-5287086.0	-5285543.0	-6318982.0	-6311475.0	-6310892.0	-6307934.0	-8.38669058	-0.90274226	23.7609422	6	2.0	19-03-24 14:45:18.495430
4.202	0.02	250	250	-4896412.0	-4904554.0	-4909076.0	-4907721.0	-5867137.0	-5860111.0	-5859596.0	-5856816.0	-7.78729563	-0.838187944	23.1158738	6	2.0	19-03-24 14:45:26.710335
4.801	0.023	250	250	-4519811.0	-4527192.0	-4531413.0	-4530234.0	-5415776.0	-5409244.0	-5408797.0	-5406127.0	-7.18848317	-0.773728599	22.8495527	6	2.0	19-03-24 14:45:36.415697
5.402	0.026	250	250	-4142657.0	-4149305.0	-4153159.0	-4152196.0	-4964038.0	-4957909.0	-4957489.0	-4955055.0	-6.5888384	-0.709202063	21.9252618	6	2.0	19-03-24 14:45:44.633339
6.001	0.03	250	250	-3766058.0	-3771925.0	-3775476.0	-3774730.0	-4512927.0	-4507249.0	-4506935.0	-4504595.0	-5.98997819	-0.644726805	21.5222272	6	2.0	19-03-24 14:45:52.620621
6.601	0.033	250	250	-3388937.0	-3394103.0	-3397288.0	-3396733.0	-4061157.0	-4055942.0	-4055612.0	-4053553.0	-5.39035914	-0.580194946	21.0118654	6	2.0	19-03-24 14:46:00.548504
7.2	0.036	250	250	-3012364.0	-3016781.0	-3019637.0	-3019268.0	-3610132.0	-3605389.0	-3605155.0	-3603232.0	-4.79157217	-0.515768151	20.4008934	6	2.0	19-03-24 14:46:08.901970
7.802	0.039	250	250	-2634981.0	-2638639.0	-2641175.0	-2640999.0	-3158219.0	-3153918.0	-3153799.0	-3151985.0	-4.19154074	-0.45121428	20.5905641	6	2.0	19-03-24 14:46:16.886087
8.401	0.042	250	250	-2258438.0	-2261341.0	-2263555.0	-2263567.0	-2707190.0	-2703286.0	-2703233.0	-2701558.0	-3.59288209	-0.38679897	21.1184349	6	2.0	19-03-24 14:46:25.097080
