# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.137	0.0	250	250	-7422282.0	-7435982.0	-7443140.0	-7441338.0	-7439714.0	-7434253.0	-7433564.0	-7431169.0	-11.8686942	23.5461887	6	19.0	11-03-24 20:27:29.097047
0.601	0.002	250	250	-7160021.0	-7172555.0	-7178977.0	-7176606.0	-7179117.0	-7173567.0	-7172509.0	-7169751.0	-11.386046	23.6051663	6	19.0	11-03-24 20:27:36.563542
1.201	0.005	250	250	-6785180.0	-6796962.0	-6803104.0	-6800870.0	-6803255.0	-6797940.0	-6796960.0	-6794332.0	-10.7895792	23.727107	6	19.0	11-03-24 20:27:43.828835
1.8	0.008	250	250	-6409016.0	-6420056.0	-6425850.0	-6423829.0	-6426107.0	-6421054.0	-6420109.0	-6417626.0	-10.1914684	23.832161	6	19.0	11-03-24 20:27:51.418148
2.401	0.012	250	250	-6031560.0	-6041837.0	-6047324.0	-6045488.0	-6047673.0	-6042824.0	-6041990.0	-6039621.0	-9.59133346	23.7986869	6	19.0	11-03-24 20:27:58.982782
3.001	0.015	250	250	-5654659.0	-5664219.0	-5669352.0	-5667723.0	-5669782.0	-5665167.0	-5664421.0	-5662146.0	-8.99206027	23.8604291	6	19.0	11-03-24 20:28:06.462258
3.601	0.018	250	250	-5277866.0	-5286679.0	-5291509.0	-5290042.0	-5292007.0	-5287645.0	-5286955.0	-5284812.0	-8.39295634	23.9083485	6	19.0	11-03-24 20:28:13.725380
4.201	0.021	250	250	-4900655.0	-4908736.0	-4913236.0	-4911967.0	-4913859.0	-4909718.0	-4909125.0	-4907066.0	-7.79330614	23.9553463	6	19.0	11-03-24 20:28:20.900559
4.8	0.024	250	250	-4523832.0	-4531145.0	-4535336.0	-4534235.0	-4536046.0	-4532137.0	-4531612.0	-4529683.0	-7.19418571	23.9415235	6	19.0	11-03-24 20:28:28.309555
5.4	0.027	250	250	-4146484.0	-4153078.0	-4156923.0	-4156016.0	-4157721.0	-4154031.0	-4153583.0	-4151760.0	-6.59423865	23.9608755	6	19.0	11-03-24 20:28:35.763682
6.0	0.03	250	250	-3769598.0	-3775453.0	-3778976.0	-3778232.0	-3779835.0	-3776391.0	-3776027.0	-3774333.0	-5.99505355	23.9473518	6	19.0	11-03-24 20:28:43.315744
6.6	0.033	250	250	-3392193.0	-3397319.0	-3400508.0	-3399958.0	-3401470.0	-3398258.0	-3397965.0	-3396383.0	-5.39505944	23.8005299	6	19.0	11-03-24 20:28:50.490136
7.2	0.036	250	250	-3015402.0	-3019778.0	-3022648.0	-3022272.0	-3023698.0	-3020703.0	-3020493.0	-3019039.0	-4.79602185	23.7212787	6	19.0	11-03-24 20:28:58.065380
7.8	0.039	250	250	-2637721.0	-2641358.0	-2643892.0	-2643702.0	-2645038.0	-2642282.0	-2642159.0	-2640809.0	-4.19547995	23.6976181	6	19.0	11-03-24 20:29:05.443718
8.4	0.042	250	250	-2260872.0	-2263770.0	-2265982.0	-2265980.0	-2267220.0	-2264708.0	-2264671.0	-2263415.0	-3.59643888	23.5655407	6	19.0	11-03-24 20:29:12.608833
8.999	0.045	250	250	-1884143.0	-1886295.0	-1888176.0	-1888366.0	-1889514.0	-1887228.0	-1887259.0	-1886141.0	-2.99746665	23.5636977	6	19.0	11-03-24 20:29:20.080750
9.599	0.048	250	250	-1507053.0	-1508463.0	-1510028.0	-1510399.0	-1511457.0	-1509392.0	-1509514.0	-1508496.0	-2.39795492	23.5130137	6	19.0	11-03-24 20:29:27.286908
10.2	0.051	250	250	-1129607.0	-1130275.0	-1131516.0	-1132072.0	-1133038.0	-1131205.0	-1131407.0	-1130501.0	-1.79791716	23.4724666	6	19.0	11-03-24 20:29:34.519422
10.801	0.055	250	250	-752082.2	-752020.0	-752923.2	-753667.4	-754531.4	-752936.2	-753212.7	-752417.5	-1.1976645	23.4641728	6	19.0	11-03-24 20:29:41.791235
11.4	0.058	250	250	-375177.7	-374370.0	-374949.9	-375886.3	-376651.9	-375285.8	-375651.0	-374958.8	-0.598431943	23.4991908	6	19.0	11-03-24 20:29:49.467995
