# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	18944444.444444444	0.0002630267991895384	0.1	0	10-04-24 20:01:03.620741
0	0	2.0	18944444.444444444	0.0005248074602497728	0.1	0	10-04-24 20:01:10.118402
0	0	3.0	18944444.444444444	0.0007943282347242822	0.1	0	10-04-24 20:01:16.616003
0	0	4.0	18944444.444444444	0.0010471285480509	0.1	0	10-04-24 20:01:23.113751
0	0	5.0	18944444.444444444	0.0013182567385564082	0.1	0	10-04-24 20:01:29.611310
0	0	6.0	18944444.444444444	0.001584893192461115	0.1	0	10-04-24 20:01:36.109215
0	0	7.0	18944444.444444444	0.0019054607179632493	0.1	0	10-04-24 20:01:42.607141
0	0	8.0	18944444.444444444	0.0021877616239495542	0.1	0	10-04-24 20:01:49.104426
0	0	9.0	18944444.444444444	0.002511886431509582	0.1	0	10-04-24 20:01:55.602096
0	0	10.0	18944444.444444444	0.0027542287033381677	0.1	0	10-04-24 20:02:02.100275
0	0	11.0	18944444.444444444	0.003019951720402019	0.1	0	10-04-24 20:02:08.597493
0	0	12.0	18944444.444444444	0.003311311214825913	0.1	0	10-04-24 20:02:15.095458
0	0	13.0	18944444.444444444	0.003630780547701015	0.1	0	10-04-24 20:02:21.593118
0	0	14.0	18944444.444444444	0.003981071705534975	0.1	0	10-04-24 20:02:28.090681
0	0	15.0	18944444.444444444	0.004168693834703358	0.1	0	10-04-24 20:02:34.588385
