# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.094	0.0	250	250	-7445584.0	-7459043.0	-7466093.0	-7463391.0	-7444256.0	-7438055.0	-7436968.0	-7434302.0	-11.8964	33.4984175	6.0	3.0	14-12-23 13:23:56.801091
0.5	0.002	250	250	-7225002.0	-7237884.0	-7244741.0	-7241842.0	-7246767.0	-7240831.0	-7239743.0	-7237117.0	-11.4885617	33.3606153	6.0	3.0	14-12-23 13:24:03.963859
1.0	0.004	250	250	-6913098.0	-6925355.0	-6931892.0	-6929182.0	-6933898.0	-6928156.0	-6927178.0	-6924624.0	-10.9923047	33.4711376	6.0	3.0	14-12-23 13:24:11.542154
1.499	0.007	250	250	-6599849.0	-6611467.0	-6617735.0	-6615218.0	-6619745.0	-6614201.0	-6613251.0	-6610831.0	-10.4942674	33.4693081	6.0	3.0	14-12-23 13:24:18.716098
2.0	0.009	250	250	-6285385.0	-6296385.0	-6302356.0	-6300008.0	-6304370.0	-6299021.0	-6298172.0	-6295817.0	-9.99430758	33.4429429	6.0	3.0	14-12-23 13:24:25.891506
2.499	0.012	250	250	-5971382.0	-5981756.0	-5987449.0	-5985269.0	-5989454.0	-5984343.0	-5983551.0	-5981269.0	-9.49514751	33.5040686	6.0	3.0	14-12-23 13:24:33.065301
3.0	0.014	250	250	-5656724.0	-5666465.0	-5671863.0	-5669868.0	-5673875.0	-5668974.0	-5668240.0	-5666048.0	-8.99490571	33.5296816	6.0	3.0	14-12-23 13:24:40.253341
3.499	0.017	250	250	-5342916.0	-5352024.0	-5357154.0	-5355314.0	-5359171.0	-5354449.0	-5353791.0	-5351709.0	-8.49602051	33.5278521	6.0	3.0	14-12-23 13:24:47.699210
4.0	0.02	250	250	-5028384.0	-5036874.0	-5041704.0	-5040049.0	-5043693.0	-5039212.0	-5038605.0	-5036620.0	-7.99597105	33.5216114	6.0	3.0	14-12-23 13:24:54.968740
4.5	0.022	250	250	-4714061.0	-4721899.0	-4726459.0	-4724966.0	-4728412.0	-4724134.0	-4723596.0	-4721711.0	-7.49621411	33.5964584	6.0	3.0	14-12-23 13:25:02.131485
5.0	0.025	250	250	-4399546.0	-4406772.0	-4411034.0	-4409723.0	-4412975.0	-4408876.0	-4408440.0	-4406657.0	-6.99622124	33.6110944	6.0	3.0	14-12-23 13:25:09.373829
5.5	0.027	250	250	-4085283.0	-4091854.0	-4095837.0	-4094714.0	-4097788.0	-4093907.0	-4093519.0	-4091827.0	-6.49658885	33.6584988	6.0	3.0	14-12-23 13:25:16.553294
5.999	0.03	250	250	-3771289.0	-3777229.0	-3780923.0	-3779958.0	-3782854.0	-3779181.0	-3778863.0	-3777247.0	-5.99738272	33.7078953	6.0	3.0	14-12-23 13:25:23.778827
6.499	0.032	250	250	-3456948.0	-3462269.0	-3465689.0	-3464896.0	-3467609.0	-3464148.0	-3463885.0	-3462364.0	-5.49770876	33.6632351	6.0	3.0	14-12-23 13:25:30.948064
6.999	0.035	250	250	-3142774.0	-3147463.0	-3150593.0	-3149979.0	-3152526.0	-3149266.0	-3149077.0	-3147634.0	-4.99819205	33.7490591	6.0	3.0	14-12-23 13:25:38.356712
7.499	0.037	250	250	-2827868.0	-2831947.0	-2834783.0	-2834343.0	-2836714.0	-2833673.0	-2833542.0	-2832194.0	-4.4976863	33.7700983	6.0	3.0	14-12-23 13:25:45.516507
7.999	0.04	250	250	-2513892.0	-2517341.0	-2519896.0	-2519625.0	-2521785.0	-2518954.0	-2518894.0	-2517632.0	-3.99847768	33.7700983	6.0	3.0	14-12-23 13:25:52.719967
8.499	0.043	250	250	-2199480.0	-2202301.0	-2204575.0	-2204477.0	-2206462.0	-2203842.0	-2203834.0	-2202656.0	-3.49863075	33.8048589	6.0	3.0	14-12-23 13:25:59.893966
8.999	0.045	250	250	-1885506.0	-1887689.0	-1889684.0	-1889751.0	-1891554.0	-1889144.0	-1889193.0	-1888105.0	-2.99944466	33.8231539	6.0	3.0	14-12-23 13:26:07.121990
9.499	0.048	250	250	-1570785.0	-1572338.0	-1574046.0	-1574293.0	-1575914.0	-1573699.0	-1573829.0	-1572835.0	-2.49920236	33.7830674	6.0	3.0	14-12-23 13:26:14.284764
9.999	0.05	250	250	-1256273.0	-1257203.0	-1258620.0	-1259045.0	-1260477.0	-1258489.0	-1258672.0	-1257764.0	-1.99912778	33.8368751	6.0	3.0	14-12-23 13:26:21.459436
10.5	0.053	250	250	-941874.0	-942188.3	-943314.4	-943922.0	-945163.5	-943386.2	-943638.7	-942822.5	-1.49940458	33.8542554	6.0	3.0	14-12-23 13:26:28.737116
10.999	0.055	250	250	-627498.2	-627183.6	-628032.3	-628811.8	-629869.8	-628301.1	-628617.1	-627885.7	-0.999564886	33.8816979	6.0	3.0	14-12-23 13:26:35.971752
11.499	0.058	250	250	-313435.9	-312489.8	-313048.9	-314002.3	-314881.6	-313522.3	-313902.6	-313254.4	-0.500275863	33.8954192	6.0	3.0	14-12-23 13:26:43.167961
11.999	0.06	250	250	1000.38	2563.76	2287.208	1164.94	465.68	1612.568	1160.108	1723.42	-0.000392847621	34.0141741	6.0	3.0	14-12-23 13:26:50.324136
12.499	0.063	250	250	314957.0	317143.7	317150.5	315864.9	315342.6	316274.1	315765.4	316240.1	0.498694966	33.9338387	6.0	3.0	14-12-23 13:26:57.486981
12.999	0.066	250	250	629517.8	632331.1	632629.5	631165.1	630836.3	631556.2	630982.3	631362.4	0.998811714	33.9164584	6.0	3.0	14-12-23 13:27:04.662478
13.498	0.068	250	250	943378.8	946806.6	947396.8	945759.6	945613.0	946127.2	945484.1	945778.7	1.49780384	34.0178331	6.0	3.0	14-12-23 13:27:11.841711
13.999	0.071	250	250	1258052.0	1262104.0	1262970.0	1261163.0	1261204.0	1261500.0	1260794.0	1261000.0	1.99798683	33.9658549	6.0	3.0	14-12-23 13:27:19.223769
14.499	0.073	250	250	1572140.0	1576814.0	1577971.0	1575989.0	1576213.0	1576306.0	1575536.0	1575642.0	2.49735234	34.0379576	6.0	3.0	14-12-23 13:27:26.451253
14.998	0.076	250	250	1886126.0	1891427.0	1892884.0	1890717.0	1891127.0	1891015.0	1890186.0	1890199.0	2.99650801	34.0992459	6.0	3.0	14-12-23 13:27:33.657557
15.499	0.078	250	250	2201123.0	2207049.0	2208788.0	2206451.0	2207044.0	2206714.0	2205827.0	2205757.0	3.49721475	34.1074787	6.0	3.0	14-12-23 13:27:40.819592
15.998	0.081	250	250	2514940.0	2521486.0	2523499.0	2520992.0	2521773.0	2521248.0	2520282.0	2520127.0	3.99614779	34.1312622	6.0	3.0	14-12-23 13:27:47.993444
16.499	0.084	250	250	2829913.0	2837077.0	2839400.0	2836690.0	2837662.0	2836916.0	2835891.0	2835636.0	4.49692424	34.1523014	6.0	3.0	14-12-23 13:27:55.392685
16.999	0.086	250	250	3143745.0	3151535.0	3154129.0	3151262.0	3152413.0	3151459.0	3150360.0	3150037.0	4.99567504	34.1614489	6.0	3.0	14-12-23 13:28:02.548262
17.499	0.089	250	250	3458298.0	3466708.0	3469592.0	3466551.0	3467881.0	3466696.0	3465544.0	3465131.0	5.49564421	34.1751702	6.0	3.0	14-12-23 13:28:09.828689
17.999	0.091	250	250	3772631.0	3781661.0	3784844.0	3781617.0	3783132.0	3781758.0	3780521.0	3780025.0	5.99541602	34.1989537	6.0	3.0	14-12-23 13:28:17.029218
18.499	0.094	250	250	4086901.0	4096561.0	4100038.0	4096637.0	4098333.0	4096758.0	4095460.0	4094885.0	6.49503083	34.1515493	6.0	3.0	14-12-23 13:28:24.217499
18.999	0.097	250	250	4401459.0	4411754.0	4415496.0	4411922.0	4413790.0	4412006.0	4410637.0	4409970.0	6.9949845	34.2154192	6.0	3.0	14-12-23 13:28:31.558819
19.499	0.099	250	250	4715366.0	4726289.0	4730306.0	4726552.0	4728619.0	4726623.0	4725186.0	4724405.0	7.49398913	34.3049022	6.0	3.0	14-12-23 13:28:38.725098
19.999	0.102	250	250	5029683.0	5041241.0	5045572.0	5041632.0	5043878.0	5041702.0	5040177.0	5039298.0	7.99370999	34.2911809	6.0	3.0	14-12-23 13:28:45.897920
20.499	0.104	250	250	5343661.0	5355843.0	5360451.0	5356339.0	5358800.0	5356361.0	5354804.0	5353888.0	8.49279886	34.3167939	6.0	3.0	14-12-23 13:28:53.060987
20.999	0.107	250	250	5658006.0	5670820.0	5675721.0	5671443.0	5674057.0	5671406.0	5669821.0	5668795.0	8.99251997	34.3497249	6.0	3.0	14-12-23 13:29:00.264319
21.499	0.11	250	250	5971891.0	5985299.0	5990505.0	5986073.0	5988892.0	5986024.0	5984369.0	5983246.0	9.49155218	34.3890592	6.0	3.0	14-12-23 13:29:07.435721
21.999	0.112	250	250	6285889.0	6299959.0	6305437.0	6300807.0	6303817.0	6300747.0	6299017.0	6297801.0	9.99068528	34.3425695	6.0	3.0	14-12-23 13:29:14.607569
22.498	0.115	250	250	6599343.0	6614012.0	6619772.0	6614990.0	6618167.0	6614877.0	6613103.0	6611787.0	10.4888724	34.4703094	6.0	3.0	14-12-23 13:29:22.005972
22.999	0.117	250	250	6873548.0	7483247.0	6894792.0	7484793.0	7484082.0	6894635.0	7478037.0	7476484.0	11.0000051	34.3963772	6.0	3.0	14-12-23 13:29:29.166019
23.498	0.12	250	250	6872671.0	7484387.0	6894352.0	7485925.0	7485376.0	6893594.0	7479358.0	7477855.0	11.4852452	34.3927182	6.0	3.0	14-12-23 13:29:36.433885
23.999	0.123	250	250	6864704.0	7484524.0	6886438.0	7486041.0	7485443.0	6885702.0	7479421.0	7477923.0	11.9664372	34.3881444	6.0	3.0	14-12-23 13:29:43.605014
