# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.093	0.0	250	250	-7437361.0	-7450976.0	-7458064.0	-7456125.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.875025	9.9e+37	21.7895323	1711454807.4605982	6	17.0	26-03-24 13:06:47.460660
0.6	0.002	250	250	-7153895.0	-7166447.0	-7172756.0	-7170469.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3765889	9.9e+37	21.8190212	1711454815.254098	6	17.0	26-03-24 13:06:55.254153
1.2	0.005	250	250	-6778946.0	-6790720.0	-6796751.0	-6794629.0	-8125741.0	-8116859.0	-8115925.0	-8111735.0	-10.7801388	-1.16094404	21.7757094	1711454823.2902734	6	17.0	26-03-24 13:07:03.290326
1.8	0.008	250	250	-6402999.0	-6414030.0	-6419701.0	-6417802.0	-7674945.0	-7666467.0	-7665616.0	-7661602.0	-10.1822876	-1.09648174	21.760965	1711454831.162962	6	17.0	26-03-24 13:07:11.163017
2.401	0.011	250	250	-6025764.0	-6036095.0	-6041454.0	-6039687.0	-7222353.0	-7214342.0	-7213540.0	-7209734.0	-9.58254356	-1.03186908	21.7778517	1711454839.030114	6	17.0	26-03-24 13:07:19.030168
3.001	0.014	250	250	-5649246.0	-5658836.0	-5663880.0	-5662296.0	-6771221.0	-6763652.0	-6762910.0	-6759305.0	-8.98380094	-0.967405591	21.6282652	1711454847.0604656	6	17.0	26-03-24 13:07:27.060519
3.6	0.018	250	250	-5272661.0	-5281503.0	-5286243.0	-5284817.0	-6319953.0	-6312789.0	-6312119.0	-6308743.0	-8.38514323	-0.902936062	21.6319513	1711454854.8888838	6	17.0	26-03-24 13:07:34.888931
4.2	0.021	250	250	-4895807.0	-4903918.0	-4908324.0	-4907068.0	-5868368.0	-5861645.0	-5861047.0	-5857864.0	-7.78594282	-0.838424993	21.6571317	1711454862.6883388	6	17.0	26-03-24 13:07:42.688394
4.8	0.024	250	250	-4519260.0	-4526625.0	-4530663.0	-4529640.0	-5417178.0	-5410869.0	-5410358.0	-5407364.0	-7.18724085	-0.773954223	21.4998739	1711454870.535614	6	17.0	26-03-24 13:07:50.535666
5.4	0.027	250	250	-4142203.0	-4148822.0	-4152589.0	-4151708.0	-4965268.0	-4959390.0	-4958938.0	-4956172.0	-6.58775458	-0.709397141	21.5545431	1711454878.5504735	6	17.0	26-03-24 13:07:58.550531
6.0	0.03	250	250	-3765610.0	-3771483.0	-3774922.0	-3774228.0	-4513935.0	-4508505.0	-4508135.0	-4505540.0	-5.98893518	-0.644930762	21.5499355	1711454886.3786514	6	17.0	26-03-24 13:08:06.378706
6.6	0.033	250	250	-3388461.0	-3393590.0	-3396712.0	-3396196.0	-4061944.0	-4056950.0	-4056657.0	-4054242.0	-5.38936162	-0.580368818	21.5342695	1711454894.2044835	6	17.0	26-03-24 13:08:14.204537
7.2	0.036	250	250	-3011967.0	-3016353.0	-3019173.0	-3018833.0	-3610724.0	-3606139.0	-3605921.0	-3603741.0	-4.79074781	-0.515887232	21.5416417	1711454902.2903423	6	17.0	26-03-24 13:08:22.290394
7.8	0.039	250	250	-2634572.0	-2638219.0	-2640698.0	-2640556.0	-3158429.0	-3154281.0	-3154117.0	-3152143.0	-4.19071655	-0.451284728	21.6589748	1711454910.300174	6	17.0	26-03-24 13:08:30.300225
8.4	0.042	250	250	-2258098.0	-2261005.0	-2263158.0	-2263199.0	-2707252.0	-2703539.0	-2703461.0	-2701648.0	-3.59216415	-0.386837991	21.6903067	1711454918.112422	6	17.0	26-03-24 13:08:38.112476
8.999	0.045	250	250	-1881678.0	-1883830.0	-1885676.0	-1885891.0	-2256113.0	-2252815.0	-2252814.0	-2251220.0	-2.99367237	-0.322390294	21.7520489	1711454926.182753	6	17.0	26-03-24 13:08:46.182773
9.599	0.048	250	250	-1504793.0	-1506201.0	-1507730.0	-1508123.0	-1804493.0	-1801629.0	-1801678.0	-1800293.0	-2.39446776	-0.257860854	21.7029089	1711454934.2241862	6	17.0	26-03-24 13:08:54.224236
10.199	0.051	250	250	-1127696.0	-1128364.0	-1129579.0	-1130156.0	-1352555.0	-1350100.0	-1350257.0	-1349052.0	-1.79491925	-0.193309993	21.7677149	1711454942.248869	6	17.0	26-03-24 13:09:02.248921
10.8	0.054	250	250	-750489.0	-750416.6	-751308.9	-752069.6	-900473.2	-898451.2	-898698.0	-897688.4	-1.19522592	-0.128728729	21.7161094	1711454950.261278	6	17.0	26-03-24 13:09:10.261335
11.4	0.058	250	250	-373804.4	-372990.0	-373570.1	-374513.0	-449001.6	-447412.4	-447723.8	-446925.9	-0.596290519	-0.0642323585	21.6276429	1711454958.2841966	6	17.0	26-03-24 13:09:18.284257
12.0	0.061	250	250	3076.616	4632.912	4370.648	3264.572	2716.944	3876.308	3483.592	4098.316	0.00298683198	0.000315366325	21.5047807	1711454966.1155527	6	17.0	26-03-24 13:09:26.115612
12.599	0.064	250	250	379844.6	382130.5	382189.7	380911.5	454302.3	455027.9	454568.8	454953.7	0.601922762	0.0648099056	21.4236864	1711454974.143866	6	17.0	26-03-24 13:09:34.143928
13.2	0.067	250	250	756869.2	759892.1	760277.8	758821.1	906231.3	906524.7	905972.6	906198.2	1.20140927	0.129368333	21.3849823	1711454982.183646	6	17.0	26-03-24 13:09:42.183706
13.799	0.07	250	250	1133291.0	1137058.0	1137741.0	1136123.0	1357439.0	1357303.0	1356681.0	1356698.0	1.79987488	0.193836552	21.4304362	1711454989.9819949	6	17.0	26-03-24 13:09:49.982049
14.399	0.073	250	250	1510144.0	1514645.0	1515659.0	1513859.0	1809178.0	1808610.0	1807918.0	1807713.0	2.39899857	0.258367323	21.3610226	1711454998.0509672	6	17.0	26-03-24 13:09:58.051021
14.999	0.076	250	250	1886731.0	1891975.0	1893310.0	1891318.0	2260628.0	2259657.0	2258879.0	2258484.0	2.99777675	0.322856441	21.4052558	1711455005.9023705	6	17.0	26-03-24 13:10:05.902428
15.599	0.079	250	250	2264051.0	2270044.0	2271698.0	2269528.0	2712923.0	2711518.0	2710651.0	2710076.0	3.59758285	0.387458818	21.5069229	1711455013.705582	6	17.0	26-03-24 13:10:13.705637
16.2	0.082	250	250	2640884.0	2647621.0	2649593.0	2647244.0	3164696.0	3162834.0	3161896.0	3161123.0	4.19676248	0.45199795	21.5566853	1711455021.7847488	6	17.0	26-03-24 13:10:21.784804
16.8	0.085	250	250	3017380.0	3024859.0	3027152.0	3024620.0	3615968.0	3613678.0	3612665.0	3611672.0	4.79533151	0.516454072	21.5318041	1711455029.8643997	6	17.0	26-03-24 13:10:29.864455
17.4	0.088	250	250	3394218.0	3402443.0	3405052.0	3402346.0	4067710.0	4065025.0	4063925.0	4062763.0	5.39446333	0.580994912	21.473748	1711455037.7101288	6	17.0	26-03-24 13:10:37.710181
18.0	0.092	250	250	3771059.0	3780020.0	3782914.0	3780047.0	4519408.0	4516318.0	4515138.0	4513786.0	5.99361256	0.645526273	21.3815953	1711455045.7384114	6	17.0	26-03-24 13:10:45.738468
18.6	0.095	250	250	4147814.0	4157527.0	4160752.0	4157719.0	4971040.0	4967479.0	4966227.0	4964689.0	6.59257609	0.710041785	21.3281468	1711455053.758535	6	17.0	26-03-24 13:10:53.758593
19.199	0.098	250	250	4524226.0	4534661.0	4538224.0	4535022.0	5422188.0	5418199.0	5416869.0	5415142.0	7.1910436	0.774482732	21.2875997	1711455061.7867894	6	17.0	26-03-24 13:11:01.786844
19.8	0.101	250	250	4901362.0	4912550.0	4916445.0	4913031.0	5874269.0	5869922.0	5868471.0	5866540.0	7.79061305	0.839069996	21.2535032	1711455069.8534992	6	17.0	26-03-24 13:11:09.853555
