# 
ch2a	ch2a avglen	Delay	a	
8265.288	250.0	0.0	0	13-12-23 16:17:58.594014
8254.692	250.0	0.0	0	13-12-23 16:17:58.617930
8245.288	250.0	0.0	0	13-12-23 16:17:58.640025
8244.412	250.0	0.0	0	13-12-23 16:17:58.662842
8253.672	250.0	0.0	0	13-12-23 16:17:58.688251
8254.42	250.0	0.0	0	13-12-23 16:17:58.710371
8250.456	250.0	0.0	0	13-12-23 16:17:58.735615
8257.348	250.0	0.0	0	13-12-23 16:17:58.759479
8267.204	250.0	0.0	0	13-12-23 16:17:58.783994
8282.156	250.0	0.0	0	13-12-23 16:17:58.806752
8289.816	250.0	0.0	0	13-12-23 16:17:58.830580
8298.532	250.0	0.0	0	13-12-23 16:17:58.857094
8310.308	250.0	0.0	0	13-12-23 16:17:58.879773
8321.828	250.0	0.0	0	13-12-23 16:17:58.904766
8331.32	250.0	0.0	0	13-12-23 16:17:58.929604
8350.404	250.0	0.0	0	13-12-23 16:17:58.955285
8376.9	250.0	0.0	0	13-12-23 16:17:58.977711
8400.892	250.0	0.0	0	13-12-23 16:17:59.003461
8423.884	250.0	0.0	0	13-12-23 16:17:59.025837
8450.604	250.0	0.0	0	13-12-23 16:17:59.051302
8491.104	250.0	0.0	0	13-12-23 16:17:59.076098
8542.496	250.0	0.0	0	13-12-23 16:17:59.102817
8579.104	250.0	0.0	0	13-12-23 16:17:59.125055
8582.452	250.0	0.0	0	13-12-23 16:17:59.149768
8590.808	250.0	0.0	0	13-12-23 16:17:59.174725
8633.704	250.0	0.0	0	13-12-23 16:17:59.199373
8670.028	250.0	0.0	0	13-12-23 16:17:59.221637
8670.936	250.0	0.0	0	13-12-23 16:17:59.243893
8678.012	250.0	0.0	0	13-12-23 16:17:59.267754
8680.928	250.0	0.0	0	13-12-23 16:17:59.291494
8683.98	250.0	0.0	0	13-12-23 16:17:59.320002
8686.28	250.0	0.0	0	13-12-23 16:17:59.342375
8681.788	250.0	0.0	0	13-12-23 16:17:59.367367
8685.148	250.0	0.0	0	13-12-23 16:17:59.391184
8675.38	250.0	0.0	0	13-12-23 16:17:59.417288
8667.168	250.0	0.0	0	13-12-23 16:17:59.439646
8667.292	250.0	0.0	0	13-12-23 16:17:59.462031
8665.164	250.0	0.0	0	13-12-23 16:17:59.485794
8661.292	250.0	0.0	0	13-12-23 16:17:59.509147
8663.96	250.0	0.0	0	13-12-23 16:17:59.535523
8668.736	250.0	0.0	0	13-12-23 16:17:59.558142
8673.84	250.0	0.0	0	13-12-23 16:17:59.580093
8685.056	250.0	0.0	0	13-12-23 16:17:59.604270
8690.476	250.0	0.0	0	13-12-23 16:17:59.626401
8703.012	250.0	0.0	0	13-12-23 16:17:59.651469
8722.708	250.0	0.0	0	13-12-23 16:17:59.673643
8745.324	250.0	0.0	0	13-12-23 16:17:59.695662
8782.848	250.0	0.0	0	13-12-23 16:17:59.718351
8806.176	250.0	0.0	0	13-12-23 16:17:59.740723
8814.984	250.0	0.0	0	13-12-23 16:17:59.763836
8824.708	250.0	0.0	0	13-12-23 16:17:59.786493
8826.852	250.0	0.0	0	13-12-23 16:17:59.808943
8839.212	250.0	0.0	0	13-12-23 16:17:59.831386
8850.788	250.0	0.0	0	13-12-23 16:17:59.856864
8857.156	250.0	0.0	0	13-12-23 16:17:59.879293
8867.304	250.0	0.0	0	13-12-23 16:17:59.902163
8881.324	250.0	0.0	0	13-12-23 16:17:59.928916
8886.68	250.0	0.0	0	13-12-23 16:17:59.951356
8881.844	250.0	0.0	0	13-12-23 16:17:59.973655
8877.284	250.0	0.0	0	13-12-23 16:17:59.995841
8884.372	250.0	0.0	0	13-12-23 16:18:00.018783
8895.304	250.0	0.0	0	13-12-23 16:18:00.040919
8903.496	250.0	0.0	0	13-12-23 16:18:00.063538
8915.328	250.0	0.0	0	13-12-23 16:18:00.085807
8902.468	250.0	0.0	0	13-12-23 16:18:00.108376
8904.172	250.0	0.0	0	13-12-23 16:18:00.131275
8927.072	250.0	0.0	0	13-12-23 16:18:00.156429
8939.192	250.0	0.0	0	13-12-23 16:18:00.178579
8936.556	250.0	0.0	0	13-12-23 16:18:00.201180
8934.776	250.0	0.0	0	13-12-23 16:18:00.223425
8940.468	250.0	0.0	0	13-12-23 16:18:00.245878
8920.392	250.0	0.0	0	13-12-23 16:18:00.267847
8907.864	250.0	0.0	0	13-12-23 16:18:00.289912
8910.432	250.0	0.0	0	13-12-23 16:18:00.311697
8909.668	250.0	0.0	0	13-12-23 16:18:00.334170
8906.916	250.0	0.0	0	13-12-23 16:18:00.360466
8898.032	250.0	0.0	0	13-12-23 16:18:00.383539
8884.296	250.0	0.0	0	13-12-23 16:18:00.406170
8874.66	250.0	0.0	0	13-12-23 16:18:00.428474
8861.652	250.0	0.0	0	13-12-23 16:18:00.450962
8849.66	250.0	0.0	0	13-12-23 16:18:00.473002
8839.916	250.0	0.0	0	13-12-23 16:18:00.494793
8826.948	250.0	0.0	0	13-12-23 16:18:00.517257
8804.312	250.0	0.0	0	13-12-23 16:18:00.539747
8785.204	250.0	0.0	0	13-12-23 16:18:00.562151
8766.844	250.0	0.0	0	13-12-23 16:18:00.584274
8754.876	250.0	0.0	0	13-12-23 16:18:00.606686
8744.236	250.0	0.0	0	13-12-23 16:18:00.628458
8738.1	250.0	0.0	0	13-12-23 16:18:00.651138
8725.472	250.0	0.0	0	13-12-23 16:18:00.673304
8711.584	250.0	0.0	0	13-12-23 16:18:00.695940
8692.972	250.0	0.0	0	13-12-23 16:18:00.718505
8694.356	250.0	0.0	0	13-12-23 16:18:00.740850
8704.86	250.0	0.0	0	13-12-23 16:18:00.763546
8723.76	250.0	0.0	0	13-12-23 16:18:00.789540
8735.132	250.0	0.0	0	13-12-23 16:18:00.811729
8741.748	250.0	0.0	0	13-12-23 16:18:00.834244
8756.424	250.0	0.0	0	13-12-23 16:18:00.856772
8769.792	250.0	0.0	0	13-12-23 16:18:00.879049
8775.444	250.0	0.0	0	13-12-23 16:18:00.901731
8778.076	250.0	0.0	0	13-12-23 16:18:00.924668
8771.904	250.0	0.0	0	13-12-23 16:18:00.947231
8780.192	250.0	0.0	0	13-12-23 16:18:00.969836
8784.38	250.0	0.0	0	13-12-23 16:18:00.991940
8794.132	250.0	0.0	0	13-12-23 16:18:01.014310
8782.924	250.0	0.0	0	13-12-23 16:18:01.039493
8787.3	250.0	0.0	0	13-12-23 16:18:01.061975
8783.66	250.0	0.0	0	13-12-23 16:18:01.084536
8792.268	250.0	0.0	0	13-12-23 16:18:01.106621
8803.212	250.0	0.0	0	13-12-23 16:18:01.129337
8811.012	250.0	0.0	0	13-12-23 16:18:01.152054
8822.204	250.0	0.0	0	13-12-23 16:18:01.175259
8826.828	250.0	0.0	0	13-12-23 16:18:01.197937
8827.976	250.0	0.0	0	13-12-23 16:18:01.223323
8829.66	250.0	0.0	0	13-12-23 16:18:01.245766
8851.216	250.0	0.0	0	13-12-23 16:18:01.268410
8861.916	250.0	0.0	0	13-12-23 16:18:01.290790
8863.112	250.0	0.0	0	13-12-23 16:18:01.313316
8864.532	250.0	0.0	0	13-12-23 16:18:01.335607
8846.696	250.0	0.0	0	13-12-23 16:18:01.357379
8837.8	250.0	0.0	0	13-12-23 16:18:01.379450
8832.676	250.0	0.0	0	13-12-23 16:18:01.402115
8833.708	250.0	0.0	0	13-12-23 16:18:01.424418
8825.9	250.0	0.0	0	13-12-23 16:18:01.446981
8819.632	250.0	0.0	0	13-12-23 16:18:01.469545
8812.716	250.0	0.0	0	13-12-23 16:18:01.492368
8803.804	250.0	0.0	0	13-12-23 16:18:01.515130
8794.212	250.0	0.0	0	13-12-23 16:18:01.539410
8791.624	250.0	0.0	0	13-12-23 16:18:01.562693
8790.2	250.0	0.0	0	13-12-23 16:18:01.585706
8797.336	250.0	0.0	0	13-12-23 16:18:01.607916
8808.408	250.0	0.0	0	13-12-23 16:18:01.630012
8817.356	250.0	0.0	0	13-12-23 16:18:01.652663
8812.984	250.0	0.0	0	13-12-23 16:18:01.675195
8797.292	250.0	0.0	0	13-12-23 16:18:01.698013
8785.268	250.0	0.0	0	13-12-23 16:18:01.723571
8774.388	250.0	0.0	0	13-12-23 16:18:01.745773
8754.94	250.0	0.0	0	13-12-23 16:18:01.768113
8744.636	250.0	0.0	0	13-12-23 16:18:01.790194
8743.192	250.0	0.0	0	13-12-23 16:18:01.812503
8741.896	250.0	0.0	0	13-12-23 16:18:01.834704
8737.8	250.0	0.0	0	13-12-23 16:18:01.856412
8733.068	250.0	0.0	0	13-12-23 16:18:01.878131
8740.784	250.0	0.0	0	13-12-23 16:18:01.900589
8746.432	250.0	0.0	0	13-12-23 16:18:01.922782
8755.08	250.0	0.0	0	13-12-23 16:18:01.945251
8755.46	250.0	0.0	0	13-12-23 16:18:01.967391
8750.832	250.0	0.0	0	13-12-23 16:18:01.989551
8734.192	250.0	0.0	0	13-12-23 16:18:02.011269
8722.744	250.0	0.0	0	13-12-23 16:18:02.033517
8721.412	250.0	0.0	0	13-12-23 16:18:02.056801
8722.572	250.0	0.0	0	13-12-23 16:18:02.079724
8702.352	250.0	0.0	0	13-12-23 16:18:02.102262
8700.76	250.0	0.0	0	13-12-23 16:18:02.124868
8685.62	250.0	0.0	0	13-12-23 16:18:02.147771
8662.152	250.0	0.0	0	13-12-23 16:18:02.170451
8652.836	250.0	0.0	0	13-12-23 16:18:02.192596
8662.432	250.0	0.0	0	13-12-23 16:18:02.215480
8672.84	250.0	0.0	0	13-12-23 16:18:02.239895
8673.016	250.0	0.0	0	13-12-23 16:18:02.261602
8662.56	250.0	0.0	0	13-12-23 16:18:02.284054
8659.68	250.0	0.0	0	13-12-23 16:18:02.306949
8652.952	250.0	0.0	0	13-12-23 16:18:02.329193
8664.376	250.0	0.0	0	13-12-23 16:18:02.351743
8675.216	250.0	0.0	0	13-12-23 16:18:02.373950
8671.412	250.0	0.0	0	13-12-23 16:18:02.396610
8659.448	250.0	0.0	0	13-12-23 16:18:02.419627
8654.652	250.0	0.0	0	13-12-23 16:18:02.442285
8647.512	250.0	0.0	0	13-12-23 16:18:02.465023
8650.096	250.0	0.0	0	13-12-23 16:18:02.489862
8658.676	250.0	0.0	0	13-12-23 16:18:02.512506
8667.596	250.0	0.0	0	13-12-23 16:18:02.535052
8662.936	250.0	0.0	0	13-12-23 16:18:02.557364
8664.068	250.0	0.0	0	13-12-23 16:18:02.579862
8658.124	250.0	0.0	0	13-12-23 16:18:02.602770
8644.812	250.0	0.0	0	13-12-23 16:18:02.625005
8627.344	250.0	0.0	0	13-12-23 16:18:02.647807
8631.952	250.0	0.0	0	13-12-23 16:18:02.673141
8632.612	250.0	0.0	0	13-12-23 16:18:02.695695
8638.2	250.0	0.0	0	13-12-23 16:18:02.718531
8649.968	250.0	0.0	0	13-12-23 16:18:02.741151
8670.676	250.0	0.0	0	13-12-23 16:18:02.764145
8680.928	250.0	0.0	0	13-12-23 16:18:02.786315
8708.044	250.0	0.0	0	13-12-23 16:18:02.808604
8731.128	250.0	0.0	0	13-12-23 16:18:02.831024
8755.108	250.0	0.0	0	13-12-23 16:18:02.856044
8774.176	250.0	0.0	0	13-12-23 16:18:02.879017
8783.136	250.0	0.0	0	13-12-23 16:18:02.901654
8789.356	250.0	0.0	0	13-12-23 16:18:02.924203
8796.552	250.0	0.0	0	13-12-23 16:18:02.947324
8807.516	250.0	0.0	0	13-12-23 16:18:02.972891
8818.108	250.0	0.0	0	13-12-23 16:18:02.995016
8840.768	250.0	0.0	0	13-12-23 16:18:03.017540
8855.544	250.0	0.0	0	13-12-23 16:18:03.039671
8849.96	250.0	0.0	0	13-12-23 16:18:03.062171
8850.348	250.0	0.0	0	13-12-23 16:18:03.084750
8855.0	250.0	0.0	0	13-12-23 16:18:03.107430
8827.104	250.0	0.0	0	13-12-23 16:18:03.129752
8821.888	250.0	0.0	0	13-12-23 16:18:03.152608
8821.928	250.0	0.0	0	13-12-23 16:18:03.174866
8825.604	250.0	0.0	0	13-12-23 16:18:03.197347
8807.312	250.0	0.0	0	13-12-23 16:18:03.222578
8772.196	250.0	0.0	0	13-12-23 16:18:03.245316
8773.78	250.0	0.0	0	13-12-23 16:18:03.267889
8783.464	250.0	0.0	0	13-12-23 16:18:03.290580
8786.696	250.0	0.0	0	13-12-23 16:18:03.312970
8794.92	250.0	0.0	0	13-12-23 16:18:03.335583
8788.692	250.0	0.0	0	13-12-23 16:18:03.358345
8778.82	250.0	0.0	0	13-12-23 16:18:03.381047
8776.464	250.0	0.0	0	13-12-23 16:18:03.403619
