# 
A1	f1	A2	f2	Delay	a	
0	10000000.0	1.0	100000.0	0.2	0.0	10-04-24 17:24:42.484995
0	10000000.0	1.0	604040.4040404041	0.2	0.0	10-04-24 17:24:42.708930
0	10000000.0	1.0	1108080.8080808083	0.2	0.0	10-04-24 17:24:42.933952
0	10000000.0	1.0	1612121.2121212122	0.2	0.0	10-04-24 17:24:43.162666
0	10000000.0	1.0	2116161.6161616165	0.2	0.0	10-04-24 17:24:43.389718
0	10000000.0	1.0	2620202.02020202	0.2	0.0	10-04-24 17:24:43.612725
0	10000000.0	1.0	3124242.4242424243	0.2	0.0	10-04-24 17:24:43.834705
0	10000000.0	1.0	3628282.828282828	0.2	0.0	10-04-24 17:24:44.058407
0	10000000.0	1.0	4132323.2323232326	0.2	0.0	10-04-24 17:24:44.280024
0	10000000.0	1.0	4636363.636363637	0.2	0.0	10-04-24 17:24:44.502059
0	10000000.0	1.0	5140404.04040404	0.2	0.0	10-04-24 17:24:44.724647
0	10000000.0	1.0	5644444.444444444	0.2	0.0	10-04-24 17:24:44.947346
0	10000000.0	1.0	6148484.848484849	0.2	0.0	10-04-24 17:24:45.169750
0	10000000.0	1.0	6652525.252525253	0.2	0.0	10-04-24 17:24:45.391576
0	10000000.0	1.0	7156565.656565656	0.2	0.0	10-04-24 17:24:45.614978
0	10000000.0	1.0	7660606.060606061	0.2	0.0	10-04-24 17:24:45.837752
0	10000000.0	1.0	8164646.464646465	0.2	0.0	10-04-24 17:24:46.060776
0	10000000.0	1.0	8668686.868686868	0.2	0.0	10-04-24 17:24:46.282770
0	10000000.0	1.0	9172727.272727273	0.2	0.0	10-04-24 17:24:46.504524
0	10000000.0	1.0	9676767.676767675	0.2	0.0	10-04-24 17:24:46.726455
0	10000000.0	1.0	10180808.08080808	0.2	0.0	10-04-24 17:24:46.949568
0	10000000.0	1.0	10684848.484848484	0.2	0.0	10-04-24 17:24:47.172342
0	10000000.0	1.0	11188888.888888888	0.2	0.0	10-04-24 17:24:47.394320
0	10000000.0	1.0	11692929.292929294	0.2	0.0	10-04-24 17:24:47.617458
0	10000000.0	1.0	12196969.696969697	0.2	0.0	10-04-24 17:24:47.840179
0	10000000.0	1.0	12701010.1010101	0.2	0.0	10-04-24 17:24:48.062864
0	10000000.0	1.0	13205050.505050506	0.2	0.0	10-04-24 17:24:48.285893
0	10000000.0	1.0	13709090.909090908	0.2	0.0	10-04-24 17:24:48.508043
0	10000000.0	1.0	14213131.313131312	0.2	0.0	10-04-24 17:24:48.730209
0	10000000.0	1.0	14717171.717171717	0.2	0.0	10-04-24 17:24:48.952328
0	10000000.0	1.0	15221212.121212121	0.2	0.0	10-04-24 17:24:49.174660
0	10000000.0	1.0	15725252.525252527	0.2	0.0	10-04-24 17:24:49.397778
0	10000000.0	1.0	16229292.92929293	0.2	0.0	10-04-24 17:24:49.620175
0	10000000.0	1.0	16733333.333333332	0.2	0.0	10-04-24 17:24:49.844644
0	10000000.0	1.0	17237373.737373736	0.2	0.0	10-04-24 17:24:50.066345
0	10000000.0	1.0	17741414.141414143	0.2	0.0	10-04-24 17:24:50.289421
