# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	16833333.333333336	0.00047863009232263875	0.1	0	10-04-24 19:57:48.690010
0	0	2.0	16833333.333333336	0.000870963589956081	0.1	0	10-04-24 19:57:55.187583
0	0	3.0	16833333.333333336	0.0013182567385564082	0.1	0	10-04-24 19:58:01.685306
0	0	4.0	16833333.333333336	0.0018197008586099844	0.1	0	10-04-24 19:58:08.183102
0	0	5.0	16833333.333333336	0.0022908676527677737	0.1	0	10-04-24 19:58:14.680982
0	0	6.0	16833333.333333336	0.0027542287033381677	0.1	0	10-04-24 19:58:21.178546
0	0	7.0	16833333.333333336	0.003311311214825913	0.1	0	10-04-24 19:58:27.676029
0	0	8.0	16833333.333333336	0.003630780547701015	0.1	0	10-04-24 19:58:34.173967
0	0	9.0	16833333.333333336	0.004168693834703358	0.1	0	10-04-24 19:58:40.671698
0	0	10.0	16833333.333333336	0.004570881896148752	0.1	0	10-04-24 19:58:47.169496
0	0	11.0	16833333.333333336	0.005011872336272722	0.1	0	10-04-24 19:58:53.666828
0	0	12.0	16833333.333333336	0.005754399373371571	0.1	0	10-04-24 19:59:00.164714
0	0	13.0	16833333.333333336	0.006025595860743584	0.1	0	10-04-24 19:59:06.662423
0	0	14.0	16833333.333333336	0.006606934480075964	0.1	0	10-04-24 19:59:13.159919
0	0	15.0	16833333.333333336	0.007244359600749903	0.1	0	10-04-24 19:59:19.657650
