# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	hvpsu1	hvpsu2	hvpsu3	hvpsu4	VDChvpsu1	VDChvpsu2	VDChvpsu3	VDChvpsu4	temp_pt100	time	VDC10	ch1a	ch2a	ch3a	ch4a	VDC1	ch1b	ch2b	ch3b	ch4b	Delay	a	b	
0.022	0.0	250	250	0	0	0	0	215.491204	220.34998	215.363394	215.434124	19.3460417	1715570776.5248823	-11.9616053	-7454121.0	-7467098.0	-7473594.0	-7471241.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	25501.252452524524	0.0	13-05-24 05:26:22.958353
0.6	0.002	250	250	1638	1638	1638	1638	215.383662	220.298353	215.285483	215.373714	19.8917079	1715570815.7647676	-11.3813621	-7156624.0	-7169228.0	-7175521.0	-7173157.0	9.9e+37	-8388608.0	-8388608.0	-8388608.0	-8388608.0	20	25501.252452524524	0.025	13-05-24 05:27:02.187933
1.2	0.005	250	250	3276	3276	3276	3276	215.081797	220.002689	214.986968	215.102624	20.329678	1715570854.9900148	-10.7824043	-6779986.0	-6791837.0	-6797792.0	-6795639.0	-1.16079672	-8123736.0	-8114882.0	-8113847.0	-8109894.0	20	25501.252452524524	0.05	13-05-24 05:27:41.432468
1.8	0.008	250	250	4915	4915	4915	4915	212.616923	212.447624	212.437516	212.43255	20.694485	1715570894.23952	-10.1837564	-6403457.0	-6414599.0	-6420275.0	-6418255.0	-1.0965518	-7674080.0	-7665660.0	-7664699.0	-7660928.0	20	25501.252452524524	0.075	13-05-24 05:28:20.683703
2.4	0.012	250	250	6553	6553	6553	6553	200.113067	199.952193	199.944703	199.939679	20.9984429	1715570933.496348	-9.58368001	-6026059.0	-6036426.0	-6041827.0	-6039966.0	-1.03199022	-7222170.0	-7214147.0	-7213317.0	-7209735.0	20	25501.252452524524	0.1	13-05-24 05:28:59.938505
3.0	0.015	250	250	8191	8191	8191	8191	187.607396	187.455842	187.450908	187.445831	21.2330233	1715570972.7446992	-8.98453535	-5649259.0	-5658911.0	-5663960.0	-5662299.0	-0.967686833	-6772117.0	-6764555.0	-6763776.0	-6760355.0	20	25501.252452524524	0.125	13-05-24 05:29:39.190281
3.6	0.018	250	250	9830	9830	9830	9830	175.097911	174.955098	174.952991	174.948286	21.5929433	1715571012.0044866	-8.38577828	-5272701.0	-5281570.0	-5286299.0	-5284838.0	-0.90324727	-6321090.0	-6313969.0	-6313238.0	-6310002.0	20	25501.252452524524	0.15	13-05-24 05:30:18.449576
4.2	0.021	250	250	11468	11468	11468	11468	162.595136	162.460602	162.460933	162.456522	21.6420058	1715571051.300505	-7.7863643	-4895736.0	-4903901.0	-4908299.0	-4907026.0	-0.838730809	-5869503.0	-5862740.0	-5862133.0	-5859094.0	20	25501.252452524524	0.175	13-05-24 05:30:57.750088
4.8	0.024	250	250	13107	13107	13107	13107	150.082945	149.957024	149.959676	149.954923	21.2093545	1715571090.5822475	-7.18741438	-4519045.0	-4526427.0	-4530553.0	-4529440.0	-0.774279194	-5418424.0	-5412098.0	-5411545.0	-5408712.0	20	25501.252452524524	0.2	13-05-24 05:31:37.022162
5.4	0.027	250	250	14745	14745	14745	14745	137.579621	137.46219	137.465493	137.460899	20.7945266	1715571129.8291388	-6.58784036	-4142000.0	-4148617.0	-4152423.0	-4151504.0	-0.709684737	-4966281.0	-4960390.0	-4959926.0	-4957274.0	20	25501.252452524524	0.225	13-05-24 05:32:16.272638
5.999	0.03	250	250	16383	16383	16383	16383	125.073756	124.965095	124.969103	124.964882	20.5534301	1715571169.0863671	-5.98894515	-3765347.0	-3771235.0	-3774696.0	-3773958.0	-0.645215441	-4515027.0	-4509552.0	-4509153.0	-4506693.0	20	25501.252452524524	0.25	13-05-24 05:32:55.528900
6.6	0.033	250	250	18022	18022	18022	18022	112.563732	112.465179	112.470813	112.466835	20.1588214	1715571208.3406534	-5.38935057	-3388211.0	-3393363.0	-3396480.0	-3395961.0	-0.580603446	-4062817.0	-4057759.0	-4057409.0	-4055138.0	20	25501.252452524524	0.275	13-05-24 05:33:34.792218
7.199	0.036	250	250	19660	19660	19660	19660	100.059825	99.9705751	99.9786661	99.9741871	19.6268993	1715571247.6490445	-4.79054549	-3011621.0	-3016025.0	-3018809.0	-3018485.0	-0.516119375	-3611416.0	-3606815.0	-3606561.0	-3604453.0	20	25501.252452524524	0.3	13-05-24 05:34:14.083043
7.8	0.039	250	250	21298	21298	21298	21298	87.5555139	87.475335	87.4866265	87.4820933	19.4592445	1715571286.8962486	-4.19039844	-2634194.0	-2637832.0	-2640324.0	-2640173.0	-0.45144798	-3158789.0	-3154588.0	-3154395.0	-3152501.0	20	25501.252452524524	0.325	13-05-24 05:34:53.340765
8.399	0.042	250	250	22937	22937	22937	22937	75.0441442	74.9733235	74.9881293	74.9829735	19.8228309	1715571326.1852105	-3.59181107	-2257706.0	-2260625.0	-2262790.0	-2262807.0	-0.386986382	-2707574.0	-2703829.0	-2703715.0	-2702017.0	20	25501.252452524524	0.35	13-05-24 05:35:32.629832
