# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.022	0.0	250	250	-7453605.0	-7466692.0	-7473148.0	-7470733.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	9.9e+37	22.1409683	1714392725.2166665	20.0	501.0049500495005	29-04-24 14:12:05.216737
0.6	0.002	250	250	-7156063.0	-7168708.0	-7175074.0	-7172553.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	9.9e+37	22.4057337	1714392751.6729813	20.0	501.0049500495005	29-04-24 14:12:31.673052
1.2	0.006	250	250	-6779562.0	-6791434.0	-6797493.0	-6795189.0	-8125266.0	-8116323.0	-8115319.0	-8111422.0	9.9e+37	9.9e+37	22.5423806	1714392778.1334426	20.0	501.0049500495005	29-04-24 14:12:58.133514
1.799	0.009	250	250	-6403224.0	-6414355.0	-6420097.0	-6417954.0	-7674832.0	-7666324.0	-7665427.0	-7661699.0	9.9e+37	9.9e+37	22.7114165	1714392804.5872028	20.0	501.0049500495005	29-04-24 14:13:24.587301
2.4	0.012	250	250	-6025838.0	-6036240.0	-6041619.0	-6039707.0	-7223111.0	-7215012.0	-7214211.0	-7210647.0	9.9e+37	9.9e+37	22.753388	1714392831.0487564	20.0	501.0049500495005	29-04-24 14:13:51.048824
3.0	0.015	250	250	-5649065.0	-5658696.0	-5663792.0	-5662046.0	-6772027.0	-6764368.0	-6763623.0	-6760252.0	9.9e+37	9.9e+37	22.7060503	1714392857.5043187	20.0	501.0049500495005	29-04-24 14:14:17.504387
3.6	0.018	250	250	-5272489.0	-5281398.0	-5286144.0	-5284611.0	-6321079.0	-6313850.0	-6313155.0	-6309991.0	9.9e+37	9.9e+37	22.553688	1714392883.9607396	20.0	501.0049500495005	29-04-24 14:14:43.960807
4.2	0.021	250	250	-4895556.0	-4903714.0	-4908122.0	-4906799.0	-5869713.0	-5862904.0	-5862313.0	-5859347.0	9.9e+37	9.9e+37	22.5144954	1714392910.4213092	20.0	501.0049500495005	29-04-24 14:15:10.421563
4.799	0.024	250	250	-4518904.0	-4526288.0	-4530380.0	-4529266.0	-5418514.0	-5412148.0	-5411584.0	-5408813.0	9.9e+37	9.9e+37	22.324378	1714392936.8775015	20.0	501.0049500495005	29-04-24 14:15:36.877570
5.4	0.027	250	250	-4141848.0	-4148482.0	-4152295.0	-4151323.0	-4966642.0	-4960728.0	-4960260.0	-4957665.0	9.9e+37	9.9e+37	22.1652121	1714392963.330481	20.0	501.0049500495005	29-04-24 14:16:03.330578
