# 
ch2a	ch2a avglen	Delay	a	
1491051.0	1.0	0.1	0	12-12-23 20:02:33.548618
1465915.0	1.996	0.1	0	12-12-23 20:02:33.681197
519259.9	2.992	0.1	0	12-12-23 20:02:33.813272
-800273.0	3.988	0.1	0	12-12-23 20:02:33.945669
-1551145.0	4.984	0.1	0	12-12-23 20:02:34.077711
-1291590.0	5.98	0.1	0	12-12-23 20:02:34.209653
-199949.2	6.976	0.1	0	12-12-23 20:02:34.341933
1022378.0	7.972	0.1	0	12-12-23 20:02:34.473989
1607813.0	8.968	0.1	0	12-12-23 20:02:34.606472
1138989.0	9.963999999999999	0.1	0	12-12-23 20:02:34.738566
-91267.0	10.96	0.1	0	12-12-23 20:02:34.870695
-1227683.0	11.956	0.1	0	12-12-23 20:02:35.002805
-1581041.0	12.952	0.1	0	12-12-23 20:02:35.134684
-923113.0	13.947999999999999	0.1	0	12-12-23 20:02:35.266715
378718.2	14.944	0.1	0	12-12-23 20:02:35.399395
1396325.0	15.94	0.1	0	12-12-23 20:02:35.531644
1536449.0	16.936	0.1	0	12-12-23 20:02:35.663737
654287.4	17.932000000000002	0.1	0	12-12-23 20:02:35.795821
-620593.6	18.927999999999997	0.1	0	12-12-23 20:02:35.927631
-1510144.0	19.924	0.1	0	12-12-23 20:02:36.059571
-1398537.0	20.92	0.1	0	12-12-23 20:02:36.191585
-397959.0	21.916	0.1	0	12-12-23 20:02:36.323855
865591.2	22.912	0.1	0	12-12-23 20:02:36.456310
1590642.0	23.908	0.1	0	12-12-23 20:02:36.589607
1265592.0	24.904	0.1	0	12-12-23 20:02:36.722428
87056.6	25.900000000000002	0.1	0	12-12-23 20:02:36.854325
-1099708.0	26.895999999999997	0.1	0	12-12-23 20:02:36.987011
-1589517.0	27.892	0.1	0	12-12-23 20:02:37.119253
-1024762.0	28.888	0.1	0	12-12-23 20:02:37.250971
240238.5	29.884	0.1	0	12-12-23 20:02:37.383430
1321202.0	30.88	0.1	0	12-12-23 20:02:37.515708
1574335.0	31.876	0.1	0	12-12-23 20:02:37.648538
787978.6	32.872	0.1	0	12-12-23 20:02:37.780226
-477369.0	33.868	0.1	0	12-12-23 20:02:37.912678
-1458517.0	34.864000000000004	0.1	0	12-12-23 20:02:38.044937
-1466557.0	35.86000000000001	0.1	0	12-12-23 20:02:38.177542
-495384.0	36.855999999999995	0.1	0	12-12-23 20:02:38.311049
771034.7	37.852	0.1	0	12-12-23 20:02:38.443027
1567662.0	38.848	0.1	0	12-12-23 20:02:38.575266
1336712.0	39.844	0.1	0	12-12-23 20:02:38.707241
271013.7	40.84	0.1	0	12-12-23 20:02:38.839671
-1010759.0	41.836	0.1	0	12-12-23 20:02:38.971878
-1589979.0	42.832	0.1	0	12-12-23 20:02:39.103956
-1123342.0	43.827999999999996	0.1	0	12-12-23 20:02:39.236029
59082.8	44.824	0.1	0	12-12-23 20:02:39.368109
1209366.0	45.82	0.1	0	12-12-23 20:02:39.500745
1595148.0	46.816	0.1	0	12-12-23 20:02:39.633597
941277.6	47.812	0.1	0	12-12-23 20:02:39.766138
-360258.8	48.808	0.1	0	12-12-23 20:02:39.898832
-1379583.0	49.804	0.1	0	12-12-23 20:02:40.031413
-1520936.0	50.800000000000004	0.1	0	12-12-23 20:02:40.163912
-638197.8	51.796	0.1	0	12-12-23 20:02:40.296393
636771.3	52.791999999999994	0.1	0	12-12-23 20:02:40.428560
1513435.0	53.788	0.1	0	12-12-23 20:02:40.561242
1405981.0	54.784	0.1	0	12-12-23 20:02:40.693637
397591.1	55.78	0.1	0	12-12-23 20:02:40.826267
-907388.6	56.776	0.1	0	12-12-23 20:02:40.958265
-1575372.0	57.772000000000006	0.1	0	12-12-23 20:02:41.090081
-1213782.0	58.768	0.1	0	12-12-23 20:02:41.222506
-70571.6	59.763999999999996	0.1	0	12-12-23 20:02:41.354859
1117346.0	60.76	0.1	0	12-12-23 20:02:41.486692
1606858.0	61.756	0.1	0	12-12-23 20:02:41.619185
1043687.0	62.752	0.1	0	12-12-23 20:02:41.750877
-221047.5	63.748	0.1	0	12-12-23 20:02:41.883603
-1304241.0	64.744	0.1	0	12-12-23 20:02:42.016602
-1559115.0	65.74000000000001	0.1	0	12-12-23 20:02:42.152746
-726452.3	66.736	0.1	0	12-12-23 20:02:42.284623
538530.7	67.732	0.1	0	12-12-23 20:02:42.416863
1473425.0	68.72800000000001	0.1	0	12-12-23 20:02:42.549369
1456185.0	69.724	0.1	0	12-12-23 20:02:42.681832
506297.1	70.72000000000001	0.1	0	12-12-23 20:02:42.814568
-805177.4	71.716	0.1	0	12-12-23 20:02:42.946979
-1553839.0	72.71199999999999	0.1	0	12-12-23 20:02:43.079062
-1316017.0	73.708	0.1	0	12-12-23 20:02:43.211401
-183593.8	74.704	0.1	0	12-12-23 20:02:43.344298
1035205.0	75.7	0.1	0	12-12-23 20:02:43.476149
1608380.0	76.696	0.1	0	12-12-23 20:02:43.608151
1127081.0	77.692	0.1	0	12-12-23 20:02:43.739776
-112683.9	78.688	0.1	0	12-12-23 20:02:43.872456
-1235482.0	79.684	0.1	0	12-12-23 20:02:44.004631
-1577367.0	80.68	0.1	0	12-12-23 20:02:44.136873
-865825.2	81.676	0.1	0	12-12-23 20:02:44.269147
383708.7	82.672	0.1	0	12-12-23 20:02:44.401488
1424179.0	83.668	0.1	0	12-12-23 20:02:44.533549
1520570.0	84.664	0.1	0	12-12-23 20:02:44.665628
664242.2	85.66000000000001	0.1	0	12-12-23 20:02:44.797819
-617962.8	86.65599999999999	0.1	0	12-12-23 20:02:44.929900
-1514948.0	87.652	0.1	0	12-12-23 20:02:45.061732
-1395709.0	88.648	0.1	0	12-12-23 20:02:45.194602
-380822.0	89.64399999999999	0.1	0	12-12-23 20:02:45.326654
923714.0	90.64	0.1	0	12-12-23 20:02:45.458984
1592102.0	91.636	0.1	0	12-12-23 20:02:45.591361
1257648.0	92.632	0.1	0	12-12-23 20:02:45.723404
73494.0	93.628	0.1	0	12-12-23 20:02:45.856225
-1115758.0	94.624	0.1	0	12-12-23 20:02:45.988291
-1591380.0	95.62	0.1	0	12-12-23 20:02:46.120014
-1045362.0	96.616	0.1	0	12-12-23 20:02:46.252238
225508.6	97.61200000000001	0.1	0	12-12-23 20:02:46.384217
1315190.0	98.608	0.1	0	12-12-23 20:02:46.515913
