# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	
-0.00199397807	11.999	0.06	-0.000406686	1601.4	1325.15	213.65	-0.001287615	632.55	183.7	758.55	0.0	11-12-23 12:44:57.004633
-0.00199843359	11.999	0.06	-0.0003781153	1609.05	1342.85	226.35	-0.001281266	644.75	192.95	772.2	0.0	11-12-23 12:44:57.642761
-0.00197314569	11.999	0.06	-0.0003781153	1634.35	1361.15	241.5	-0.001216189	665.4	223.5	795.25	0.0	11-12-23 12:44:58.254139
-0.00193426534	11.999	0.06	-0.0002797052	1662.05	1397.55	284.2	-0.001155873	699.65	255.85	826.35	0.0	11-12-23 12:44:58.869875
-0.00189815787	11.999	0.06	-0.0003479574	1676.75	1401.3	283.7	-0.001120953	714.4	273.25	834.65	0.0	11-12-23 12:44:59.397723
-0.00188616507	11.999	0.06	-0.0002622454	1669.45	1400.1	274.25	-0.001146349	706.4	256.85	826.9	0.0	11-12-23 12:44:59.921483
-0.00188901633	11.999	0.06	-0.0003162122	1665.65	1404.2	277.55	-0.001168571	708.55	264.7	835.25	0.0	11-12-23 12:45:00.445821
-0.00188040263	11.999	0.06	-0.0002654199	1692.7	1428.2	302.75	-0.001135238	733.8	287.75	847.15	0.0	11-12-23 12:45:00.969918
-0.0018183296	11.999	0.06	-0.0002225639	1732.85	1465.95	343.1	-0.001151111	761.35	323.3	886.95	0.0	11-12-23 12:45:01.493445
-0.00183723041	11.999	0.06	-0.0002670072	1711.05	1439.7	320.9	-0.001084446	750.35	308.55	881.15	0.0	11-12-23 12:45:02.048694
-0.00183786889	11.999	0.06	-0.0002336747	1704.95	1431.2	312.6	-0.00110508	730.05	302.2	865.15	0.0	11-12-23 12:45:02.570332
-0.00183432844	11.999	0.06	-0.0002352619	1722.75	1446.85	320.3	-0.001082859	750.85	305.95	872.9	0.0	11-12-23 12:45:03.171948
-0.00182335445	11.999	0.06	-0.0002495473	1713.5	1441.1	318.15	-0.001086033	746.55	301.2	867.9	0.0	11-12-23 12:45:03.786951
-0.00184571503	11.999	0.06	-0.0002225639	1703.25	1430.05	324.7	-0.001098731	748.5	304.25	872.45	0.0	11-12-23 12:45:04.379544
-0.00182349966	11.999	0.06	-0.0002035167	1736.2	1465.7	349.8	-0.001035241	783.75	335.35	913.75	0.0	11-12-23 12:45:05.015259
-0.00177929712	11.999	0.06	-0.0001828824	1752.75	1477.8	362.9	-0.001035241	794.55	343.85	917.0	0.0	11-12-23 12:45:05.563428
-0.00176331671	11.999	0.06	-0.0001701843	1752.0	1479.9	357.6	-0.001068573	789.7	338.2	911.5	0.0	11-12-23 12:45:06.087136
-0.00174911575	11.999	0.06	-0.0002019295	1761.75	1494.1	373.85	-0.001019368	794.45	348.2	927.3	0.0	11-12-23 12:45:06.614683
-0.00174383965	11.999	0.06	-0.0001114557	1782.8	1518.0	409.0	-0.0009733379	819.7	383.15	955.3	0.0	11-12-23 12:45:07.137169
-0.00172283901	11.999	0.06	-0.0001590734	1784.95	1521.85	405.95	-0.0009907978	824.3	373.35	946.7	0.0	11-12-23 12:45:07.686524
-0.00169262537	11.999	0.06	-3.685444e-05	1808.75	1547.2	426.8	-0.0009400054	846.4	411.9	977.3	0.0	11-12-23 12:45:08.483090
-0.00165398704	11.999	0.06	-1.463279e-05	1826.55	1563.0	448.35	-0.0008923876	869.95	422.3	991.0	0.0	11-12-23 12:45:09.044880
-0.00166352273	11.999	0.06	-3.209265e-05	1834.45	1565.4	453.95	-0.0009511162	875.6	431.0	995.35	0.0	11-12-23 12:45:09.723642
-0.00161258043	11.999	0.06	5.838118e-05	1852.7	1586.75	471.95	-0.0008669915	894.35	453.65	1014.0	0.0	11-12-23 12:45:10.340856
-0.00161707052	11.999	0.06	-7.971044e-05	1837.25	1569.95	453.65	-0.0008812768	880.2	427.95	996.65	0.0	11-12-23 12:45:10.868079
-0.00160264597	11.999	0.06	1.239794e-06	1853.5	1586.55	471.95	-0.0008384208	895.9	445.0	1019.0	0.0	11-12-23 12:45:11.425621
-0.00157902457	11.999	0.06	-9.871001e-06	1880.2	1610.55	484.6	-0.0008781023	908.0	464.0	1027.15	0.0	11-12-23 12:45:11.990306
-0.00160280963	11.999	0.06	-1.145827e-05	1867.4	1594.8	478.8	-0.0008971494	899.0	444.85	1022.95	0.0	11-12-23 12:45:12.515196
-0.00160468357	11.999	0.06	-3.474415e-07	1853.8	1586.85	472.5	-0.0008415952	893.15	444.55	1014.6	0.0	11-12-23 12:45:13.075939
-0.00157303163	11.999	0.06	5.203212e-05	1881.8	1608.8	491.7	-0.0008288972	915.25	468.05	1036.5	0.0	11-12-23 12:45:13.739171
-0.00157731197	11.999	0.06	1.076335e-05	1862.45	1597.7	479.7	-0.000840008	909.45	460.15	1027.6	0.0	11-12-23 12:45:14.347632
-0.0015698208	11.999	0.06	5.996844e-05	1879.0	1606.2	487.45	-0.000876515	910.95	470.95	1044.6	0.0	11-12-23 12:45:15.002349
-0.0015505097	11.999	0.06	9.488815e-05	1888.6	1622.8	506.7	-0.0008368335	929.4	481.65	1060.8	0.0	11-12-23 12:45:15.563605
-0.0015260101	11.999	0.06	9.488815e-05	1921.15	1647.45	526.1	-0.0007765176	957.8	508.8	1077.2	0.0	11-12-23 12:45:16.115944
-0.00152290068	11.999	0.06	0.0001044117	1933.25	1656.7	544.75	-0.000724138	974.7	527.95	1105.45	0.0	11-12-23 12:45:16.665220
-0.00149831119	11.999	0.06	6.314297e-05	1905.35	1627.35	508.8	-0.0008161991	930.3	487.9	1057.9	0.0	11-12-23 12:45:17.301609
-0.00155854485	11.999	0.06	6.155571e-05	1876.1	1603.55	480.05	-0.0008479443	920.25	469.85	1040.2	0.0	11-12-23 12:45:17.917519
-0.00157032328	11.999	0.06	5.203212e-05	1884.75	1605.9	481.25	-0.0008273099	922.05	484.2	1050.4	0.0	11-12-23 12:45:18.627183
-0.00153158584	11.999	0.06	5.520665e-05	1887.2	1622.35	511.4	-0.0008003265	938.25	496.05	1064.65	0.0	11-12-23 12:45:19.232657
-0.00153481972	11.999	0.06	4.409585e-05	1896.05	1635.45	516.6	-0.0008257227	940.15	500.85	1068.2	0.0	11-12-23 12:45:19.861629
0.266023288	19.42	0.06	5.0874	2528541.0	2710986.0	2990518.0	6.353268	3426840.0	3584096.0	3744286.0	0.0	11-12-23 12:45:20.476723
9.71658661	19.42	0.189	10.8945	7486754.0	6885538.0	7113146.0	11.8829	6887839.0	7480524.0	7449282.0	0.0	11-12-23 12:45:21.089132
11.5971526	23.999	0.127	10.88787	7486907.0	6881570.0	7488492.0	11.88281	6884010.0	7480591.0	7478980.0	0.0	11-12-23 12:45:21.668333
11.8080256	23.999	0.123	10.88485	7486916.0	6879589.0	7488539.0	11.8829	6882186.0	7480608.0	7479017.0	0.0	11-12-23 12:45:22.228484
11.8607432	24.0	0.122	10.88378	7486942.0	6878766.0	7488548.0	11.88294	6881446.0	7480628.0	7479034.0	0.0	11-12-23 12:45:22.785172
11.8881191	23.999	0.122	10.88297	7486898.0	6878274.0	7488504.0	11.88293	6880939.0	7480650.0	7479009.0	0.0	11-12-23 12:45:23.345620
11.9097792	23.999	0.122	10.88216	7486886.0	6877916.0	7488526.0	11.88301	6880528.0	7480638.0	7479001.0	0.0	11-12-23 12:45:24.079005
11.9235941	23.999	0.122	10.88199	7486910.0	6877726.0	7488514.0	11.88296	6880345.0	7480658.0	7479024.0	0.0	11-12-23 12:45:24.675804
11.9318333	23.999	0.122	10.88164	7486962.0	6877576.0	7488521.0	11.88304	6880198.0	7480697.0	7479074.0	0.0	11-12-23 12:45:25.219939
11.9371653	23.999	0.122	10.88162	7486961.0	6877526.0	7488550.0	11.88299	6880098.0	7480682.0	7479115.0	0.0	11-12-23 12:45:25.744665
11.9410388	24.0	0.122	10.88148	7486915.0	6877416.0	7488524.0	11.88293	6880054.0	7480686.0	7479071.0	0.0	11-12-23 12:45:26.271917
11.9441579	24.0	0.122	10.88145	7486906.0	6877382.0	7488529.0	11.88293	6879991.0	7480673.0	7479078.0	0.0	11-12-23 12:45:26.828775
11.9465682	24.0	0.122	10.88127	7486943.0	6877314.0	7488501.0	11.88317	6879982.0	7480654.0	7479066.0	0.0	11-12-23 12:45:27.440914
11.9488716	24.0	0.122	10.88124	7486934.0	6877284.0	7488521.0	11.88304	6879907.0	7480638.0	7479047.0	0.0	11-12-23 12:45:28.054996
11.9505781	24.0	0.122	10.8813	7486926.0	6877218.0	7488502.0	11.8831	6879912.0	7480659.0	7479072.0	0.0	11-12-23 12:45:28.666745
11.952059	24.0	0.122	10.88118	7486916.0	6877206.0	7488494.0	11.88297	6879800.0	7480642.0	7479050.0	0.0	11-12-23 12:45:29.200460
11.9531964	24.0	0.122	10.88112	7486890.0	6877176.0	7488476.0	11.88298	6879810.0	7480663.0	7479115.0	0.0	11-12-23 12:45:29.795528
11.9542535	24.0	0.122	10.88101	7486873.0	6877148.0	7488462.0	11.88309	6879790.0	7480670.0	7479079.0	0.0	11-12-23 12:45:30.499354
11.9553387	24.0	0.122	10.88124	7486920.0	6877155.0	7488490.0	11.88297	6879774.0	7480730.0	7479116.0	0.0	11-12-23 12:45:31.134014
11.9560756	24.0	0.122	10.88115	7486905.0	6877142.0	7488493.0	11.88311	6879772.0	7480690.0	7479074.0	0.0	11-12-23 12:45:31.667014
11.9566976	24.0	0.122	10.88086	7486868.0	6877154.0	7488442.0	11.88306	6879615.0	7480662.0	7479074.0	0.0	11-12-23 12:45:32.190011
11.957233	24.0	0.122	10.88091	7486889.0	6877114.0	7488473.0	11.88304	6879757.0	7480677.0	7479068.0	0.0	11-12-23 12:45:32.712546
11.9576816	24.0	0.122	10.881	7486863.0	6877147.0	7488496.0	11.88296	6879675.0	7480663.0	7479037.0	0.0	11-12-23 12:45:33.276774
11.9581768	24.0	0.122	10.88107	7486921.0	6877187.0	7488472.0	11.88296	6879582.0	7480621.0	7479027.0	0.0	11-12-23 12:45:33.889914
11.9586519	24.0	0.122	10.88099	7486922.0	6877171.0	7488489.0	11.88297	6879669.0	7480659.0	7479038.0	0.0	11-12-23 12:45:34.501610
11.95908	24.0	0.122	10.88096	7486923.0	6877226.0	7488490.0	11.88305	6879710.0	7480706.0	7479076.0	0.0	11-12-23 12:45:35.034977
11.9594295	24.0	0.122	10.88098	7486917.0	6877176.0	7488450.0	11.88303	6879632.0	7480643.0	7479053.0	0.0	11-12-23 12:45:35.561757
11.9597211	24.0	0.122	10.8811	7486902.0	6877206.0	7488480.0	11.88303	6879646.0	7480658.0	7479069.0	0.0	11-12-23 12:45:36.114040
