# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.094	0.0	250	250	-7441374.0	-7454887.0	-7462068.0	-7459578.0	-7443993.0	-7437930.0	-7436897.0	-7434188.0	-11.8883338	29.7984936	6	2.0	11-03-24 19:01:29.611438
0.601	0.002	250	250	-7160253.0	-7172915.0	-7179476.0	-7176870.0	-7179427.0	-7173649.0	-7172604.0	-7169951.0	-11.3865968	29.72385	6	2.0	11-03-24 19:01:37.187816
1.201	0.005	250	250	-6785194.0	-6797128.0	-6803391.0	-6800951.0	-6803421.0	-6797851.0	-6796914.0	-6794366.0	-10.7898019	29.6215606	6	2.0	11-03-24 19:01:44.965219
1.8	0.008	250	250	-6408992.0	-6420173.0	-6426119.0	-6423879.0	-6426266.0	-6420943.0	-6420063.0	-6417612.0	-10.1916249	29.6319965	6	2.0	11-03-24 19:01:52.227980
2.401	0.012	250	250	-6031537.0	-6041956.0	-6047557.0	-6045562.0	-6047809.0	-6042775.0	-6041947.0	-6039626.0	-9.59145681	29.6734652	6	2.0	11-03-24 19:01:59.832881
3.001	0.015	250	250	-5654604.0	-5664277.0	-5669551.0	-5667727.0	-5669874.0	-5665078.0	-5664331.0	-5662118.0	-8.99213435	29.6154091	6	2.0	11-03-24 19:02:07.098003
3.601	0.018	250	250	-5277813.0	-5286762.0	-5291692.0	-5290050.0	-5292074.0	-5287579.0	-5286899.0	-5284771.0	-8.39308719	29.4814886	6	2.0	11-03-24 19:02:14.462890
4.201	0.021	250	250	-4900643.0	-4908821.0	-4913422.0	-4911985.0	-4913962.0	-4909637.0	-4909053.0	-4907041.0	-7.79338677	29.5075905	6	2.0	11-03-24 19:02:22.252763
4.8	0.024	250	250	-4523744.0	-4531172.0	-4535456.0	-4534224.0	-4536077.0	-4532024.0	-4531509.0	-4529605.0	-7.19424537	29.5674897	6	2.0	11-03-24 19:02:29.516482
5.401	0.027	250	250	-4146365.0	-4153040.0	-4156985.0	-4155942.0	-4157708.0	-4153903.0	-4153462.0	-4151666.0	-6.59423822	29.5407654	6	2.0	11-03-24 19:02:36.690580
6.0	0.03	250	250	-3769472.0	-3775411.0	-3779006.0	-3778145.0	-3779825.0	-3776251.0	-3775893.0	-3774232.0	-5.99500697	29.4160602	6	2.0	11-03-24 19:02:44.268136
6.6	0.033	250	250	-3392158.0	-3397352.0	-3400607.0	-3399939.0	-3401508.0	-3398186.0	-3397909.0	-3396366.0	-5.39504059	29.4292608	6	2.0	11-03-24 19:02:51.833793
7.2	0.036	250	250	-3015345.0	-3019791.0	-3022721.0	-3022260.0	-3023742.0	-3020650.0	-3020440.0	-3019011.0	-4.79596722	29.4393975	6	2.0	11-03-24 19:02:59.634686
7.801	0.039	250	250	-2637643.0	-2641318.0	-2643910.0	-2643656.0	-2645024.0	-2642191.0	-2642066.0	-2640739.0	-4.19547653	29.3979289	6	2.0	11-03-24 19:03:07.000501
8.4	0.042	250	250	-2260838.0	-2263773.0	-2266040.0	-2265980.0	-2267252.0	-2264667.0	-2264624.0	-2263395.0	-3.59643806	29.2372841	6	2.0	11-03-24 19:03:14.265884
9.0	0.045	250	250	-1884088.0	-1886275.0	-1888204.0	-1888341.0	-1889520.0	-1887161.0	-1887217.0	-1886103.0	-2.99748526	29.2133244	6	2.0	11-03-24 19:03:21.416414
9.599	0.048	250	250	-1506876.0	-1508315.0	-1509909.0	-1510241.0	-1511321.0	-1509201.0	-1509330.0	-1508335.0	-2.39773117	29.2182312	6	2.0	11-03-24 19:03:29.298285
10.2	0.051	250	250	-1129529.0	-1130218.0	-1131470.0	-1132007.0	-1132981.0	-1131105.0	-1131308.0	-1130418.0	-1.79773971	29.1119565	6	2.0	11-03-24 19:03:36.688606
10.801	0.055	250	250	-751996.8	-751929.7	-752857.6	-753594.5	-754465.5	-752830.0	-753118.6	-752334.4	-1.19758488	29.1159418	6	2.0	11-03-24 19:03:44.161254
11.4	0.058	250	250	-375052.6	-374247.4	-374846.4	-375779.8	-376539.4	-375145.6	-375517.9	-374835.9	-0.598250523	28.9423957	6	2.0	11-03-24 19:03:52.045987
12.0	0.061	250	250	2105.76	3655.652	3391.036	2260.076	1605.708	2749.492	2304.788	2867.508	0.00141913292	28.8824965	6	2.0	11-03-24 19:03:59.624967
12.6	0.064	250	250	379056.2	381343.3	381421.6	380103.2	379543.0	380438.8	379919.5	380365.9	0.600747281	28.7765209	6	2.0	11-03-24 19:04:06.788063
13.2	0.067	250	250	756263.6	759299.3	759710.6	758198.8	757735.7	758383.8	757785.9	758121.2	1.20047476	28.8106174	6	2.0	11-03-24 19:04:14.269656
13.799	0.07	250	250	1132955.0	1136734.0	1137483.0	1135770.0	1135416.0	1135815.0	1135144.0	1135364.0	1.79934234	28.7418021	6	2.0	11-03-24 19:04:21.554527
14.399	0.073	250	250	1509881.0	1514405.0	1515493.0	1513589.0	1513330.0	1513495.0	1512740.0	1512854.0	2.39867219	28.6588647	6	2.0	11-03-24 19:04:29.149202
14.999	0.076	250	250	1886694.0	1891965.0	1893379.0	1891280.0	1891128.0	1891047.0	1890216.0	1890219.0	2.99781853	28.6088032	6	2.0	11-03-24 19:04:36.514297
15.6	0.079	250	250	2264365.0	2270381.0	2272131.0	2269830.0	2269793.0	2269472.0	2268560.0	2268459.0	3.59824234	28.6422773	6	2.0	11-03-24 19:04:43.990439
16.2	0.082	250	250	2641579.0	2648329.0	2650418.0	2647918.0	2647974.0	2647415.0	2646411.0	2646208.0	4.19795487	28.6044947	6	2.0	11-03-24 19:04:51.858041
16.8	0.085	250	250	3018497.0	3026011.0	3028421.0	3025734.0	3025888.0	3025082.0	3024012.0	3023695.0	4.79707413	28.5132636	6	2.0	11-03-24 19:04:59.066763
17.4	0.088	250	250	3395643.0	3403925.0	3406668.0	3403780.0	3404044.0	3403002.0	3401848.0	3401417.0	5.39673272	28.4745595	6	2.0	11-03-24 19:05:06.820459
18.0	0.092	250	250	3772908.0	3781913.0	3784955.0	3781902.0	3782258.0	3780978.0	3779761.0	3779209.0	5.99642954	28.387936	6	2.0	11-03-24 19:05:14.271272
18.6	0.095	250	250	4149983.0	4159730.0	4163134.0	4159890.0	4160344.0	4158815.0	4157505.0	4156849.0	6.59595795	28.3049986	6	2.0	11-03-24 19:05:22.073586
19.2	0.098	250	250	4526682.0	4537182.0	4540916.0	4537458.0	4538013.0	4536248.0	4534832.0	4534092.0	7.1947728	28.167392	6	2.0	11-03-24 19:05:29.653690
19.8	0.101	250	250	4904076.0	4915314.0	4919405.0	4915751.0	4916386.0	4914396.0	4912926.0	4912048.0	7.79477598	28.1861217	6	2.0	11-03-24 19:05:36.927961
20.4	0.104	250	250	5281185.0	5293191.0	5297590.0	5293748.0	5294498.0	5292251.0	5290718.0	5289704.0	8.39438788	28.1019637	6	2.0	11-03-24 19:05:44.489110
21.0	0.107	250	250	5657944.0	5670670.0	5675406.0	5671377.0	5672239.0	5669753.0	5668117.0	5667019.0	8.99340015	28.0709309	6	2.0	11-03-24 19:05:52.064074
21.6	0.11	250	250	6034589.0	6048058.0	6053159.0	6048901.0	6049850.0	6047127.0	6045433.0	6044208.0	9.59212301	28.0939691	6	2.0	11-03-24 19:05:59.538430
22.199	0.113	250	250	6410757.0	6425002.0	6430404.0	6425940.0	6426978.0	6424026.0	6422260.0	6420934.0	10.1900347	27.9757146	6	2.0	11-03-24 19:06:06.707591
22.799	0.117	250	250	6787213.0	6802228.0	6807957.0	6803329.0	6804487.0	6801307.0	6799463.0	6797984.0	10.7887078	27.9585047	6	2.0	11-03-24 19:06:14.285003
23.399	0.12	250	250	6863113.0	7484720.0	6884112.0	7486339.0	7483546.0	6881680.0	7477730.0	7476171.0	11.3862696	27.8688175	6	2.0	11-03-24 19:06:21.757043
23.999	0.123	250	250	6854707.0	7484938.0	6875821.0	7486525.0	7483673.0	6873387.0	7477846.0	7476288.0	11.9663606	27.9400742	6	2.0	11-03-24 19:06:28.913994
