# 
A1	f1	A2	f2	Delay	a	
0	4576272.033898305	10.0	1.0	0.5	1.000050002500125e-05	10-04-24 19:08:12.655783
0	4576272.033898305	10.0	254238.2711864407	0.5	1.000050002500125e-05	10-04-24 19:08:13.181997
0	4576272.033898305	10.0	508475.5423728814	0.5	1.000050002500125e-05	10-04-24 19:08:13.709142
0	4576272.033898305	10.0	762712.813559322	0.5	1.000050002500125e-05	10-04-24 19:08:14.236243
0	4576272.033898305	10.0	1016950.0847457628	0.5	1.000050002500125e-05	10-04-24 19:08:14.762735
0	4576272.033898305	10.0	1271187.3559322034	0.5	1.000050002500125e-05	10-04-24 19:08:15.290103
0	4576272.033898305	10.0	1525424.627118644	0.5	1.000050002500125e-05	10-04-24 19:08:15.815952
0	4576272.033898305	10.0	1779661.8983050848	0.5	1.000050002500125e-05	10-04-24 19:08:16.342290
0	4576272.033898305	10.0	2033899.1694915255	0.5	1.000050002500125e-05	10-04-24 19:08:16.868237
0	4576272.033898305	10.0	2288136.4406779665	0.5	1.000050002500125e-05	10-04-24 19:08:17.393530
0	4576272.033898305	10.0	2542373.7118644067	0.5	1.000050002500125e-05	10-04-24 19:08:17.914999
0	4576272.033898305	10.0	2796610.9830508474	0.5	1.000050002500125e-05	10-04-24 19:08:18.441394
0	4576272.033898305	10.0	3050848.254237288	0.5	1.000050002500125e-05	10-04-24 19:08:18.969078
0	4576272.033898305	10.0	3305085.525423729	0.5	1.000050002500125e-05	10-04-24 19:08:19.495126
0	4576272.033898305	10.0	3559322.7966101696	0.5	1.000050002500125e-05	10-04-24 19:08:20.021742
0	4576272.033898305	10.0	3813560.06779661	0.5	1.000050002500125e-05	10-04-24 19:08:20.547109
0	4576272.033898305	10.0	4067797.338983051	0.5	1.000050002500125e-05	10-04-24 19:08:21.073209
0	4576272.033898305	10.0	4322034.610169492	0.5	1.000050002500125e-05	10-04-24 19:08:21.599881
0	4576272.033898305	10.0	4576271.881355933	0.5	1.000050002500125e-05	10-04-24 19:08:22.125705
0	4576272.033898305	10.0	4830509.152542372	0.5	1.000050002500125e-05	10-04-24 19:08:22.652816
0	4576272.033898305	10.0	5084746.423728813	0.5	1.000050002500125e-05	10-04-24 19:08:23.178736
0	4576272.033898305	10.0	5338983.694915255	0.5	1.000050002500125e-05	10-04-24 19:08:23.706561
0	4576272.033898305	10.0	5593220.966101695	0.5	1.000050002500125e-05	10-04-24 19:08:24.233431
0	4576272.033898305	10.0	5847458.237288136	0.5	1.000050002500125e-05	10-04-24 19:08:24.759275
0	4576272.033898305	10.0	6101695.508474576	0.5	1.000050002500125e-05	10-04-24 19:08:25.287413
0	4576272.033898305	10.0	6355932.779661017	0.5	1.000050002500125e-05	10-04-24 19:08:25.813997
0	4576272.033898305	10.0	6610170.050847458	0.5	1.000050002500125e-05	10-04-24 19:08:26.342375
0	4576272.033898305	10.0	6864407.322033898	0.5	1.000050002500125e-05	10-04-24 19:08:26.869618
0	4576272.033898305	10.0	7118644.593220339	0.5	1.000050002500125e-05	10-04-24 19:08:27.395410
0	4576272.033898305	10.0	7372881.86440678	0.5	1.000050002500125e-05	10-04-24 19:08:27.922795
0	4576272.033898305	10.0	7627119.13559322	0.5	1.000050002500125e-05	10-04-24 19:08:28.449879
0	4576272.033898305	10.0	7881356.406779662	0.5	1.000050002500125e-05	10-04-24 19:08:28.975931
0	4576272.033898305	10.0	8135593.677966102	0.5	1.000050002500125e-05	10-04-24 19:08:29.502864
0	4576272.033898305	10.0	8389830.949152542	0.5	1.000050002500125e-05	10-04-24 19:08:30.029488
0	4576272.033898305	10.0	8644068.220338983	0.5	1.000050002500125e-05	10-04-24 19:08:30.556970
0	4576272.033898305	10.0	8898305.491525423	0.5	1.000050002500125e-05	10-04-24 19:08:31.084936
0	4576272.033898305	10.0	9152542.762711866	0.5	1.000050002500125e-05	10-04-24 19:08:31.611085
0	4576272.033898305	10.0	9406780.033898305	0.5	1.000050002500125e-05	10-04-24 19:08:32.138512
0	4576272.033898305	10.0	9661017.305084744	0.5	1.000050002500125e-05	10-04-24 19:08:32.665881
0	4576272.033898305	10.0	9915254.576271188	0.5	1.000050002500125e-05	10-04-24 19:08:33.191836
0	4576272.033898305	10.0	10169491.847457627	0.5	1.000050002500125e-05	10-04-24 19:08:33.717099
0	4576272.033898305	10.0	10423729.118644068	0.5	1.000050002500125e-05	10-04-24 19:08:34.243336
0	4576272.033898305	10.0	10677966.38983051	0.5	1.000050002500125e-05	10-04-24 19:08:34.772078
