# 
focus_V	E+P_V	anode_v	focus_I	E+P_I	anode_I	time	Delay	
0	0	0.474259435	3.1959833600000003e-10	6.700083339999999e-10	-0.030957651925168	1713170947.3664277	0.1	15-04-24 10:49:07.366498
0	0	0.460080161	2.67996613e-10	4.60980925e-10	-0.0309576523954	1713170948.144849	0.1	15-04-24 10:49:08.144896
0	0	0.452617386	3.0648532199999997e-10	2.03429297e-10	-0.030957656463121	1713170948.9194288	0.1	15-04-24 10:49:08.919478
0	0	0.446647165	3.33248401e-10	3.07943001e-10	-0.030957647034541	1713170949.698653	0.1	15-04-24 10:49:09.698697
0	0	0.445900888	3.16644551e-10	3.9006091099999996e-10	-0.030957647410714	1713170950.4748778	0.1	15-04-24 10:49:10.474928
0	0	0.439557528	3.30563143e-10	3.7139775e-10	-0.030957650232232	1713170951.2552376	0.1	15-04-24 10:49:11.255287
0	0	0.45000541400000005	3.40722372e-10	5.729598940000001e-10	-0.030957649338766	1713170952.0316744	0.1	15-04-24 10:49:12.031738
0	0	0.443662055	3.02546943e-10	3.63932485e-10	-0.030957648539359	1713170952.8085213	0.1	15-04-24 10:49:12.808548
0	0	0.441796361	2.76544676e-10	3.9379354399999997e-10	-0.03095765173705	1713170953.5827305	0.1	15-04-24 10:49:13.582761
0	0	0.427990226	3.09304832e-10	4.3485249900000003e-10	-0.030957653571043	1713170954.3585706	0.1	15-04-24 10:49:14.358618
0	0	0.424258838	3.10244673e-10	5.80425158e-10	-0.030957649714938997	1713170955.136375	0.1	15-04-24 10:49:15.136420
0	0	0.4421695	3.14272561e-10	7.63324141e-10	-0.030957647833948	1713170955.9158065	0.1	15-04-24 10:49:15.915856
0	0	0.432467892	2.73456628e-10	5.76692526e-10	-0.030957650161735	1713170956.6952565	0.1	15-04-24 10:49:16.695303
0	0	0.427243949	3.0004049900000004e-10	5.505641e-10	-0.030957650514409	1713170957.4772139	0.1	15-04-24 10:49:17.477261
0	0	0.415303507	3.06127085e-10	5.69227262e-10	-0.030957652959754	1713170958.2962685	0.1	15-04-24 10:49:18.296312
0	0	0.42202000600000006	3.03039038e-10	4.90841983e-10	-0.030957651384376	1713170959.0739603	0.1	15-04-24 10:49:19.074007
0	0	0.425378255	2.8366042299999997e-10	4.4605039599999997e-10	-0.030957647810449	1713170959.860767	0.1	15-04-24 10:49:19.860819
0	0	0.41157212	3.03441827e-10	5.207030420000001e-10	-0.030957650279292998	1713170960.6370244	0.1	15-04-24 10:49:20.637071
0	0	0.414184091	3.13019215e-10	4.4231776299999996e-10	-0.030957651313816	1713170961.4137356	0.1	15-04-24 10:49:21.413784
