# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC	temp	Delay	a	
0.102	0.0	250	250	-7428045.0	-7441753.0	-7449310.0	-7446930.0	-7441771.0	-7435938.0	-7435154.0	-7432608.0	-11.8731056	32.5765874	6.0	12.0	14-12-23 14:17:00.165813
0.5	0.002	250	250	-7224159.0	-7237071.0	-7243835.0	-7240973.0	-7245867.0	-7239923.0	-7238900.0	-7236234.0	-11.4871485	32.5848202	6.0	12.0	14-12-23 14:17:07.347756
1.0	0.004	250	250	-6912563.0	-6924832.0	-6931268.0	-6928601.0	-6933270.0	-6927571.0	-6926589.0	-6924029.0	-10.9913373	32.5461037	6.0	12.0	14-12-23 14:17:14.507611
1.499	0.007	250	250	-6599428.0	-6611067.0	-6617270.0	-6614738.0	-6619233.0	-6613718.0	-6612798.0	-6610332.0	-10.493371	32.5872674	6.0	12.0	14-12-23 14:17:21.689411
2.0	0.009	250	250	-6285117.0	-6296145.0	-6302064.0	-6299703.0	-6303987.0	-6298687.0	-6297858.0	-6295474.0	-9.99368861	32.7531342	6.0	12.0	14-12-23 14:17:28.952982
2.499	0.012	250	250	-5971151.0	-5981555.0	-5987178.0	-5984957.0	-5989135.0	-5984006.0	-5983240.0	-5980928.0	-9.49447973	32.8025308	6.0	12.0	14-12-23 14:17:36.216430
3.0	0.015	250	250	-5656522.0	-5666295.0	-5671608.0	-5669616.0	-5673580.0	-5668683.0	-5667969.0	-5665778.0	-8.99431516	32.8510125	6.0	12.0	14-12-23 14:17:43.380693
3.5	0.017	250	250	-5342623.0	-5351784.0	-5356801.0	-5354981.0	-5358768.0	-5354095.0	-5353453.0	-5351344.0	-8.49529742	32.8168698	6.0	12.0	14-12-23 14:17:50.549697
4.0	0.02	250	250	-5028192.0	-5036687.0	-5041458.0	-5039814.0	-5043421.0	-5038930.0	-5038341.0	-5036342.0	-7.99544675	32.9296811	6.0	12.0	14-12-23 14:17:57.728271
4.5	0.022	250	250	-4713809.0	-4721716.0	-4726159.0	-4724687.0	-4728137.0	-4723867.0	-4723356.0	-4721425.0	-7.49566647	33.0607873	6.0	12.0	14-12-23 14:18:04.892169
