# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.084	0.0	250	250	-7451111.0	-7464317.0	-7471182.0	-7468861.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8924656	9.9e+37	21.003905	1713933445.96355	6	169.0	24-04-24 06:37:25.963612
0.6	0.002	250	250	-7154361.0	-7166870.0	-7173362.0	-7170887.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3774905	9.9e+37	20.9795653	1713933453.7603438	6	169.0	24-04-24 06:37:33.760401
1.2	0.005	250	250	-6779128.0	-6790895.0	-6797044.0	-6794762.0	-8124396.0	-8115507.0	-8114454.0	-8110380.0	-10.7805622	-1.16076822	20.9975805	1713933461.7882118	6	169.0	24-04-24 06:37:41.788268
1.8	0.008	250	250	-6403172.0	-6414209.0	-6420012.0	-6417940.0	-7673881.0	-7665474.0	-7664523.0	-7660597.0	-10.1827707	-1.09638867	20.9963348	1713933469.828728	6	169.0	24-04-24 06:37:49.828783
2.401	0.011	250	250	-6025922.0	-6036223.0	-6041730.0	-6039826.0	-7221705.0	-7213749.0	-7212840.0	-7209158.0	-9.58292567	-1.03180143	20.9955682	1713933477.8583252	6	169.0	24-04-24 06:37:57.858382
3.001	0.014	250	250	-5649330.0	-5658899.0	-5664072.0	-5662342.0	-6770259.0	-6762735.0	-6761900.0	-6758415.0	-8.98414542	-0.967306216	20.9620293	1713933485.6934886	6	169.0	24-04-24 06:38:05.693544
3.6	0.018	250	250	-5272787.0	-5281600.0	-5286446.0	-5284930.0	-6319300.0	-6312137.0	-6311426.0	-6308096.0	-8.38542993	-0.90287357	20.9181413	1713933493.7238576	6	169.0	24-04-24 06:38:13.723914
4.2	0.021	250	250	-4895927.0	-4904009.0	-4908512.0	-4907190.0	-5867690.0	-5860988.0	-5860354.0	-5857202.0	-7.78625656	-0.83835414	20.9192912	1713933501.5608404	6	169.0	24-04-24 06:38:21.560896
4.8	0.024	250	250	-4519416.0	-4526759.0	-4530931.0	-4529796.0	-5416410.0	-5410123.0	-5409570.0	-5406646.0	-7.18759749	-0.773888655	20.923795	1713933509.5802474	6	169.0	24-04-24 06:38:29.580303
5.4	0.027	250	250	-4142287.0	-4148904.0	-4152700.0	-4151793.0	-4964482.0	-4958634.0	-4958155.0	-4955408.0	-6.58798348	-0.709321386	20.9147874	1713933517.5940347	6	169.0	24-04-24 06:38:37.594095
