# 
focus_V	E+P_V	anode_v	focus_I	E+P_I	anode_I	time	Delay	
0	0	0.052873769800000005	1.97788427e-10	3.26606162e-10	0.0676978187	1713171495.3720295	0.1	15-04-24 10:58:15.372110
0	0	0.050336426	1.95774464e-10	3.00477736e-10	0.0677005805	1713171496.1628942	0.1	15-04-24 10:58:16.162915
0	0	0.0521648061	2.39857863e-10	5.31900939e-10	0.0677058056	1713171496.9459052	0.1	15-04-24 10:58:16.945926
0	0	0.0530230253	2.0342752099999997e-10	5.16970409e-10	0.0677080449	1713171497.7215862	0.1	15-04-24 10:58:17.722337
0	0	0.0514558424	2.0083174800000002e-10	6.36414643e-10	0.0677146882	1713171498.500256	0.1	15-04-24 10:58:18.500310
0	0	0.0636574806	2.0105552099999997e-10	2.93012472e-10	0.067712001	1713171499.2804592	0.1	15-04-24 10:58:19.281043
0	0	0.032873531000000004	1.85391545e-10	3.8259564700000003e-10	0.0677187562	1713171500.0559645	0.1	15-04-24 10:58:20.055987
0	0	0.044851285899999996	1.9295509299999998e-10	2.59418781e-10	0.0677245784	1713171500.8365355	0.1	15-04-24 10:58:20.836591
0	0	0.0458587606	1.85794337e-10	2.48220884e-10	0.0677218166	1713171501.6232936	0.1	15-04-24 10:58:21.623361
0	0	0.045075169199999994	2.13900305e-10	4.4605039599999997e-10	0.0677226004	1713171502.4047406	0.1	15-04-24 10:58:22.404792
0	0	0.044739344300000004	2.2132958900000001e-10	3.11675633e-10	0.0677240933	1713171503.1826	0.1	15-04-24 10:58:23.182654
0	0	0.0442542639	1.93447395e-10	1.81033503e-10	0.0677315576	1713171503.9633667	0.1	15-04-24 10:58:23.963417
0	0	0.026194346700000003	2.3095179699999999e-10	5.28168306e-10	0.0677315949	1713171504.7386425	0.1	15-04-24 10:58:24.738695
0	0	0.0377243352	2.39947496e-10	4.23654602e-10	0.0677363348	1713171505.515136	0.1	15-04-24 10:58:25.515184
0	0	0.0276869019	3.92605857e-10	3.6766511799999997e-10	0.0677372679	1713171506.290662	0.1	15-04-24 10:58:26.290715
0	0	0.0849263913	-2.1599106400000003e-11	6.90545338e-11	0.0677370812	1713171507.0708299	0.1	15-04-24 10:58:27.070893
0	0	0.0860084937	1.73486732e-10	1.25044018e-10	0.0677455533	1713171507.8488603	0.1	15-04-24 10:58:27.848906
0	0	0.032239195	2.45228278e-10	3.34071427e-10	0.067751786	1713171508.6291704	0.1	15-04-24 10:58:28.629215
0	0	0.0194778486	2.13362922e-10	3.9379354399999997e-10	0.0677501066	1713171509.4084852	0.1	15-04-24 10:58:29.408533
0	0	0.0223883311	1.3155130600000002e-10	4.60980925e-10	0.0677471581	1713171510.1891198	0.1	15-04-24 10:58:30.189174
0	0	0.0756725494	1.8037869799999999e-10	4.64713557e-10	0.0677511889	1713171510.9713125	0.1	15-04-24 10:58:30.971362
0	0	0.0418661757	2.0145816800000002e-10	2.93012472e-10	0.0677571604	1713171511.7493598	0.1	15-04-24 10:58:31.749413
0	0	0.0122016424	2.40842316e-10	4.75911454e-10	0.0677590265	1713171512.5273216	0.1	15-04-24 10:58:32.527370
0	0	0.059664895600000004	1.3307276700000001e-10	3.78863014e-10	0.0677632065	1713171513.3008292	0.1	15-04-24 10:58:33.300880
0	0	0.010783715000000001	2.38265293e-11	2.93012472e-10	0.0677694766	1713171514.084048	0.1	15-04-24 10:58:34.084097
0	0	0.026716741	1.66236005e-10	4.64713557e-10	0.0677725743	1713171514.8630424	0.1	15-04-24 10:58:34.863106
0	0	0.0802621565	1.21347034e-10	3.52734588e-10	0.0677719771	1713171515.6443486	0.1	15-04-24 10:58:35.644398
0	0	0.0257838941	1.41397143e-10	4.72178822e-10	0.0677711187	1713171516.419281	0.1	15-04-24 10:58:36.419326
0	0	0.0429482781	1.9836980000000002e-10	5.28168306e-10	0.0677715666	1713171517.2011704	0.1	15-04-24 10:58:37.201226
0	0	0.0402616789	2.12333268e-10	5.69227262e-10	0.0677753734	1713171517.9784172	0.1	15-04-24 10:58:37.978464
0	0	0.006791129989999999	4.45997573e-10	3.8259564700000003e-10	0.0677730222	1713171518.753521	0.1	15-04-24 10:58:38.753573
0	0	-0.00832099074	-6.84129858e-11	3.19140898e-10	0.0677783965	1713171519.5310323	0.1	15-04-24 10:58:39.531087
0	0	0.19847252299999998	3.15179576e-10	3.63932485e-10	0.0677808597	1713171520.3047452	0.1	15-04-24 10:58:40.304794
0	0	-0.00037313465	2.8331422699999997e-10	3.07943001e-10	0.0677781726	1713171521.0795536	0.1	15-04-24 10:58:41.079605
0	0	0.0519036089	4.902150019999999e-10	3.60199853e-10	0.0677789563	1713171521.8633735	0.1	15-04-24 10:58:41.863421
0	0	-0.0163807885	3.54474006e-10	5.13237777e-10	0.0677824273	1713171522.6415718	0.1	15-04-24 10:58:42.641620
0	0	0.0683217154	4.26305295e-10	5.05772513e-10	0.0677803372	1713171523.4196184	0.1	15-04-24 10:58:43.419666
0	0	-3.73097448e-05	1.2832852300000002e-10	3.19140898e-10	0.0677820914	1713171524.204518	0.1	15-04-24 10:58:44.204591
0	0	0.0733217751	1.94073173e-10	2.93012472e-10	0.0678329983	1713171524.9829357	0.1	15-04-24 10:58:44.982981
0	0	123.87159100000001	-6.30979712e-10	4.5351566000000006e-10	0.126516927	1713171525.7661512	0.1	15-04-24 10:58:45.766206
0	0	1204.9136799999999	3.47536873e-10	3.2287353e-10	0.132932211	1713171527.567495	0.1	15-04-24 10:58:47.567524
0	0	1174.91247	3.03274483e-10	2.7434931e-10	0.13721851	1713171528.4474564	0.1	15-04-24 10:58:48.447502
0	0	1286.8234499999999	2.33680929e-10	5.207030420000001e-10	0.13853847	1713171529.2248826	0.1	15-04-24 10:58:49.224946
0	0	1309.9758399999998	2.34889306e-10	5.31900939e-10	0.138496483	1713171530.0018508	0.1	15-04-24 10:58:50.001902
0	0	1309.23505	2.11437848e-10	4.08724073e-10	0.138501522	1713171530.7813904	0.1	15-04-24 10:58:50.781445
0	0	1309.2587099999998	2.2920546000000002e-10	4.684461900000001e-10	0.13849193	1713171531.5593355	0.1	15-04-24 10:58:51.559376
0	0	1309.32758	2.39006738e-10	5.09505145e-10	0.138467932	1713171532.3339152	0.1	15-04-24 10:58:52.333965
0	0	1309.43298	1.74291507e-10	4.0125880800000005e-10	0.138468678	1713171533.110887	0.1	15-04-24 10:58:53.110935
0	0	1309.4371700000002	2.16002882e-10	2.3702298699999997e-10	0.138453712	1713171533.8885758	0.1	15-04-24 10:58:53.888627
0	0	1309.5246	1.74022979e-10	4.3485249900000003e-10	0.138488758	1713171534.6685865	0.1	15-04-24 10:58:54.668637
0	0	1309.56742	2.05888321e-10	3.07943001e-10	0.138488123	1713171535.4483252	0.1	15-04-24 10:58:55.448376
0	0	1309.30781	2.2338740599999998e-10	4.3485249900000003e-10	0.138475023	1713171536.2251658	0.1	15-04-24 10:58:56.225215
0	0	1309.1557	1.88031198e-10	6.40147275e-10	0.138470843	1713171537.0033019	0.1	15-04-24 10:58:57.003378
0	0	1309.0520999999999	2.25848903e-10	4.5351566000000006e-10	0.138494356	1713171537.7786298	0.1	15-04-24 10:58:57.778685
0	0	1309.2401399999999	3.30306357e-10	4.4605039599999997e-10	0.138477972	1713171538.5551145	0.1	15-04-24 10:58:58.555165
0	0	1308.88323	2.37887915e-10	2.33290355e-10	0.138485361	1713171539.3441029	0.1	15-04-24 10:58:59.344155
0	0	1308.61045	-3.8854352599999996e-10	3.6766511799999997e-10	0.1460019	1713171540.1202288	0.1	15-04-24 10:59:00.120429
0	0	1641.05897	5.6094351399999995e-11	6.55077804e-10	0.159994073	1713171540.8950727	0.1	15-04-24 10:59:00.895124
0	0	2037.7126799999999	1.40456955e-10	2.85547207e-10	0.168477546	1713171541.6740186	0.1	15-04-24 10:59:01.674065
0	0	2497.03932	2.8716284e-10	2.7434931e-10	0.181506032	1713171543.3765528	0.1	15-04-24 10:59:03.376602
0	0	2549.34902	2.97366911e-10	7.48393612e-10	0.183902989	1713171544.1552205	0.1	15-04-24 10:59:04.155267
0	0	2594.26543	2.465702e-10	5.76692526e-10	0.185228473	1713171544.9346607	0.1	15-04-24 10:59:04.934789
0	0	2613.75548	2.66754565e-10	2.96745104e-10	0.185454233	1713171545.7083952	0.1	15-04-24 10:59:05.708446
0	0	2613.2324599999997	1.37010722e-10	2.8927983899999997e-10	0.191941921	1713171546.4966624	0.1	15-04-24 10:59:06.496712
0	0	2752.79723	2.7870406700000003e-10	8.043830959999999e-10	0.195959913	1713171547.2736607	0.1	15-04-24 10:59:07.273711
0	0	2762.02858	1.64713874e-10	2.07161929e-10	0.195961518	1713171548.0557764	0.1	15-04-24 10:59:08.055823
0	0	2761.64378	2.7749569e-10	4.75911454e-10	0.195959727	1713171548.8350184	0.1	15-04-24 10:59:08.835066
0	0	2761.3748	3.16297819e-10	2.7995578599999997e-11	0.195914642	1713171549.6119893	0.1	15-04-24 10:59:09.612044
0	0	2760.61642	2.05395715e-10	1.32509283e-10	0.195941439	1713171550.387696	0.1	15-04-24 10:59:10.387741
0	0	2760.3324900000002	2.4836020999999996e-10	5.46831468e-10	0.195848097	1713171551.1652887	0.1	15-04-24 10:59:11.165340
