# 
A1	f1	A2	f2	Amax	Delay	a	
0	0	1.0	14722222.222222222	0.0008317637711026717	0.1	0	10-04-24 19:54:33.759427
0	0	2.0	14722222.222222222	0.0018197008586099844	0.1	0	10-04-24 19:54:40.256979
0	0	3.0	14722222.222222222	0.0027542287033381677	0.1	0	10-04-24 19:54:46.754526
0	0	4.0	14722222.222222222	0.0038018939632056157	0.1	0	10-04-24 19:54:53.252358
0	0	5.0	14722222.222222222	0.004786300923226388	0.1	0	10-04-24 19:54:59.749933
0	0	6.0	14722222.222222222	0.005754399373371571	0.1	0	10-04-24 19:55:06.247837
0	0	7.0	14722222.222222222	0.006918309709189373	0.1	0	10-04-24 19:55:12.745576
0	0	8.0	14722222.222222222	0.007943282347242816	0.1	0	10-04-24 19:55:19.243059
0	0	9.0	14722222.222222222	0.00954992586021437	0.1	0	10-04-24 19:55:25.740807
0	0	10.0	14722222.222222222	0.010471285480509003	0.1	0	10-04-24 19:55:32.238579
0	0	11.0	14722222.222222222	0.011481536214968833	0.1	0	10-04-24 19:55:38.736187
0	0	12.0	14722222.222222222	0.012589254117941671	0.1	0	10-04-24 19:55:45.233875
0	0	13.0	14722222.222222222	0.01445439770745928	0.1	0	10-04-24 19:55:51.731595
0	0	14.0	14722222.222222222	0.015135612484362097	0.1	0	10-04-24 19:55:58.229409
0	0	15.0	14722222.222222222	0.016595869074375616	0.1	0	10-04-24 19:56:04.727222
