# 
VDC	Voltage 1	Current 1	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	Delay	a	
-11.9934393	0.0	0.0	-11.82929	-7465394.0	-7472221.0	-7469626.0	-11.82347	-7442590.0	-7441435.0	-7438761.0	6.0	0.0	11-12-23 13:14:52.113714
-11.4948625	0.5	0.001	-11.47571	-7242387.0	-7249034.0	-7246347.0	-11.51025	-7245538.0	-7244386.0	-7241722.0	6.0	0.0	11-12-23 13:14:58.840661
-10.9951685	1.0	0.004	-10.97674	-6927421.0	-6933802.0	-6931312.0	-11.0099	-6930536.0	-6929410.0	-6926846.0	6.0	0.0	11-12-23 13:15:05.472618
-10.4961266	1.499	0.006	-10.4785	-6612894.0	-6619012.0	-6616638.0	-10.51017	-6615912.0	-6614861.0	-6612394.0	6.0	0.0	11-12-23 13:15:12.003837
-9.99576981	1.999	0.009	-9.978896	-6297506.0	-6303313.0	-6301127.0	-10.00908	-6300416.0	-6299468.0	-6297094.0	6.0	0.0	11-12-23 13:15:18.705225
-9.49634778	2.499	0.012	-9.480188	-5982694.0	-5988248.0	-5986235.0	-9.508993	-5985510.0	-5984643.0	-5982333.0	6.0	0.0	11-12-23 13:15:25.361074
-8.99596055	3.0	0.014	-8.980681	-5667329.0	-5672637.0	-5670756.0	-9.007793	-5670015.0	-5669194.0	-5666987.0	6.0	0.0	11-12-23 13:15:31.891358
-8.49689307	3.499	0.017	-8.482344	-5352771.0	-5357754.0	-5356053.0	-8.508108	-5355382.0	-5354618.0	-5352523.0	6.0	0.0	11-12-23 13:15:38.570482
