# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.013	0.0	250	250	-7453967.0	-7467030.0	-7473501.0	-7471127.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.9665491	9.9e+37	21.3811693	1714176294.7794213	60.0	1101.010890108901	27-04-24 02:04:54.779491
0.6	0.002	250	250	-7156998.0	-7169663.0	-7175960.0	-7173548.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3818507	9.9e+37	21.7580503	1714176361.2650642	60.0	1101.010890108901	27-04-24 02:06:01.265137
1.2	0.005	250	250	-6780131.0	-6792058.0	-6798082.0	-6795805.0	-8126825.0	-8117919.0	-8116914.0	-8112985.0	-10.7826617	-1.16112495	22.357821	1714176427.748662	60.0	1101.010890108901	27-04-24 02:07:07.748722
1.8	0.008	250	250	-6403621.0	-6414762.0	-6420455.0	-6418400.0	-7677636.0	-7669105.0	-7668162.0	-7664418.0	-10.1839316	-1.09696105	22.7481176	1714176494.2249115	60.0	1101.010890108901	27-04-24 02:08:14.224972
2.4	0.011	250	250	-6026099.0	-6036530.0	-6041910.0	-6040008.0	-7225829.0	-7217797.0	-7216951.0	-7213340.0	-9.58361093	-1.0324044	22.5122915	1714176560.701308	60.0	1101.010890108901	27-04-24 02:09:20.701369
3.0	0.014	250	250	-5649306.0	-5658966.0	-5664011.0	-5662308.0	-6774585.0	-6766945.0	-6766216.0	-6762826.0	-8.98448629	-0.967941394	22.003459	1714176627.1879063	60.0	1101.010890108901	27-04-24 02:10:27.187965
3.6	0.017	250	250	-5272663.0	-5281556.0	-5286307.0	-5284805.0	-6323488.0	-6316294.0	-6315591.0	-6312411.0	-8.38557669	-0.903485522	21.2890811	1714176693.6962502	60.0	1101.010890108901	27-04-24 02:11:33.696311
4.2	0.021	250	250	-4895665.0	-4903792.0	-4908211.0	-4906895.0	-5871337.0	-5864602.0	-5863983.0	-5860944.0	-7.7861727	-0.838879257	21.6469887	1714176760.1727552	60.0	1101.010890108901	27-04-24 02:12:40.172817
4.799	0.024	250	250	-4519062.0	-4526472.0	-4530575.0	-4529429.0	-5419445.0	-5413124.0	-5412557.0	-5409678.0	-7.18742867	-0.77433261	22.0718782	1714176826.649589	60.0	1101.010890108901	27-04-24 02:13:46.649648
5.4	0.027	250	250	-4142005.0	-4148643.0	-4152471.0	-4151499.0	-4967327.0	-4961432.0	-4960956.0	-4958307.0	-6.58777807	-0.709747901	22.5977677	1714176893.1241944	60.0	1101.010890108901	27-04-24 02:14:53.124255
5.999	0.03	250	250	-3765314.0	-3771240.0	-3774703.0	-3773917.0	-4515496.0	-4510025.0	-4509639.0	-4507196.0	-5.98881493	-0.645183659	22.4876643	1714176959.596972	60.0	1101.010890108901	27-04-24 02:15:59.597032
6.6	0.033	250	250	-3388140.0	-3393312.0	-3396448.0	-3395884.0	-4063273.0	-4058201.0	-4057908.0	-4055640.0	-5.38918474	-0.580580435	22.216862	1714177026.078829	60.0	1101.010890108901	27-04-24 02:17:06.078893
7.199	0.036	250	250	-3011547.0	-3015963.0	-3018769.0	-3018398.0	-3611690.0	-3607069.0	-3606855.0	-3604747.0	-4.79036045	-0.516082574	21.5665913	1714177092.5659063	60.0	1101.010890108901	27-04-24 02:18:12.565935
7.8	0.039	250	250	-2634092.0	-2637774.0	-2640258.0	-2640080.0	-3159118.0	-3154963.0	-3154800.0	-3152897.0	-4.19032913	-0.451409806	21.2142416	1714177159.0383387	60.0	1101.010890108901	27-04-24 02:19:19.038402
8.399	0.042	250	250	-2257566.0	-2260501.0	-2262663.0	-2262672.0	-2707430.0	-2703710.0	-2703620.0	-2701897.0	-3.59162574	-0.38688151	21.4533258	1714177225.5147955	60.0	1101.010890108901	27-04-24 02:20:25.515050
8.999	0.045	250	250	-1881140.0	-1883335.0	-1885181.0	-1885371.0	-2256045.0	-2252761.0	-2252767.0	-2251217.0	-2.99312198	-0.32240727	21.7572837	1714177292.001069	60.0	1101.010890108901	27-04-24 02:21:32.001131
9.599	0.048	250	250	-1504261.0	-1505696.0	-1507222.0	-1507601.0	-1804079.0	-1801221.0	-1801289.0	-1799954.0	-2.39390054	-0.257839216	22.1395309	1714177358.5002966	60.0	1101.010890108901	27-04-24 02:22:38.500359
10.199	0.051	250	250	-1127145.0	-1127835.0	-1129035.0	-1129609.0	-1352016.0	-1349580.0	-1349732.0	-1348597.0	-1.79429477	-0.193251282	22.5784109	1714177424.9825168	60.0	1101.010890108901	27-04-24 02:23:44.982580
10.799	0.054	250	250	-749836.4	-749774.2	-750665.6	-751429.9	-899668.9	-897670.0	-897919.8	-896937.9	-1.19431494	-0.128621898	22.6772068	1714177491.4585118	60.0	1101.010890108901	27-04-24 02:24:51.458579
11.399	0.057	250	250	-373179.1	-372373.7	-372943.0	-373894.0	-448228.7	-446627.7	-446946.2	-446176.2	-0.595428463	-0.0641192525	22.3881977	1714177557.9424694	60.0	1101.010890108901	27-04-24 02:25:57.942535
