# 
Scope_Frequency	A2	f2	gain	gain_log	phase	Scope_Amplitude_RMS	Scope_Amplitude_pkpk	THD	Delay	a	
122474.48713915891	0.1	122474.48713915891	0.00030515046200507495	-70.3097193634938	12.971456958322717	0.02063435047975067	0.05836275659844636	0.02324646416585092	0.5	122474.48713915891	20-05-24 17:35:56.436251
122474.48713915891	0.6482758620689655	122474.48713915891	0.00010508191095250378	-79.56944076024288	-1.0895265000441525	0.19932187051517825	0.563767385120278	0.014143654845558597	0.5	122474.48713915891	20-05-24 17:36:04.164597
122474.48713915891	1.196551724137931	122474.48713915891	0.00010537729049166763	-79.54505944789804	-6.577990315013167	0.3881094523600621	1.0977393024255888	0.011314289961707098	0.5	122474.48713915891	20-05-24 17:36:08.176857
122474.48713915891	1.7448275862068967	122474.48713915891	9.770818958885639e-06	-100.20138067154267	-46.48078927304425	0.5805755191659637	1.6421155463726136	0.011141390103190983	0.5	122474.48713915891	20-05-24 17:36:12.147121
122474.48713915891	2.293103448275862	122474.48713915891	8.40744410939184e-06	-101.50672022171975	-21.202977609368066	0.7740958099097688	2.1894735859011605	0.010644712294856546	0.5	122474.48713915891	20-05-24 17:36:16.062454
122474.48713915891	2.841379310344828	122474.48713915891	8.579161921754119e-06	-101.33110270581105	-25.57581262495718	0.968510051888935	2.739360101352004	0.009540947322932631	0.5	122474.48713915891	20-05-24 17:36:20.068168
122474.48713915891	3.3896551724137933	122474.48713915891	1.0057332133294445e-05	-99.95034414991369	-15.654920316954444	1.1770698178898633	3.3292562006397484	0.02503042169302739	0.5	122474.48713915891	20-05-24 17:36:22.799486
122474.48713915891	3.937931034482759	122474.48713915891	8.802201577024476e-06	-101.10817379979005	-11.654333646049887	1.3721238592936928	3.880952342137706	0.024969450722456817	0.5	122474.48713915891	20-05-24 17:36:25.563933
122474.48713915891	4.486206896551724	122474.48713915891	7.2347752867857875e-06	-102.81149907175454	-22.233489386575222	1.5537991855076467	4.394807762698366	0.00924225650778786	0.5	122474.48713915891	20-05-24 17:36:29.547123
122474.48713915891	5.0344827586206895	122474.48713915891	7.118268104153902e-06	-102.95251317305579	3.7877868809178405	1.7526566988268575	4.957261747329999	0.006192617079950478	0.5	122474.48713915891	20-05-24 17:36:32.279880
122474.48713915891	5.582758620689655	122474.48713915891	9.629005241075427e-06	-100.32837153814606	5.709684893895324	1.945876579980328	5.503770100224709	0.010922848659762525	0.5	122474.48713915891	20-05-24 17:36:35.032492
122474.48713915891	6.13103448275862	122474.48713915891	8.118135819608162e-06	-101.81087374080597	-2.826604692599301	2.136831730883211	6.043872828648427	0.00936764153906449	0.5	122474.48713915891	20-05-24 17:36:39.093137
