# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.08	0.0	250	250	-7443553.0	-7456936.0	-7463915.0	-7461437.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.89074	9.9e+37	32.6924161	1711449932.583051	6	2.0	26-03-24 11:45:32.583115
0.6	0.002	250	250	-7154394.0	-7167057.0	-7173630.0	-7171009.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.377842	9.9e+37	32.2414441	1711449940.3695245	6	2.0	26-03-24 11:45:40.369589
1.2	0.005	250	250	-6779069.0	-6790985.0	-6797183.0	-6794776.0	-8124954.0	-8115536.0	-8114813.0	-8111021.0	-10.7807649	-1.16076423	31.8069377	1711449948.2205458	6	2.0	26-03-24 11:45:48.220602
1.8	0.008	250	250	-6403030.0	-6414197.0	-6420100.0	-6417855.0	-7674222.0	-7665320.0	-7664630.0	-7660996.0	-10.1827792	-1.09636039	31.2553432	1711449956.0216072	6	2.0	26-03-24 11:45:56.021665
2.401	0.011	250	250	-6025828.0	-6036263.0	-6041819.0	-6039794.0	-7222000.0	-7213596.0	-7212882.0	-7209499.0	-9.58297043	-1.03174924	30.9059085	1711449964.0268242	6	2.0	26-03-24 11:46:04.026939
3.001	0.014	250	250	-5649225.0	-5658908.0	-5664125.0	-5662283.0	-6770672.0	-6762739.0	-6762163.0	-6758931.0	-8.98413827	-0.967263539	30.4896971	1711449971.8594093	6	2.0	26-03-24 11:46:11.859459
3.6	0.017	250	250	-5272697.0	-5281627.0	-5286513.0	-5284889.0	-6319433.0	-6311910.0	-6311391.0	-6308285.0	-8.38546768	-0.90278977	29.9358011	1711449979.8903208	6	2.0	26-03-24 11:46:19.890376
4.2	0.021	250	250	-4895790.0	-4903970.0	-4908523.0	-4907089.0	-5867547.0	-5860493.0	-5860041.0	-5857156.0	-7.7862291	-0.838260509	29.5616614	1711449987.7183907	6	2.0	26-03-24 11:46:27.718446
4.8	0.024	250	250	-4519316.0	-4526762.0	-4530969.0	-4529744.0	-5416465.0	-5409869.0	-5409483.0	-5406708.0	-7.18756638	-0.773808615	29.1534252	1711449995.5230508	6	2.0	26-03-24 11:46:35.523104
5.4	0.027	250	250	-4142236.0	-4148898.0	-4152772.0	-4151763.0	-4964534.0	-4958349.0	-4957962.0	-4955385.0	-6.58796634	-0.70925053	28.8732812	1711450003.3242671	6	2.0	26-03-24 11:46:43.324326
6.0	0.03	250	250	-3765655.0	-3771595.0	-3775120.0	-3774288.0	-4513347.0	-4507693.0	-4507390.0	-4505018.0	-5.98921306	-0.644799024	28.6069601	1711450011.35194	6	2.0	26-03-24 11:46:51.351993
6.6	0.033	250	250	-3388594.0	-3393751.0	-3396970.0	-3396345.0	-4061563.0	-4056274.0	-4056136.0	-4053882.0	-5.38966524	-0.580263584	28.2143899	1711450019.165251	6	2.0	26-03-24 11:46:59.165299
7.2	0.036	250	250	-3012052.0	-3016478.0	-3019356.0	-3018907.0	-3610452.0	-3605605.0	-3605474.0	-3603423.0	-4.79100663	-0.515808026	27.9388535	1711450026.9667547	6	2.0	26-03-24 11:47:06.966811
7.8	0.039	250	250	-2634621.0	-2638286.0	-2640831.0	-2640604.0	-3158040.0	-3153765.0	-3153660.0	-3151787.0	-4.19089752	-0.451205411	27.8552938	1711450034.7674663	6	2.0	26-03-24 11:47:14.767524
8.4	0.042	250	250	-2258142.0	-2261072.0	-2263283.0	-2263242.0	-2706971.0	-2703101.0	-2703020.0	-2701342.0	-3.59226381	-0.386763947	27.834721	1711450042.5982952	6	2.0	26-03-24 11:47:22.598344
8.999	0.045	250	250	-1881676.0	-1883865.0	-1885723.0	-1885892.0	-2255877.0	-2252455.0	-2252464.0	-2250929.0	-2.99374062	-0.322328997	27.8506862	1711450050.402921	6	2.0	26-03-24 11:47:30.402975
9.599	0.048	250	250	-1504802.0	-1506236.0	-1507785.0	-1508143.0	-1804277.0	-1801312.0	-1801414.0	-1800049.0	-2.39450683	-0.257808978	27.8414709	1711450058.450708	6	2.0	26-03-24 11:47:38.450781
10.199	0.051	250	250	-1127719.0	-1128405.0	-1129631.0	-1130179.0	-1352504.0	-1349956.0	-1350127.0	-1348974.0	-1.79501307	-0.193254064	27.7140011	1711450066.2803419	6	2.0	26-03-24 11:47:46.280397
