# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	time	Delay	a	
0.126	0.0	250	250	-7426948.0	-7440681.0	-7447791.0	-7445999.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8672431	9.9e+37	20.2613185	1711455458.7761447	6	19.0	26-03-24 13:17:38.776200
0.6	0.002	250	250	-7154048.0	-7166634.0	-7172896.0	-7170675.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3768086	9.9e+37	20.2170852	1711455466.6081257	6	19.0	26-03-24 13:17:46.608188
1.2	0.005	250	250	-6779031.0	-6790856.0	-6796814.0	-6794739.0	-8126412.0	-8117638.0	-8116603.0	-8112331.0	-10.7802949	-1.16098935	20.1829888	1711455474.4186726	6	19.0	26-03-24 13:17:54.418728
1.8	0.008	250	250	-6403111.0	-6414209.0	-6419864.0	-6417961.0	-7675205.0	-7666857.0	-7665871.0	-7661861.0	-10.1825287	-1.0965587	20.1227904	1711455482.4330373	6	19.0	26-03-24 13:18:02.433091
2.401	0.011	250	250	-6025944.0	-6036292.0	-6041562.0	-6039889.0	-7223180.0	-7215237.0	-7214325.0	-7210549.0	-9.58279964	-1.03195756	20.157186	1711455490.263137	6	19.0	26-03-24 13:18:10.263187
3.001	0.015	250	250	-5649283.0	-5658867.0	-5663871.0	-5662344.0	-6771553.0	-6764005.0	-6763243.0	-6759623.0	-8.98396216	-0.967458036	20.1581075	1711455498.0650413	6	19.0	26-03-24 13:18:18.065098
3.6	0.018	250	250	-5272793.0	-5281671.0	-5286329.0	-5284982.0	-6320269.0	-6313192.0	-6312464.0	-6309039.0	-8.38524938	-0.902969459	20.1636367	1711455505.8656235	6	19.0	26-03-24 13:18:25.865676
4.2	0.021	250	250	-4895867.0	-4903985.0	-4908343.0	-4907160.0	-5868499.0	-5861838.0	-5861184.0	-5857975.0	-7.786053	-0.838447664	20.0536759	1711455513.8904488	6	19.0	26-03-24 13:18:33.890504
4.8	0.024	250	250	-4519319.0	-4526686.0	-4530762.0	-4529730.0	-5417256.0	-5411055.0	-5410449.0	-5407453.0	-7.18732478	-0.773987594	20.0739495	1711455521.8989127	6	19.0	26-03-24 13:18:41.898969
5.4	0.027	250	250	-4142239.0	-4148870.0	-4152614.0	-4151782.0	-4965474.0	-4959687.0	-4959181.0	-4956365.0	-6.58784655	-0.709443267	20.0536759	1711455529.7306058	6	19.0	26-03-24 13:18:49.730662
6.0	0.03	250	250	-3765656.0	-3771550.0	-3774967.0	-3774325.0	-4514256.0	-4508899.0	-4508440.0	-4505838.0	-5.98909763	-0.64498173	20.0370884	1711455537.755803	6	19.0	26-03-24 13:18:57.755856
6.6	0.033	250	250	-3388586.0	-3393732.0	-3396840.0	-3396371.0	-4062291.0	-4057319.0	-4056976.0	-4054582.0	-5.3895686	-0.580409193	20.1147958	1711455545.8154106	6	19.0	26-03-24 13:19:05.815468
7.2	0.036	250	250	-3012052.0	-3016456.0	-3019242.0	-3018960.0	-3610995.0	-3606487.0	-3606233.0	-3604035.0	-4.79085778	-0.515943878	20.0334023	1711455553.8545763	6	19.0	26-03-24 13:19:13.854631
7.8	0.039	250	250	-2634611.0	-2638242.0	-2640728.0	-2640607.0	-3158656.0	-3154558.0	-3154356.0	-3152366.0	-4.1908431	-0.451327566	20.0917576	1711455561.8643048	6	19.0	26-03-24 13:19:21.864358
8.4	0.042	250	250	-2258147.0	-2261048.0	-2263201.0	-2263267.0	-2707431.0	-2703758.0	-2703657.0	-2701876.0	-3.59228483	-0.386863551	20.0186579	1711455569.9000642	6	19.0	26-03-24 13:19:29.900119
8.999	0.045	250	250	-1881714.0	-1883874.0	-1885707.0	-1885939.0	-2256256.0	-2252984.0	-2252933.0	-2251356.0	-2.99374507	-0.322410983	20.0567396	1711455577.9313157	6	19.0	26-03-24 13:19:37.931371
9.599	0.048	250	250	-1504780.0	-1506198.0	-1507716.0	-1508119.0	-1804515.0	-1801672.0	-1801728.0	-1800312.0	-2.39443957	-0.257873273	20.0278732	1711455585.7520256	6	19.0	26-03-24 13:19:45.752081
10.2	0.051	250	250	-1127717.0	-1128388.0	-1129600.0	-1130172.0	-1352611.0	-1350194.0	-1350347.0	-1349130.0	-1.79498649	-0.193319008	20.1065021	1711455593.7689002	6	19.0	26-03-24 13:19:53.768954
10.8	0.055	250	250	-750502.2	-750433.2	-751327.9	-752079.4	-900493.6	-898489.2	-898719.6	-897718.9	-1.19525733	-0.12873451	20.0908361	1711455601.5856733	6	19.0	26-03-24 13:20:01.585733
11.4	0.058	250	250	-373826.9	-373016.6	-373590.4	-374527.1	-449019.1	-447432.4	-447734.2	-446940.8	-0.596311289	-0.0642339979	20.1000514	1711455609.4048088	6	19.0	26-03-24 13:20:09.404862
12.0	0.061	250	250	3100.94	4651.496	4393.64	3290.652	2736.952	3895.04	3505.06	4085.24	0.00291622016	0.000300665082	20.0714841	1711455617.418653	6	19.0	26-03-24 13:20:17.418712
12.599	0.064	250	250	379761.6	382044.7	382105.1	380834.1	454198.8	454909.0	454462.4	454870.4	0.601897793	0.0648048177	19.9397329	1711455625.2464197	6	19.0	26-03-24 13:20:25.246479
13.2	0.067	250	250	756775.6	759802.9	760174.6	758730.3	906099.0	906405.6	905865.7	906078.2	1.20128082	0.129358125	19.9400351	1711455633.0486856	6	19.0	26-03-24 13:20:33.048769
13.799	0.07	250	250	1133264.0	1137019.0	1137715.0	1136094.0	1357334.0	1357205.0	1356595.0	1356624.0	1.79981043	0.193827165	19.8869841	1711455641.0777693	6	19.0	26-03-24 13:20:41.077823
14.399	0.073	250	250	1510084.0	1514586.0	1515600.0	1513799.0	1809066.0	1808525.0	1807824.0	1807614.0	2.39900382	0.258360158	19.7976351	1711455649.1033616	6	19.0	26-03-24 13:20:49.103416
14.999	0.076	250	250	1886731.0	1891978.0	1893285.0	1891338.0	2260561.0	2259595.0	2258820.0	2258455.0	2.99782019	0.322852154	19.7976351	1711455656.9336355	6	19.0	26-03-24 13:20:56.933691
15.599	0.079	250	250	2264026.0	2270011.0	2271646.0	2269512.0	2712844.0	2711454.0	2710611.0	2710015.0	3.59763122	0.387466248	19.7573121	1711455664.9600973	6	19.0	26-03-24 13:21:04.960151
16.2	0.082	250	250	2640912.0	2647658.0	2649607.0	2647287.0	3164628.0	3162826.0	3161854.0	3161075.0	4.19680813	0.451998732	19.8153188	1711455673.0005112	6	19.0	26-03-24 13:21:13.000560
16.8	0.085	250	250	3017431.0	3024912.0	3027190.0	3024683.0	3615936.0	3613723.0	3612693.0	3611697.0	4.79539055	0.516463834	19.7678521	1711455680.8058155	6	19.0	26-03-24 13:21:20.805871
17.4	0.088	250	250	3394230.0	3402441.0	3405043.0	3402363.0	4067555.0	4064939.0	4063830.0	4062618.0	5.39448702	0.580988289	19.7752979	1711455688.8315754	6	19.0	26-03-24 13:21:28.831631
18.0	0.092	250	250	3771065.0	3780015.0	3782934.0	3780095.0	4519119.0	4516086.0	4514896.0	4513481.0	5.99356532	0.645491611	19.7036326	1711455696.6486738	6	19.0	26-03-24 13:21:36.648726
18.6	0.095	250	250	4147831.0	4157509.0	4160756.0	4157720.0	4970738.0	4967264.0	4965986.0	4964367.0	6.59249714	0.709992192	19.565584	1711455704.4487925	6	19.0	26-03-24 13:21:44.448848
19.199	0.098	250	250	4524192.0	4534632.0	4538178.0	4534963.0	5421826.0	5417962.0	5416584.0	5414805.0	7.19102061	0.774455486	19.563094	1711455712.2478592	6	19.0	26-03-24 13:21:52.247912
19.8	0.101	250	250	4901220.0	4912381.0	4916243.0	4912886.0	5873469.0	5869188.0	5867740.0	5865746.0	7.79036225	0.83896359	19.4514078	1711455720.0692275	6	19.0	26-03-24 13:22:00.069311
20.4	0.104	250	250	5278086.0	5289987.0	5294149.0	5290616.0	6324768.0	6320057.0	6318541.0	6316367.0	8.3895559	0.903415459	19.364851	1711455727.8667762	6	19.0	26-03-24 13:22:07.866830
21.0	0.107	250	250	5654614.0	5667267.0	5671736.0	5668060.0	6775754.0	6770626.0	6769016.0	6766608.0	8.98813388	0.967868818	19.3462366	1711455735.6689444	6	19.0	26-03-24 13:22:15.668998
21.6	0.11	250	250	6030973.0	6044413.0	6049167.0	6045303.0	7227480.0	7221971.0	7220273.0	7217647.0	9.58653345	1.03240606	19.421927	1711455743.7611446	6	19.0	26-03-24 13:22:23.761199
22.199	0.113	250	250	6406890.0	6421040.0	6426120.0	6422087.0	7678358.0	7672396.0	7670664.0	7667870.0	10.1840592	1.09676852	19.4424028	1711455751.7944896	6	19.0	26-03-24 13:22:31.794542
22.799	0.117	250	250	6783182.0	6798104.0	6803463.0	6799277.0	8129328.0	8122964.0	8121107.0	8118070.0	10.7823632	1.1612065	19.407664	1711455759.817907	6	19.0	26-03-24 13:22:39.817964
23.399	0.12	250	250	6846767.0	7486868.0	6867897.0	7488597.0	8388607.0	8388607.0	8388607.0	8388607.0	11.3795649	9.9e+37	19.5001073	1711455767.6367838	6	19.0	26-03-24 13:22:47.636845
23.999	0.123	250	250	6838085.0	7487055.0	6859283.0	7488807.0	8388607.0	8388607.0	8388607.0	8388607.0	11.9647779	9.9e+37	19.4253477	1711455775.6668086	6	19.0	26-03-24 13:22:55.666870
