# 
DCA	Source_Voltage	Source_Current	Delay	
-4.8517389e-09	0.0	1.160784e-05	2.0	05-12-23 15:08:29.930938
2.66429056e-05	210.52631578947367	3.760784e-05	2.0	05-12-23 15:08:31.983147
5.35617624e-05	421.05263157894734	5.93098e-05	2.0	05-12-23 15:08:34.029055
8.05292857e-05	631.578947368421	9.018039e-05	2.0	05-12-23 15:08:36.077479
0.000107862032	842.1052631578947	0.0001167765	2.0	05-12-23 15:08:38.127653
0.000134913602	1052.6315789473683	0.0001427529	2.0	05-12-23 15:08:40.176174
0.000162568279	1263.157894736842	0.0001681412	2.0	05-12-23 15:08:42.210319
0.00019016563	1473.6842105263156	0.0001921176	2.0	05-12-23 15:08:44.269582
0.000217769401	1684.2105263157894	0.0002150902	2.0	05-12-23 15:08:46.337503
0.00024525303	1894.7368421052631	0.0002353804	2.0	05-12-23 15:08:49.489769
0.000245296149	2105.2631578947367	0.0002353804	2.0	05-12-23 15:08:51.645956
0.000245314115	2315.7894736842104	0.0002354588	2.0	05-12-23 15:08:53.693734
0.000245341065	2526.315789473684	0.000235702	2.0	05-12-23 15:08:55.737976
0.000245388975	2736.842105263158	0.0002355451	2.0	05-12-23 15:08:57.786055
0.00024537041	2947.368421052631	0.0002352392	2.0	05-12-23 15:09:00.658284
0.000245349449	3000	0.0002355137	2.0	05-12-23 15:09:02.906836
0.000245276985	3000	0.0002354745	2.0	05-12-23 15:09:04.954568
0.000245324296	3000	0.0002355686	2.0	05-12-23 15:09:07.002178
0.000245272194	3000	0.0002354588	2.0	05-12-23 15:09:09.050423
0.000245286567	3000	0.0002355294	2.0	05-12-23 15:09:11.098688
