# 
ch2a	ch2a avglen	Delay	a	
-53146.8	10.0	0.1	26.0	12-12-23 19:22:27.525589
-53146.8	19.166666666666664	0.1	26.0	12-12-23 19:22:27.660655
-53146.8	28.333333333333332	0.1	26.0	12-12-23 19:22:27.795188
-1182852.0	37.5	0.1	26.0	12-12-23 19:22:27.930671
-1182852.0	46.666666666666664	0.1	26.0	12-12-23 19:22:28.066564
-1182852.0	55.833333333333336	0.1	26.0	12-12-23 19:22:28.202566
-1182852.0	65.0	0.1	26.0	12-12-23 19:22:28.338384
-1182852.0	74.16666666666667	0.1	26.0	12-12-23 19:22:28.475495
1589125.0	83.33333333333333	0.1	26.0	12-12-23 19:22:28.612845
1589125.0	92.5	0.1	26.0	12-12-23 19:22:28.749616
1589125.0	101.66666666666667	0.1	26.0	12-12-23 19:22:28.885464
1589125.0	110.83333333333333	0.1	26.0	12-12-23 19:22:29.022047
84479.1	120.0	0.1	26.0	12-12-23 19:22:29.159384
