# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.102	0.0	250	250	-7427879.0	-7441516.0	-7448814.0	-7446868.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8665301	9.9e+37	24.7029903	6	6.0	25-03-24 14:22:04.711579
0.601	0.002	250	250	-7154097.0	-7166608.0	-7173087.0	-7170726.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3774459	9.9e+37	24.7481451	6	6.0	25-03-24 14:22:12.736915
1.201	0.005	250	250	-6779164.0	-6790982.0	-6797114.0	-6794940.0	-8125876.0	-8116785.0	-8115859.0	-8111870.0	-10.7810435	-1.16095689	24.7389298	6	6.0	25-03-24 14:22:20.582168
1.8	0.008	250	250	-6403241.0	-6414290.0	-6420141.0	-6418138.0	-7675310.0	-7666643.0	-7665815.0	-7662030.0	-10.1832734	-1.0965759	24.703748	6	6.0	25-03-24 14:22:28.613450
2.401	0.011	250	250	-6026033.0	-6036337.0	-6041825.0	-6040025.0	-7223050.0	-7214841.0	-7214043.0	-7210456.0	-9.58344304	-1.03197011	24.7349161	6	6.0	25-03-24 14:22:36.671478
3.001	0.014	250	250	-5649443.0	-5659013.0	-5664156.0	-5662552.0	-6771633.0	-6763819.0	-6763092.0	-6759724.0	-8.98462345	-0.967472203	24.5894788	6	6.0	25-03-24 14:22:44.530328
3.601	0.017	250	250	-5272941.0	-5281739.0	-5286571.0	-5285162.0	-6320425.0	-6313037.0	-6312408.0	-6309170.0	-8.38595675	-0.90300692	24.4530929	6	6.0	25-03-24 14:22:52.345228
4.201	0.021	250	250	-4896088.0	-4904167.0	-4908659.0	-4907419.0	-5868740.0	-5861844.0	-5861268.0	-5858265.0	-7.78672959	-0.838472121	24.2578931	6	6.0	25-03-24 14:23:00.194204
4.8	0.024	250	250	-4519515.0	-4526837.0	-4530994.0	-4529958.0	-5417347.0	-5410888.0	-5410406.0	-5407560.0	-7.18790369	-0.773999743	24.1692628	6	6.0	25-03-24 14:23:08.018120
5.401	0.027	250	250	-4142376.0	-4148959.0	-4152822.0	-4151934.0	-4965421.0	-4959388.0	-4958979.0	-4956271.0	-6.58835103	-0.709436709	24.1432962	6	6.0	25-03-24 14:23:15.853067
6.0	0.03	250	250	-3765817.0	-3771684.0	-3775195.0	-3774490.0	-4514112.0	-4508536.0	-4508191.0	-4505703.0	-5.98955475	-0.644969804	24.0631234	6	6.0	25-03-24 14:23:23.724345
6.6	0.033	250	250	-3388762.0	-3393883.0	-3397070.0	-3396560.0	-4062146.0	-4057009.0	-4056722.0	-4054427.0	-5.39010982	-0.580394115	23.9112354	6	6.0	25-03-24 14:23:31.593201
7.2	0.036	250	250	-3012219.0	-3016612.0	-3019459.0	-3019136.0	-3610915.0	-3606218.0	-3606003.0	-3603901.0	-4.79135365	-0.515927022	23.9718923	6	6.0	25-03-24 14:23:39.463777
7.801	0.039	250	250	-2634755.0	-2638392.0	-2640910.0	-2640767.0	-3158613.0	-3154380.0	-3154237.0	-3152331.0	-4.19123102	-0.45131907	23.9416458	6	6.0	25-03-24 14:23:47.290385
8.4	0.042	250	250	-2258280.0	-2261185.0	-2263385.0	-2263418.0	-2707468.0	-2703670.0	-2703601.0	-2701874.0	-3.59261947	-0.386867096	23.9553049	6	6.0	25-03-24 14:23:55.153774
9.0	0.045	250	250	-1881822.0	-1883971.0	-1885850.0	-1886065.0	-2256288.0	-2252917.0	-2252895.0	-2251374.0	-2.99404567	-0.3224176	23.8825043	6	6.0	25-03-24 14:24:03.026898
9.6	0.048	250	250	-1504905.0	-1506315.0	-1507850.0	-1508263.0	-1804633.0	-1801691.0	-1801783.0	-1800432.0	-2.39477708	-0.257893948	23.871446	6	6.0	25-03-24 14:24:10.845240
10.2	0.051	250	250	-1127851.0	-1128510.0	-1129730.0	-1130316.0	-1352763.0	-1350265.0	-1350404.0	-1349247.0	-1.79527367	-0.193332508	23.8345849	6	6.0	25-03-24 14:24:18.856353
10.801	0.054	250	250	-750587.4	-750504.9	-751395.6	-752173.0	-900586.8	-898542.0	-898771.2	-897802.0	-1.19540158	-0.128745995	23.8262912	6	6.0	25-03-24 14:24:26.655841
11.401	0.057	250	250	-373897.9	-373071.3	-373650.3	-374603.0	-449157.9	-447526.0	-447830.2	-447074.2	-0.596436325	-0.0642460128	23.8391925	6	6.0	25-03-24 14:24:34.663725
12.001	0.06	250	250	2977.644	4541.744	4287.152	3162.824	2510.88	3713.732	3332.716	3927.996	0.00282054863	0.000286337844	23.8806612	6	6.0	25-03-24 14:24:42.498954
12.6	0.064	250	250	379644.8	381944.7	382009.1	380718.5	453964.9	454706.0	454230.5	454654.5	0.601667185	0.0647644682	23.9671209	6	6.0	25-03-24 14:24:50.301909
13.201	0.067	250	250	756523.4	759563.5	759950.8	758481.4	905676.9	905978.6	905431.0	905659.4	1.20097754	0.129315745	23.9173585	6	6.0	25-03-24 14:24:58.380032
13.8	0.07	250	250	1132908.0	1136691.0	1137407.0	1135758.0	1356775.0	1356651.0	1356043.0	1356080.0	1.79942082	0.193757347	23.8795759	6	6.0	25-03-24 14:25:06.181026
14.4	0.073	250	250	1509628.0	1514147.0	1515165.0	1513353.0	1808295.0	1807703.0	1807024.0	1806879.0	2.39837676	0.258261551	23.846401	6	6.0	25-03-24 14:25:14.020652
14.999	0.076	250	250	1886105.0	1891371.0	1892717.0	1890723.0	2259542.0	2258527.0	2257779.0	2257432.0	2.99694991	0.322723086	23.8648315	6	6.0	25-03-24 14:25:21.899815
15.6	0.079	250	250	2263419.0	2269427.0	2271101.0	2268922.0	2711788.0	2710350.0	2709511.0	2708997.0	3.59685871	0.387330803	23.8187552	6	6.0	25-03-24 14:25:29.701897
16.2	0.082	250	250	2640324.0	2647079.0	2649070.0	2646714.0	3163511.0	3161634.0	3160731.0	3160019.0	4.19619407	0.451868562	23.8178336	6	6.0	25-03-24 14:25:37.541952
16.8	0.085	250	250	3016989.0	3024472.0	3026790.0	3024246.0	3615062.0	3612736.0	3611762.0	3610866.0	4.7950133	0.516366641	23.7680712	6	6.0	25-03-24 14:25:45.344692
17.4	0.088	250	250	3393834.0	3402069.0	3404716.0	3401988.0	4066753.0	4064024.0	4062963.0	4061904.0	5.39415481	0.580895558	23.7817303	6	6.0	25-03-24 14:25:53.147184
18.0	0.091	250	250	3770840.0	3779802.0	3782782.0	3779882.0	4518650.0	4515493.0	4514345.0	4513079.0	5.99354132	0.645452002	23.6915845	6	6.0	25-03-24 14:26:00.988504
