# 
A1	f1	A2	f2	Delay	a	
0	10000000.0	10.0	100000.0	0.2	2.21105527638191	10-04-24 17:30:23.651597
0	10000000.0	10.0	1164285.7142857143	0.2	2.21105527638191	10-04-24 17:30:23.881689
0	10000000.0	10.0	2228571.4285714286	0.2	2.21105527638191	10-04-24 17:30:24.107002
0	10000000.0	10.0	3292857.1428571427	0.2	2.21105527638191	10-04-24 17:30:24.331752
0	10000000.0	10.0	4357142.857142857	0.2	2.21105527638191	10-04-24 17:30:24.557237
0	10000000.0	10.0	5421428.571428572	0.2	2.21105527638191	10-04-24 17:30:24.783443
0	10000000.0	10.0	6485714.285714285	0.2	2.21105527638191	10-04-24 17:30:25.008459
0	10000000.0	10.0	7550000.0	0.2	2.21105527638191	10-04-24 17:30:25.236358
0	10000000.0	10.0	8614285.714285715	0.2	2.21105527638191	10-04-24 17:30:25.464234
0	10000000.0	10.0	9678571.42857143	0.2	2.21105527638191	10-04-24 17:30:25.692443
0	10000000.0	10.0	10742857.142857144	0.2	2.21105527638191	10-04-24 17:30:25.916906
0	10000000.0	10.0	11807142.857142856	0.2	2.21105527638191	10-04-24 17:30:26.146114
0	10000000.0	10.0	12871428.57142857	0.2	2.21105527638191	10-04-24 17:30:26.371199
0	10000000.0	10.0	13935714.285714285	0.2	2.21105527638191	10-04-24 17:30:26.595828
0	10000000.0	10.0	15000000.0	0.2	2.21105527638191	10-04-24 17:30:26.820518
