# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp_pt100	time	Delay	a	
0.013	0.0	250	250	-7453512.0	-7466554.0	-7473092.0	-7470679.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.966205	9.9e+37	22.2153288	1714364362.5423317	60.0	8001.079200792008	29-04-24 06:19:22.542405
0.6	0.002	250	250	-7156945.0	-7169580.0	-7175993.0	-7173500.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3818182	9.9e+37	22.6352354	1714364429.014519	60.0	8001.079200792008	29-04-24 06:20:29.014592
1.2	0.005	250	250	-6780049.0	-6791913.0	-6798041.0	-6795730.0	-8126867.0	-8117931.0	-8117022.0	-8113076.0	-10.7826296	-1.16116952	22.7740863	1714364495.495935	60.0	8001.079200792008	29-04-24 06:21:35.495997
1.799	0.008	250	250	-6403461.0	-6414625.0	-6420373.0	-6418254.0	-7677161.0	-7668696.0	-7667775.0	-7664054.0	-10.1837818	-1.09690379	22.6505674	1714364561.9696772	60.0	8001.079200792008	29-04-24 06:22:41.969736
2.4	0.012	250	250	-6025946.0	-6036327.0	-6041766.0	-6039827.0	-7225648.0	-7217666.0	-7216792.0	-7213287.0	-9.58342905	-1.0324121	22.2142747	1714364628.443596	60.0	8001.079200792008	29-04-24 06:23:48.443659
3.0	0.015	250	250	-5649131.0	-5658769.0	-5663869.0	-5662160.0	-6774756.0	-6767148.0	-6766342.0	-6762918.0	-8.9842713	-0.967972195	21.4606085	1714364694.925683	60.0	8001.079200792008	29-04-24 06:24:54.925745
3.6	0.018	250	250	-5272470.0	-5281395.0	-5286166.0	-5284617.0	-6323228.0	-6316052.0	-6315305.0	-6312101.0	-8.38541977	-0.903478258	21.4035924	1714364761.4007864	60.0	8001.079200792008	29-04-24 06:26:01.400848
4.2	0.021	250	250	-4895537.0	-4903663.0	-4908114.0	-4906770.0	-5870895.0	-5864153.0	-5863522.0	-5860518.0	-7.78606305	-0.838838223	21.8686327	1714364827.9172087	60.0	8001.079200792008	29-04-24 06:27:07.917452
4.799	0.024	250	250	-4518881.0	-4526283.0	-4530384.0	-4529250.0	-5419650.0	-5413357.0	-5412800.0	-5409973.0	-7.18716659	-0.774388568	22.3266778	1714364894.396488	60.0	8001.079200792008	29-04-24 06:28:14.396550
5.4	0.027	250	250	-4141777.0	-4148426.0	-4152244.0	-4151289.0	-4967449.0	-4961516.0	-4961061.0	-4958424.0	-6.58749507	-0.709756436	22.6701158	1714364960.8767617	60.0	8001.079200792008	29-04-24 06:29:20.876822
5.999	0.03	250	250	-3765127.0	-3771022.0	-3774528.0	-3773730.0	-4515784.0	-4510335.0	-4509921.0	-4507521.0	-5.98869491	-0.645219394	22.3225573	1714365027.3540528	60.0	8001.079200792008	29-04-24 06:30:27.354114
6.6	0.033	250	250	-3387993.0	-3393159.0	-3396326.0	-3395724.0	-4063483.0	-4058402.0	-4058110.0	-4055843.0	-5.3890343	-0.58061239	21.8829107	1714365093.8302853	60.0	8001.079200792008	29-04-24 06:31:33.830349
7.199	0.036	250	250	-3011453.0	-3015856.0	-3018677.0	-3018296.0	-3611741.0	-3607192.0	-3606932.0	-3604857.0	-4.79030124	-0.516075707	21.3074796	1714365160.311746	60.0	8001.079200792008	29-04-24 06:32:40.311807
