# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC10	VDC1	temp	Delay	a	
0.141	0.0	250	250	-7430450.0	-7444022.0	-7451262.0	-7449289.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.8674614	9.9e+37	28.3927708	6	21.0	19-03-24 16:40:27.574221
0.601	0.002	250	250	-7153903.0	-7166433.0	-7172912.0	-7170523.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	-11.3771848	9.9e+37	28.2582279	6	21.0	19-03-24 16:40:38.449054
1.201	0.005	250	250	-6779132.0	-6790897.0	-6797059.0	-6794830.0	-8125893.0	-8116796.0	-8115878.0	-8112021.0	-10.780798	-1.16093813	28.1295134	6	21.0	19-03-24 16:40:48.183250
1.801	0.008	250	250	-6403078.0	-6414118.0	-6419884.0	-6417918.0	-7675357.0	-7666662.0	-7665808.0	-7662162.0	-10.182827	-1.09654929	27.9163417	6	21.0	19-03-24 16:40:57.084023
2.401	0.011	250	250	-6025869.0	-6036185.0	-6041648.0	-6039829.0	-7223182.0	-7214947.0	-7214132.0	-7210706.0	-9.58301327	-1.0319433	27.782098	6	21.0	19-03-24 16:41:05.795120
3.001	0.014	250	250	-5649167.0	-5658776.0	-5663890.0	-5662245.0	-6771586.0	-6763766.0	-6763073.0	-6759801.0	-8.9840811	-0.967444512	27.6908669	6	21.0	19-03-24 16:41:16.484991
3.601	0.017	250	250	-5272681.0	-5281507.0	-5286308.0	-5284869.0	-6320420.0	-6313094.0	-6312432.0	-6309370.0	-8.38541437	-0.902983732	27.7166696	6	21.0	19-03-24 16:41:26.683201
4.201	0.021	250	250	-4895760.0	-4903841.0	-4908339.0	-4907055.0	-5868681.0	-5861784.0	-5861179.0	-5858307.0	-7.78611636	-0.838436634	27.4586423	6	21.0	19-03-24 16:41:36.018988
4.8	0.024	250	250	-4519219.0	-4526568.0	-4530727.0	-4529629.0	-5417382.0	-5410923.0	-5410428.0	-5407706.0	-7.1874571	-0.773976305	27.4555785	6	21.0	19-03-24 16:41:45.245321
5.401	0.027	250	250	-4142156.0	-4148778.0	-4152620.0	-4151721.0	-4965559.0	-4959532.0	-4959092.0	-4956566.0	-6.58787682	-0.709431045	27.5747546	6	21.0	19-03-24 16:41:54.307047
6.0	0.03	250	250	-3765525.0	-3771397.0	-3774910.0	-3774184.0	-4514370.0	-4508786.0	-4508421.0	-4506061.0	-5.98908541	-0.644986342	27.7747258	6	21.0	19-03-24 16:42:02.421434
