# 
Voltage 1	Current 1	ch1a avglen	ch1b avglen	ch1a	ch2a	ch3a	ch4a	ch1b	ch2b	ch3b	ch4b	VDC1	temp_pt100	time	Delay	a	
0.081	0.0	250	250	-7445240.0	-7458623.0	-7465549.0	-7463406.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.1836733	1713958360.2611878	6	38.0	24-04-24 13:32:40.261247
0.6	0.002	250	250	-7153770.0	-7166308.0	-7172711.0	-7170286.0	-8388608.0	-8388608.0	-8388608.0	-8388608.0	9.9e+37	21.2758572	1713958367.0328834	6	38.0	24-04-24 13:32:47.032948
1.2	0.005	250	250	-6778856.0	-6790670.0	-6796716.0	-6794486.0	-8124651.0	-8115777.0	-8114787.0	-8110717.0	-1.16085138	21.3538591	1713958373.8200169	6	38.0	24-04-24 13:32:53.820068
1.8	0.008	250	250	-6402965.0	-6414029.0	-6419753.0	-6417698.0	-7674200.0	-7665767.0	-7664831.0	-7660960.0	-1.09648598	21.4169121	1713958380.6049464	6	38.0	24-04-24 13:33:00.605004
2.401	0.011	250	250	-6025771.0	-6036088.0	-6041526.0	-6039627.0	-7221772.0	-7213721.0	-7212876.0	-7209223.0	-1.0318474	21.4237157	1713958387.4272225	6	38.0	24-04-24 13:33:07.427278
3.001	0.014	250	250	-5649178.0	-5658784.0	-5663901.0	-5662158.0	-6770310.0	-6762738.0	-6761951.0	-6758479.0	-0.96734175	21.4887811	1713958394.210333	6	38.0	24-04-24 13:33:14.210382
3.6	0.018	250	250	-5272689.0	-5281558.0	-5286300.0	-5284803.0	-6319199.0	-6312011.0	-6311327.0	-6308039.0	-0.902895978	21.5156122	1713958400.9907968	6	38.0	24-04-24 13:33:20.990847
4.2	0.021	250	250	-4895868.0	-4904002.0	-4908427.0	-4907110.0	-5867608.0	-5860879.0	-5860268.0	-5857194.0	-0.838376901	21.5067963	1713958407.7733169	6	38.0	24-04-24 13:33:27.773376
4.8	0.024	250	250	-4519303.0	-4526690.0	-4530795.0	-4529680.0	-5416045.0	-5409743.0	-5409185.0	-5406289.0	-0.773862016	21.6008968	1713958414.5845962	6	38.0	24-04-24 13:33:34.584646
5.4	0.027	250	250	-4142206.0	-4148846.0	-4152660.0	-4151696.0	-4964316.0	-4958436.0	-4957960.0	-4955265.0	-0.709326792	21.6653872	1713958421.3858504	6	38.0	24-04-24 13:33:41.385907
6.0	0.03	250	250	-3765582.0	-3771463.0	-3774956.0	-3774187.0	-4512701.0	-4507280.0	-4506877.0	-4504384.0	-0.644805247	21.7142581	1713958428.1904297	6	38.0	24-04-24 13:33:48.190482
6.6	0.033	250	250	-3388514.0	-3393664.0	-3396815.0	-3396247.0	-4060836.0	-4055834.0	-4055521.0	-4053202.0	-0.580251407	21.7862229	1713958434.9945142	6	38.0	24-04-24 13:33:54.994569
7.2	0.036	250	250	-3011974.0	-3016380.0	-3019206.0	-3018827.0	-3609592.0	-3605018.0	-3604777.0	-3602634.0	-0.515782438	21.8520549	1713958441.7747045	6	38.0	24-04-24 13:34:01.774762
7.8	0.039	250	250	-2634628.0	-2638288.0	-2640804.0	-2640598.0	-3157502.0	-3153353.0	-3153185.0	-3151261.0	-0.45120239	21.889906	1713958448.558217	6	38.0	24-04-24 13:34:08.558278
8.4	0.042	250	250	-2258188.0	-2261105.0	-2263288.0	-2263280.0	-2706584.0	-2702849.0	-2702763.0	-2701033.0	-0.38677786	21.9371478	1713958455.3422403	6	38.0	24-04-24 13:34:15.342289
8.999	0.045	250	250	-1881741.0	-1883907.0	-1885764.0	-1885941.0	-2255581.0	-2252294.0	-2252290.0	-2250741.0	-0.322351569	21.9499884	1713958462.1255288	6	38.0	24-04-24 13:34:22.125586
9.599	0.048	250	250	-1504826.0	-1506245.0	-1507793.0	-1508153.0	-1803978.0	-1801130.0	-1801189.0	-1799821.0	-0.257832852	22.0096876	1713958468.9073904	6	38.0	24-04-24 13:34:28.907444
